,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
ZNF223|7766,ENSG00000178386,ZNF223,7766,19,-0.37,0.0014,0.016
PPARGC1B|133522,ENSG00000155846,PPARGC1B,133522,5,0.52,0.0014,0.016
DYRK1B|9149,ENSG00000105204,DYRK1B,9149,19,-0.34,0.0014,0.016
C15orf43|145645,ENSG00000167014,C15orf43,145645,15,0.84,0.0014,0.016
CCDC110|256309,ENSG00000168491,CCDC110,256309,4,0.66,0.0014,0.016
GRB7|2886,ENSG00000141738,GRB7,2886,17,-0.55,0.0014,0.016
PCDHB7|56129,ENSG00000113212,PCDHB7,56129,5,-0.68,0.0014,0.016
ZNF468|90333,ENSG00000204604,ZNF468,90333,19,-0.74,0.0014,0.017
KLHL18|23276,ENSG00000114648,KLHL18,23276,3,0.18,0.0014,0.017
IMPAD1|54928,ENSG00000104331,IMPAD1,54928,8,0.29,0.0014,0.017
NEURL|9148,ENSG00000107954,NEURL1,9148,10,-0.83,0.0014,0.017
SLC22A18|5002,ENSG00000110628,SLC22A18,5002,11,0.62,0.0014,0.017
ZNF746|155061,ENSG00000181220,ZNF746,155061,7,0.25,0.0014,0.017
TMEM199|147007,ENSG00000244045,TMEM199,147007,17,0.18,0.0014,0.017
MRPL15|29088,ENSG00000137547,MRPL15,29088,8,0.26,0.0014,0.017
TEAD3|7005,ENSG00000007866,TEAD3,7005,6,-0.24,0.0014,0.017
TPK1|27010,ENSG00000196511,TPK1,27010,7,0.42,0.0014,0.017
MT1G|4495,ENSG00000125144,MT1G,4495,16,1.4,0.0014,0.017
LOC644165|644165,NA,NA,NA,NA,-0.65,0.0014,0.017
SGCE|8910,ENSG00000127990,SGCE,8910,7,-0.78,0.0014,0.017
PDCD2L|84306,ENSG00000126249,PDCD2L,84306,19,0.29,0.0014,0.017
LPGAT1|9926,ENSG00000123684,LPGAT1,9926,1,-0.33,0.0014,0.017
ZNF528|84436,ENSG00000167555,ZNF528,84436,19,-0.6,0.0014,0.017
RPS6KC1|26750,ENSG00000136643,RPS6KC1,26750,1,-0.24,0.0014,0.017
KIAA1267|284058,ENSG00000120071,KANSL1,284058,17,-0.25,0.0014,0.017
ATP6V1H|51606,ENSG00000047249,ATP6V1H,51606,8,0.26,0.0014,0.017
MDFI|4188,ENSG00000112559,MDFI,4188,6,-0.82,0.0014,0.017
ZNF547|284306,ENSG00000152433,ZNF547,284306,19,-0.42,0.0014,0.017
WAC|51322,ENSG00000095787,WAC,51322,10,-0.18,0.0015,0.017
CYP4F22|126410,ENSG00000171954,CYP4F22,126410,19,-1.2,0.0015,0.017
ATP11C|286410,ENSG00000101974,ATP11C,286410,X,0.46,0.0015,0.017
HIC2|23119,ENSG00000169635,HIC2,23119,22,-0.43,0.0015,0.017
PCF11|51585,ENSG00000165494,PCF11,51585,11,-0.19,0.0015,0.017
CYP26B1|56603,ENSG00000003137,CYP26B1,56603,2,-0.97,0.0015,0.017
RBM4B|83759,ENSG00000173914,RBM4B,83759,11,-0.21,0.0015,0.017
ZNF432|9668,ENSG00000256087,ZNF432,9668,19,-0.5,0.0015,0.017
TM4SF1|4071,ENSG00000169908,TM4SF1,4071,3,0.53,0.0015,0.017
FES|2242,ENSG00000182511,FES,2242,15,-0.6,0.0015,0.017
ZNF426|79088,ENSG00000130818,ZNF426,79088,19,-0.61,0.0015,0.017
TSLP|85480,ENSG00000145777,TSLP,85480,5,0.93,0.0015,0.017
ST3GAL1|6482,ENSG00000008513,ST3GAL1,6482,8,0.49,0.0015,0.017
PCNX|22990,ENSG00000100731,PCNX,22990,14,-0.24,0.0015,0.017
IFI27|3429,ENSG00000275214,IFI27,3429,CHR_HSCHR14_7_CTG1,0.96,0.0015,0.017
SYNM|23336,ENSG00000182253,SYNM,23336,15,-0.51,0.0015,0.017
MYO15A|51168,ENSG00000091536,MYO15A,51168,17,-0.58,0.0015,0.017
SEMA5B|54437,ENSG00000082684,SEMA5B,54437,3,-0.49,0.0015,0.017
VAT1L|57687,ENSG00000171724,VAT1L,57687,16,-0.98,0.0015,0.017
ZNF292|23036,ENSG00000188994,ZNF292,23036,6,-0.38,0.0015,0.017
KARS|3735,ENSG00000065427,KARS,3735,16,0.21,0.0015,0.017
SLC5A10|125206,ENSG00000154025,SLC5A10,125206,17,-0.73,0.0015,0.017
ZNF169|169841,ENSG00000175787,ZNF169,169841,9,-0.34,0.0015,0.017
ORC2L|4999,ENSG00000115942,ORC2,4999,2,-0.23,0.0015,0.017
PLA2G16|11145,ENSG00000176485,PLA2G16,11145,11,0.52,0.0015,0.017
SLC35F3|148641,ENSG00000183780,SLC35F3,148641,1,-0.78,0.0015,0.017
PCMTD2|55251,ENSG00000203880,PCMTD2,55251,20,-0.26,0.0015,0.017
C1orf97|84791,NA,NA,NA,NA,0.32,0.0015,0.017
UTP14A|10813,ENSG00000156697,UTP14A,10813,X,0.21,0.0015,0.017
PLEKHG4B|153478,ENSG00000153404,PLEKHG4B,153478,5,-0.96,0.0015,0.018
DPYS|1807,ENSG00000147647,DPYS,1807,8,0.92,0.0015,0.018
LOC440905|440905,NA,NA,NA,NA,-1.2,0.0015,0.018
ADORA2A|135,ENSG00000258555,SPECC1L-ADORA2A,135,22,-0.29,0.0016,0.018
RUSC2|9853,ENSG00000198853,RUSC2,9853,9,-0.29,0.0016,0.018
MRPS22|56945,ENSG00000175110,MRPS22,56945,3,0.16,0.0016,0.018
ACSF2|80221,ENSG00000167107,ACSF2,80221,17,0.38,0.0016,0.018
MAP9|79884,ENSG00000164114,MAP9,79884,4,-0.71,0.0016,0.018
ZNF701|55762,ENSG00000167562,ZNF701,55762,19,-0.61,0.0016,0.018
RER1|11079,ENSG00000157916,RER1,11079,1,0.21,0.0016,0.018
MPI|4351,ENSG00000178802,MPI,4351,15,0.26,0.0016,0.018
TXLNG|55787,ENSG00000086712,TXLNG,55787,X,-0.58,0.0016,0.018
LAD1|3898,ENSG00000159166,LAD1,3898,1,-0.96,0.0016,0.018
TM9SF4|9777,ENSG00000101337,TM9SF4,9777,20,-0.15,0.0016,0.018
CG030|116828,ENSG00000281026,N4BP2L2-IT2,116828,13,-0.37,0.0016,0.018
MUTED|63915,ENSG00000282913,BLOC1S5,63915,6,-0.21,0.0016,0.018
ABCF3|55324,ENSG00000161204,ABCF3,55324,3,0.13,0.0016,0.018
ITGB7|3695,ENSG00000139626,ITGB7,3695,12,0.5,0.0016,0.018
RG9MTD3|158234,ENSG00000165275,TRMT10B,158234,9,-0.2,0.0016,0.018
MLH3|27030,ENSG00000119684,MLH3,27030,14,-0.21,0.0016,0.018
ILDR1|286676,ENSG00000145103,ILDR1,286676,3,-1.1,0.0016,0.018
ZFP62|643836,ENSG00000196670,ZFP62,643836,5,-0.24,0.0016,0.018
ZNF695|57116,ENSG00000197472,ZNF695,57116,1,-0.94,0.0016,0.018
OSBPL2|9885,ENSG00000130703,OSBPL2,9885,20,-0.14,0.0016,0.018
TRIM35|23087,ENSG00000104228,TRIM35,23087,8,0.37,0.0016,0.018
RASAL1|8437,ENSG00000111344,RASAL1,8437,12,-1,0.0016,0.018
KANK4|163782,ENSG00000132854,KANK4,163782,1,-1.1,0.0016,0.018
WDR74|54663,ENSG00000133316,WDR74,54663,11,0.25,0.0016,0.018
C12orf51|283450,ENSG00000173064,HECTD4,283450,12,-0.27,0.0016,0.018
PDGFRB|5159,ENSG00000113721,PDGFRB,5159,5,-0.44,0.0016,0.018
FBN2|2201,ENSG00000138829,FBN2,2201,5,-0.65,0.0016,0.018
RARRES3|5920,ENSG00000133321,RARRES3,5920,11,0.52,0.0016,0.018
NFYA|4800,ENSG00000001167,NFYA,4800,6,-0.27,0.0016,0.018
LARP6|55323,ENSG00000166173,LARP6,55323,15,-0.79,0.0016,0.018
CROCC|9696,ENSG00000058453,CROCC,9696,1,-0.3,0.0016,0.018
SETD4|54093,ENSG00000185917,SETD4,54093,21,-0.22,0.0016,0.018
CSNK2A1|1457,ENSG00000101266,CSNK2A1,1457,20,-0.21,0.0017,0.018
C4orf21|55345,ENSG00000138658,ZGRF1,55345,4,-0.38,0.0017,0.019
ZNF77|58492,ENSG00000175691,ZNF77,58492,19,-0.31,0.0017,0.019
ANKRD36|375248,ENSG00000135976,ANKRD36,375248,2,-0.36,0.0017,0.019
ECE1|1889,ENSG00000117298,ECE1,1889,1,-0.24,0.0017,0.019
ZNF419|79744,ENSG00000105136,ZNF419,79744,19,-0.36,0.0017,0.019
CEBPD|1052,ENSG00000221869,CEBPD,1052,8,0.45,0.0017,0.019
RIT1|6016,ENSG00000143622,RIT1,6016,1,-0.23,0.0017,0.019
UHRF1BP1|54887,ENSG00000065060,UHRF1BP1,54887,6,-0.27,0.0017,0.019
ATN1|1822,ENSG00000111676,ATN1,1822,12,-0.25,0.0017,0.019
AKIRIN2|55122,ENSG00000135334,AKIRIN2,55122,6,0.25,0.0017,0.019
GPR137C|283554,ENSG00000180998,GPR137C,283554,14,-0.45,0.0017,0.019
FAM129B|64855,ENSG00000136830,FAM129B,64855,9,-0.46,0.0017,0.019
PPM1H|57460,ENSG00000111110,PPM1H,57460,12,-0.71,0.0017,0.019
PPT2|9374,ENSG00000206329,PPT2,9374,CHR_HSCHR6_MHC_QBL_CTG1,-0.33,0.0017,0.019
MBOAT2|129642,ENSG00000143797,MBOAT2,129642,2,-0.67,0.0017,0.019
PNMA1|9240,ENSG00000176903,PNMA1,9240,14,-0.4,0.0017,0.019
ZNF101|94039,ENSG00000181896,ZNF101,94039,19,-0.22,0.0017,0.019
DNTTIP2|30836,ENSG00000067334,DNTTIP2,30836,1,0.16,0.0017,0.019
GHITM|27069,ENSG00000165678,GHITM,27069,10,0.22,0.0017,0.019
HEPN1|641654,ENSG00000221932,HEPN1,641654,11,1.6,0.0017,0.019
ZNF259|8882,ENSG00000109917,ZPR1,8882,11,0.22,0.0018,0.019
ZNF675|171392,ENSG00000197372,ZNF675,171392,19,-0.44,0.0018,0.019
ACSS1|84532,ENSG00000154930,ACSS1,84532,20,-0.59,0.0018,0.019
NQO1|1728,ENSG00000181019,NQO1,1728,16,1.2,0.0018,0.019
ZNF718|255403,ENSG00000250312,ZNF718,255403,4,-0.45,0.0018,0.019
NLGN3|54413,ENSG00000196338,NLGN3,54413,X,-0.46,0.0018,0.02
TP53I13|90313,ENSG00000167543,TP53I13,90313,17,-0.45,0.0018,0.02
AEBP2|121536,ENSG00000139154,AEBP2,121536,12,-0.25,0.0018,0.02
DUSP22|56940,ENSG00000112679,DUSP22,56940,6,-0.24,0.0018,0.02
C3orf75|54859,ENSG00000163832,ELP6,54859,3,0.19,0.0018,0.02
SAA1|6288,ENSG00000173432,SAA1,6288,11,1.5,0.0018,0.02
IFNGR2|3460,ENSG00000262795,IFNGR2,3460,CHR_HSCHR21_4_CTG1_1,-0.29,0.0018,0.02
OCA2|4948,ENSG00000277361,OCA2,4948,CHR_HSCHR15_4_CTG8,-1.1,0.0018,0.02
FOLH1B|219595,ENSG00000086205,FOLH1,219595,11,1.2,0.0018,0.02
CDADC1|81602,ENSG00000102543,CDADC1,81602,13,0.27,0.0018,0.02
SOAT1|6646,ENSG00000057252,SOAT1,6646,1,-0.29,0.0018,0.02
MAD2L2|10459,ENSG00000116670,MAD2L2,10459,1,0.31,0.0018,0.02
ZNF92|168374,ENSG00000146757,ZNF92,168374,7,-0.3,0.0018,0.02
HOXA10|3206,ENSG00000253293,HOXA10,3206,7,-1.2,0.0018,0.02
MECR|51102,ENSG00000116353,MECR,51102,1,0.21,0.0018,0.02
HDC|3067,ENSG00000140287,HDC,3067,15,0.71,0.0018,0.02
CPNE3|8895,ENSG00000085719,CPNE3,8895,8,0.25,0.0018,0.02
LOC144438|144438,NA,NA,NA,NA,-0.18,0.0018,0.02
CCNA2|890,ENSG00000145386,CCNA2,890,4,-0.55,0.0018,0.02
CDC42BPG|55561,ENSG00000171219,CDC42BPG,55561,11,-0.87,0.0018,0.02
SDCCAG8|10806,ENSG00000276111,SDCCAG8,10806,CHR_HSCHR1_3_CTG32_1,-0.2,0.0019,0.02
MACROD1|28992,ENSG00000133315,MACROD1,28992,11,0.5,0.0019,0.02
ALDH3A2|224,ENSG00000072210,ALDH3A2,224,17,0.36,0.0019,0.02
POLE|5426,ENSG00000177084,POLE,5426,12,-0.25,0.0019,0.02
NR2F2|7026,ENSG00000185551,NR2F2,7026,15,-0.26,0.0019,0.02
CSMD2|114784,ENSG00000121904,CSMD2,114784,1,-0.87,0.0019,0.02
DHRS1|115817,ENSG00000157379,DHRS1,115817,14,0.46,0.0019,0.02
RUSC1|23623,ENSG00000160753,RUSC1,23623,1,-0.3,0.0019,0.021
ECHDC3|79746,ENSG00000134463,ECHDC3,79746,10,0.76,0.0019,0.021
TMEM136|219902,ENSG00000181264,TMEM136,219902,11,-0.49,0.0019,0.021
PIGS|94005,ENSG00000087111,PIGS,94005,17,-0.28,0.0019,0.021
C19orf18|147685,ENSG00000177025,C19orf18,147685,19,-0.62,0.0019,0.021
ZNF671|79891,ENSG00000083814,ZNF671,79891,19,-0.49,0.0019,0.021
GNG12|55970,ENSG00000172380,GNG12,55970,1,0.37,0.0019,0.021
KDM5B|10765,ENSG00000117139,KDM5B,10765,1,-0.38,0.0019,0.021
WDR26|80232,ENSG00000162923,WDR26,80232,1,-0.22,0.0019,0.021
WDR67|93594,ENSG00000156787,TBC1D31,93594,8,0.29,0.0019,0.021
PEBP1|5037,ENSG00000089220,PEBP1,5037,12,0.35,0.0019,0.021
B2M|567,ENSG00000273686,B2M,567,CHR_HSCHR15_3_CTG8,0.34,0.0019,0.021
RAD51L3|5892,ENSG00000185379,RAD51D,5892,17,-0.25,0.002,0.021
CTU2|348180,ENSG00000174177,CTU2,348180,16,0.23,0.002,0.021
MON2|23041,ENSG00000061987,MON2,23041,12,-0.22,0.002,0.021
TRPV4|59341,ENSG00000111199,TRPV4,59341,12,-0.86,0.002,0.021
ZNF100|163227,ENSG00000197020,ZNF100,163227,19,-0.39,0.002,0.021
ZNF34|80778,ENSG00000196378,ZNF34,80778,8,0.25,0.002,0.021
PRRT2|112476,ENSG00000167371,PRRT2,112476,16,-0.48,0.002,0.021
PAN3|255967,ENSG00000152520,PAN3,255967,13,-0.26,0.002,0.021
SEPT9|10801,ENSG00000282302,SEPT9,10801,CHR_HSCHR17_3_CTG4,-0.21,0.002,0.021
UPK3A|7380,ENSG00000100373,UPK3A,7380,22,-1.4,0.002,0.021
GSPT1|2935,ENSG00000103342,GSPT1,2935,16,0.16,0.002,0.021
DENND4B|9909,ENSG00000198837,DENND4B,9909,1,-0.22,0.002,0.021
PTPRA|5786,ENSG00000132670,PTPRA,5786,20,-0.17,0.002,0.021
PEX10|5192,ENSG00000157911,PEX10,5192,1,0.27,0.002,0.021
AQP3|360,ENSG00000165272,AQP3,360,9,-0.49,0.002,0.022
GPR114|221188,ENSG00000159618,ADGRG5,221188,16,-0.6,0.002,0.022
ZNF420|147923,ENSG00000197050,ZNF420,147923,19,-0.37,0.002,0.022
C8orf80|389643,ENSG00000189233,NUGGC,389643,8,0.89,0.002,0.022
INE1|8552,ENSG00000224975,INE1,8552,X,-0.35,0.002,0.022
FAM65C|140876,ENSG00000042062,FAM65C,140876,20,-0.67,0.0021,0.022
ECHS1|1892,ENSG00000127884,ECHS1,1892,10,0.33,0.0021,0.022
SAT1|6303,ENSG00000130066,SAT1,6303,X,0.33,0.0021,0.022
DTX3|196403,ENSG00000178498,DTX3,196403,12,-0.53,0.0021,0.022
SLC30A6|55676,ENSG00000152683,SLC30A6,55676,2,-0.34,0.0021,0.022
STX18|53407,ENSG00000168818,STX18,53407,4,-0.2,0.0021,0.022
PRRG4|79056,ENSG00000135378,PRRG4,79056,11,-0.46,0.0021,0.022
ZNF248|57209,ENSG00000198105,ZNF248,57209,10,-0.22,0.0021,0.022
CXXC5|51523,ENSG00000171604,CXXC5,51523,5,-0.36,0.0021,0.022
NAMPT|10135,ENSG00000105835,NAMPT,10135,7,0.49,0.0021,0.022
TMC4|147798,ENSG00000277996,TMC4,147798,CHR_HSCHR19LRC_LRC_S_CTG3_1,-0.96,0.0021,0.022
SYNJ2|8871,ENSG00000078269,SYNJ2,8871,6,-0.46,0.0021,0.022
NAIP|4671,ENSG00000249437,NAIP,4671,5,-0.5,0.0021,0.022
CDKN1C|1028,ENSG00000129757,CDKN1C,1028,11,-0.68,0.0021,0.022
PON3|5446,ENSG00000105852,PON3,5446,7,0.57,0.0021,0.022
NEK10|152110,ENSG00000163491,NEK10,152110,3,0.75,0.0021,0.022
C12orf32|83695,ENSG00000171792,RHNO1,83695,12,-0.28,0.0021,0.022
NCRNA00201|284702,ENSG00000188206,HNRNPU-AS1,284702,1,-0.34,0.0021,0.022
MFSD1|64747,ENSG00000118855,MFSD1,64747,3,0.2,0.0021,0.022
INTS3|65123,ENSG00000262826,INTS3,65123,CHR_HSCHR1_1_CTG31,-0.21,0.0021,0.022
LOC728643|728643,NA,NA,NA,NA,-0.29,0.0021,0.022
STARD10|10809,ENSG00000214530,STARD10,10809,11,0.4,0.0021,0.022
CLIP2|7461,ENSG00000106665,CLIP2,7461,7,-0.57,0.0021,0.022
HRCT1|646962,ENSG00000196196,HRCT1,646962,9,0.74,0.0021,0.022
GTPBP2|54676,ENSG00000172432,GTPBP2,54676,6,-0.26,0.0021,0.022
C10orf68|79741,ENSG00000216937,CCDC7,79741,10,-0.5,0.0021,0.022
ITM2B|9445,ENSG00000136156,ITM2B,9445,13,0.24,0.0021,0.022
MAP3K14|9020,ENSG00000006062,MAP3K14,9020,17,0.36,0.0021,0.022
ZNF607|84775,ENSG00000198182,ZNF607,84775,19,-0.55,0.0021,0.022
C8orf83|286144,ENSG00000205133,TRIQK,286144,8,0.32,0.0022,0.022
TINAG|27283,ENSG00000137251,TINAG,27283,6,1.4,0.0022,0.022
LRRC14|9684,ENSG00000160959,LRRC14,9684,8,0.25,0.0022,0.022
PDX1|3651,ENSG00000139515,PDX1,3651,13,-1.4,0.0022,0.022
KIAA0355|9710,ENSG00000166398,KIAA0355,9710,19,-0.24,0.0022,0.022
ANXA6|309,ENSG00000197043,ANXA6,309,5,0.38,0.0022,0.022
SLC25A38|54977,ENSG00000144659,SLC25A38,54977,3,0.23,0.0022,0.022
TMEM131|23505,ENSG00000075568,TMEM131,23505,2,-0.18,0.0022,0.022
HSD17B6|8630,ENSG00000025423,HSD17B6,8630,12,0.89,0.0022,0.022
YPEL5|51646,ENSG00000119801,YPEL5,51646,2,-0.17,0.0022,0.022
SHISA5|51246,ENSG00000164054,SHISA5,51246,3,0.2,0.0022,0.022
PSMB3|5691,ENSG00000275903,PSMB3,5691,CHR_HSCHR17_7_CTG4,0.28,0.0022,0.022
MID1|4281,ENSG00000101871,MID1,4281,X,0.39,0.0022,0.022
MAL2|114569,ENSG00000147676,MAL2,114569,8,-0.67,0.0022,0.022
FZD8|8325,ENSG00000177283,FZD8,8325,10,-0.56,0.0022,0.022
ADCYAP1|116,ENSG00000141433,ADCYAP1,116,18,0.72,0.0022,0.022
MOCS2|4338,ENSG00000164172,MOCS2,4338,5,0.26,0.0022,0.022
PSMB2|5690,ENSG00000126067,PSMB2,5690,1,0.21,0.0022,0.022
HAS3|3038,ENSG00000103044,HAS3,3038,16,-0.37,0.0022,0.022
XPO4|64328,ENSG00000132953,XPO4,64328,13,-0.22,0.0022,0.022
C5orf33|133686,ENSG00000152620,NADK2,133686,5,0.37,0.0022,0.023
DNAJC30|84277,ENSG00000176410,DNAJC30,84277,7,0.24,0.0022,0.023
MYO10|4651,ENSG00000145555,MYO10,4651,5,-0.57,0.0022,0.023
KHSRP|8570,ENSG00000088247,KHSRP,8570,19,-0.18,0.0022,0.023
HSF1|3297,ENSG00000185122,HSF1,3297,8,0.28,0.0022,0.023
ACTB|60,ENSG00000075624,ACTB,60,7,0.19,0.0022,0.023
ZNF808|388558,ENSG00000198482,ZNF808,388558,19,-0.52,0.0022,0.023
ZNF525|170958,NA,NA,NA,NA,-0.68,0.0022,0.023
SSU72|29101,ENSG00000160075,SSU72,29101,1,0.21,0.0022,0.023
KIAA2026|158358,ENSG00000183354,KIAA2026,158358,9,-0.3,0.0022,0.023
MCOLN3|55283,ENSG00000055732,MCOLN3,55283,1,-1.1,0.0023,0.023
KHDRBS3|10656,ENSG00000131773,KHDRBS3,10656,8,0.41,0.0023,0.023
ZFHX4|79776,ENSG00000091656,ZFHX4,79776,8,0.53,0.0023,0.023
NTHL1|4913,ENSG00000065057,NTHL1,4913,16,0.37,0.0023,0.023
DNAJC7|7266,ENSG00000168259,DNAJC7,7266,17,0.19,0.0023,0.023
CES8|283848,ENSG00000172824,CES4A,283848,16,0.84,0.0023,0.023
ONECUT1|3175,ENSG00000169856,ONECUT1,3175,15,-0.67,0.0023,0.023
ZNF765|91661,ENSG00000196417,ZNF765,91661,19,-0.31,0.0023,0.023
DSCR6|53820,ENSG00000183145,RIPPLY3,53820,21,-0.79,0.0023,0.023
ADRB1|153,ENSG00000043591,ADRB1,153,10,0.71,0.0023,0.023
ATP6V0E2|155066,ENSG00000171130,ATP6V0E2,155066,7,0.48,0.0023,0.023
DLK2|65989,ENSG00000171462,DLK2,65989,6,-0.89,0.0023,0.023
CLUAP1|23059,ENSG00000103351,CLUAP1,23059,16,0.23,0.0023,0.023
PEG3|5178,ENSG00000198300,PEG3,5178,19,-1.2,0.0023,0.023
ETNK1|55500,ENSG00000139163,ETNK1,55500,12,-0.24,0.0023,0.023
C2CD2L|9854,ENSG00000172375,C2CD2L,9854,11,0.2,0.0023,0.023
GLCE|26035,ENSG00000138604,GLCE,26035,15,-0.29,0.0023,0.023
CROCCL2|114819,ENSG00000080947,CROCCP3,114819,1,-0.34,0.0023,0.023
GSG2|83903,ENSG00000177602,GSG2,83903,17,-0.51,0.0023,0.023
RIOK2|55781,ENSG00000058729,RIOK2,55781,5,0.16,0.0023,0.023
FAM105B|90268,ENSG00000154124,OTULIN,90268,5,0.19,0.0023,0.023
LILRB5|10990,ENSG00000273991,LILRB5,10990,CHR_HSCHR19LRC_PGF1_CTG3_1,0.51,0.0023,0.023
KLHL22|84861,ENSG00000099910,KLHL22,84861,22,-0.21,0.0023,0.023
PUS7L|83448,ENSG00000129317,PUS7L,83448,12,-0.26,0.0023,0.023
NAT6|24142,ENSG00000243477,NAT6,24142,3,0.29,0.0023,0.023
ABHD14B|84836,ENSG00000114779,ABHD14B,84836,3,0.3,0.0023,0.023
GPR1|2825,ENSG00000183671,GPR1,2825,2,-0.68,0.0023,0.023
CPS1|1373,ENSG00000021826,CPS1,1373,2,1.2,0.0023,0.023
ADCY5|111,ENSG00000173175,ADCY5,111,3,-0.85,0.0023,0.023
UNC5B|219699,ENSG00000107731,UNC5B,219699,10,-0.5,0.0023,0.023
RRAS2|22800,ENSG00000133818,RRAS2,22800,11,-0.29,0.0023,0.023
OTUD6B|51633,ENSG00000155100,OTUD6B,51633,8,0.28,0.0023,0.023
GJB3|2707,ENSG00000188910,GJB3,2707,1,-0.83,0.0023,0.023
ARSB|411,ENSG00000113273,ARSB,411,5,0.32,0.0023,0.023
SEPHS1|22929,ENSG00000086475,SEPHS1,22929,10,-0.16,0.0023,0.023
FAM155B|27112,ENSG00000130054,FAM155B,27112,X,-0.99,0.0024,0.023
MAP2K7|5609,ENSG00000076984,MAP2K7,5609,19,-0.16,0.0024,0.023
PMS2L1|5379,NA,NA,NA,NA,0.21,0.0024,0.023
NBEAL2|23218,ENSG00000160796,NBEAL2,23218,3,-0.33,0.0024,0.023
ITIH5|80760,ENSG00000123243,ITIH5,80760,10,-0.97,0.0024,0.023
CSRNP1|64651,ENSG00000144655,CSRNP1,64651,3,0.33,0.0024,0.023
SOX13|9580,ENSG00000143842,SOX13,9580,1,-0.24,0.0024,0.023
EDA|1896,ENSG00000158813,EDA,1896,X,-0.7,0.0024,0.023
ZNF609|23060,ENSG00000180357,ZNF609,23060,15,-0.24,0.0024,0.024
MAP3K1|4214,ENSG00000095015,MAP3K1,4214,5,-0.28,0.0024,0.024
ELMO3|79767,ENSG00000102890,ELMO3,79767,16,-0.77,0.0024,0.024
ARHGEF2|9181,ENSG00000116584,ARHGEF2,9181,1,-0.41,0.0024,0.024
ZNF585B|92285,ENSG00000245680,ZNF585B,92285,19,-0.5,0.0024,0.024
ZNF43|7594,ENSG00000198521,ZNF43,7594,19,-0.59,0.0024,0.024
DNASE1|1773,ENSG00000213918,DNASE1,1773,16,-0.44,0.0024,0.024
MARK4|57787,ENSG00000007047,MARK4,57787,19,-0.22,0.0024,0.024
ZNF133|7692,ENSG00000125846,ZNF133,7692,20,-0.22,0.0024,0.024
NPL|80896,ENSG00000135838,NPL,80896,1,0.5,0.0024,0.024
LY96|23643,ENSG00000154589,LY96,23643,8,0.68,0.0024,0.024
IFITM3|10410,ENSG00000142089,IFITM3,10410,11,0.33,0.0024,0.024
GABRE|2564,ENSG00000102287,GABRE,2564,X,-0.73,0.0024,0.024
SON|6651,ENSG00000159140,SON,6651,21,-0.21,0.0024,0.024
CYP8B1|1582,ENSG00000180432,CYP8B1,1582,3,1.3,0.0024,0.024
PLOD1|5351,ENSG00000083444,PLOD1,5351,1,0.28,0.0024,0.024
BCAP29|55973,ENSG00000075790,BCAP29,55973,7,0.17,0.0024,0.024
RAG1|5896,ENSG00000166349,RAG1,5896,11,0.68,0.0024,0.024
SLC22A15|55356,ENSG00000163393,SLC22A15,55356,1,-0.87,0.0024,0.024
GTF3A|2971,ENSG00000122034,GTF3A,2971,13,0.27,0.0024,0.024
CPNE7|27132,ENSG00000178773,CPNE7,27132,16,-0.85,0.0025,0.024
ZBTB26|57684,ENSG00000171448,ZBTB26,57684,9,-0.43,0.0025,0.024
RBM16|22828,ENSG00000213079,SCAF8,22828,6,-0.21,0.0025,0.024
NECAB1|64168,ENSG00000123119,NECAB1,64168,8,0.65,0.0025,0.024
GALNT2|2590,ENSG00000143641,GALNT2,2590,1,-0.26,0.0025,0.024
LAMB1|3912,ENSG00000091136,LAMB1,3912,7,-0.48,0.0025,0.024
TNRC18|84629,ENSG00000182095,TNRC18,84629,7,-0.22,0.0025,0.024
ILF3|3609,ENSG00000129351,ILF3,3609,19,-0.18,0.0025,0.024
RGPD4|285190,ENSG00000196862,RGPD4,285190,2,-0.3,0.0025,0.024
AQP10|89872,ENSG00000143595,AQP10,89872,1,-0.98,0.0025,0.024
RXRG|6258,ENSG00000143171,RXRG,6258,1,1,0.0025,0.024
ERLEC1|27248,ENSG00000068912,ERLEC1,27248,2,-0.17,0.0025,0.024
ZIC2|7546,ENSG00000043355,ZIC2,7546,13,-1,0.0025,0.024
BCORL1|63035,ENSG00000085185,BCORL1,63035,X,-0.37,0.0025,0.024
SPINT2|10653,ENSG00000167642,SPINT2,10653,19,-0.88,0.0025,0.024
MLX|6945,ENSG00000108788,MLX,6945,17,0.18,0.0025,0.024
CCDC86|79080,ENSG00000110104,CCDC86,79080,11,0.22,0.0025,0.024
AFARP1|246182,NA,NA,NA,NA,0.48,0.0025,0.024
RDH5|5959,ENSG00000135437,RDH5,5959,12,0.57,0.0025,0.024
ZDHHC17|23390,ENSG00000186908,ZDHHC17,23390,12,-0.23,0.0025,0.024
C2orf63|130162,ENSG00000162994,CLHC1,130162,2,-0.4,0.0025,0.024
CRYZ|1429,ENSG00000116791,CRYZ,1429,1,0.36,0.0025,0.024
RNH1|6050,ENSG00000276230,RNH1,6050,CHR_HSCHR11_1_CTG8,0.2,0.0025,0.024
NCRNA00095|283932,ENSG00000260852,FBXL19-AS1,283932,16,-0.48,0.0025,0.024
DEPDC1B|55789,ENSG00000035499,DEPDC1B,55789,5,-0.73,0.0025,0.024
C6orf142|90523,ENSG00000146147,MLIP,90523,6,0.79,0.0025,0.024
