,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
HERC4|26091,ENSG00000148634,HERC4,26091,10,-0.23,0.00063,0.0099
IGF2AS|51214,ENSG00000099869,IGF2-AS,51214,11,-1.3,0.00063,0.0099
FLJ35390|255031,NA,NA,NA,NA,-0.45,0.00063,0.0099
C15orf52|388115,ENSG00000188549,C15orf52,388115,15,-0.66,0.00063,0.0099
ESCO1|114799,ENSG00000141446,ESCO1,114799,18,-0.24,0.00063,0.0099
DDC|1644,ENSG00000132437,DDC,1644,7,0.9,0.00063,0.0099
GLRX2|51022,ENSG00000023572,GLRX2,51022,1,0.31,0.00064,0.01
BCAP31|10134,ENSG00000185825,BCAP31,10134,X,0.3,0.00064,0.01
ZNF507|22847,ENSG00000168813,ZNF507,22847,19,-0.22,0.00064,0.01
TEX264|51368,ENSG00000164081,TEX264,51368,3,0.24,0.00064,0.01
DLX4|1748,ENSG00000108813,DLX4,1748,17,-0.86,0.00065,0.01
ESD|2098,ENSG00000139684,ESD,2098,13,0.25,0.00065,0.01
AKR1C4|1109,ENSG00000198610,AKR1C4,1109,10,0.93,0.00065,0.01
TXNDC5|81567,ENSG00000239264,TXNDC5,81567,6,-0.26,0.00065,0.01
CEP192|55125,ENSG00000101639,CEP192,55125,18,-0.37,0.00065,0.01
SEPP1|6414,ENSG00000250722,SEPP1,6414,5,0.5,0.00065,0.01
GRIK5|2901,ENSG00000105737,GRIK5,2901,19,-0.62,0.00065,0.01
SEPT4|5414,ENSG00000108387,SEPT4,5414,17,0.67,0.00065,0.01
ZNF469|84627,ENSG00000225614,ZNF469,84627,16,-0.65,0.00066,0.01
LRRC69|100130742,ENSG00000214954,LRRC69,100130742,8,0.77,0.00066,0.01
TAS2R14|50840,ENSG00000212127,TAS2R14,50840,12,-0.52,0.00066,0.01
TUBB1|81027,ENSG00000101162,TUBB1,81027,20,-0.41,0.00066,0.01
FAM64A|54478,ENSG00000129195,FAM64A,54478,17,-0.86,0.00066,0.01
TFCP2L1|29842,ENSG00000115112,TFCP2L1,29842,2,-0.81,0.00067,0.01
LOC643837|643837,ENSG00000228794,LINC01128,643837,1,0.33,0.00067,0.01
ZNF879|345462,ENSG00000234284,ZNF879,345462,5,-0.63,0.00067,0.01
STEAP1|26872,ENSG00000164647,STEAP1,26872,7,0.92,0.00067,0.01
MPRIP|23164,ENSG00000133030,MPRIP,23164,17,-0.26,0.00067,0.01
HAUS4|54930,ENSG00000092036,HAUS4,54930,14,0.38,0.00067,0.01
ALKBH2|121642,ENSG00000189046,ALKBH2,121642,12,0.36,0.00067,0.01
RARRES2|5919,ENSG00000106538,RARRES2,5919,7,0.61,0.00067,0.01
SPPL2B|56928,ENSG00000005206,SPPL2B,56928,19,-0.23,0.00068,0.01
IL1RAP|3556,ENSG00000196083,IL1RAP,3556,3,-0.5,0.00068,0.01
EHHADH|1962,ENSG00000113790,EHHADH,1962,3,0.66,0.00068,0.01
FBXO32|114907,ENSG00000156804,FBXO32,114907,8,0.6,0.00068,0.01
CCR6|1235,ENSG00000112486,CCR6,1235,6,-0.81,0.00068,0.01
TRIM16|10626,ENSG00000221926,TRIM16,10626,17,0.71,0.00068,0.01
SMG7|9887,ENSG00000116698,SMG7,9887,1,-0.19,0.00068,0.01
LYPD6B|130576,ENSG00000150556,LYPD6B,130576,2,-1.1,0.00068,0.01
ATOX1|475,ENSG00000177556,ATOX1,475,5,0.4,0.00068,0.01
TCEANC|170082,ENSG00000176896,TCEANC,170082,X,-0.25,0.00068,0.01
SPAG4|6676,ENSG00000061656,SPAG4,6676,20,0.66,0.00068,0.01
SRXN1|140809,ENSG00000271303,SRXN1,140809,20,0.5,0.00068,0.01
TRHDE|29953,ENSG00000072657,TRHDE,29953,12,-1.3,0.00069,0.01
PCYT1A|5130,ENSG00000161217,PCYT1A,5130,3,0.21,0.00069,0.01
KIF6|221458,ENSG00000164627,KIF6,221458,6,-0.86,0.00069,0.01
MTDH|92140,ENSG00000147649,MTDH,92140,8,0.27,0.00069,0.01
DCXR|51181,ENSG00000169738,DCXR,51181,17,0.69,7e-04,0.011
VASN|114990,ENSG00000274334,VASN,114990,CHR_HSCHR16_3_CTG1,-0.37,7e-04,0.011
LOC400043|400043,ENSG00000250742,,400043,12,-0.83,7e-04,0.011
MDH2|4191,ENSG00000146701,MDH2,4191,7,0.27,7e-04,0.011
FHDC1|85462,ENSG00000137460,FHDC1,85462,4,-0.71,7e-04,0.011
C21orf45|54069,ENSG00000159055,MIS18A,54069,21,-0.33,0.00071,0.011
RPF1|80135,ENSG00000117133,RPF1,80135,1,0.2,0.00071,0.011
EIF4EBP3|8637,ENSG00000243056,EIF4EBP3,8637,5,0.42,0.00071,0.011
CDIPT|10423,ENSG00000103502,CDIPT,10423,16,0.25,0.00071,0.011
SLC27A5|10998,ENSG00000083807,SLC27A5,10998,19,0.93,0.00072,0.011
NDUFAB1|4706,ENSG00000004779,NDUFAB1,4706,16,0.27,0.00072,0.011
GALNT12|79695,ENSG00000119514,GALNT12,79695,9,-0.88,0.00072,0.011
IL32|9235,ENSG00000008517,IL32,9235,16,0.63,0.00073,0.011
EFCAB4B|84766,ENSG00000130038,CRACR2A,84766,12,-0.65,0.00073,0.011
CCL3L1|6349,ENSG00000276085,CCL3L3,6349,17,0.74,0.00073,0.011
TTC21B|79809,ENSG00000123607,TTC21B,79809,2,-0.26,0.00073,0.011
ANXA9|8416,ENSG00000143412,ANXA9,8416,1,-0.47,0.00073,0.011
C14orf109|26175,ENSG00000153485,TMEM251,26175,14,-0.25,0.00074,0.011
CRTAP|10491,ENSG00000170275,CRTAP,10491,3,0.29,0.00074,0.011
MAN2A2|4122,ENSG00000196547,MAN2A2,4122,15,-0.3,0.00074,0.011
SOS2|6655,ENSG00000100485,SOS2,6655,14,-0.29,0.00074,0.011
BCOR|54880,ENSG00000183337,BCOR,54880,X,-0.34,0.00075,0.011
tAKR|389932,NA,NA,NA,NA,1.1,0.00075,0.011
FAM19A5|25817,ENSG00000219438,FAM19A5,25817,22,-1.3,0.00075,0.011
CCDC51|79714,ENSG00000164051,CCDC51,79714,3,0.22,0.00075,0.011
SEPT8|23176,ENSG00000164402,SEPT8,23176,5,-0.26,0.00076,0.011
PLEKHB1|58473,ENSG00000021300,PLEKHB1,58473,11,-1.2,0.00076,0.011
C4orf46|201725,ENSG00000205208,C4orf46,201725,4,-0.32,0.00076,0.011
MAPK8IP3|23162,ENSG00000138834,MAPK8IP3,23162,16,-0.37,0.00076,0.011
MT2A|4502,ENSG00000125148,MT2A,4502,16,0.85,0.00076,0.011
C11orf93|120376,ENSG00000214290,COLCA2,120376,11,-0.77,0.00077,0.011
BAZ2A|11176,ENSG00000076108,BAZ2A,11176,12,-0.25,0.00077,0.011
RAB3GAP2|25782,ENSG00000118873,RAB3GAP2,25782,1,-0.23,0.00077,0.011
CCDC92|80212,ENSG00000275035,CCDC92,80212,CHR_HSCHR12_6_CTG2_1,-0.21,0.00077,0.011
HECTD3|79654,ENSG00000126107,HECTD3,79654,1,0.22,0.00078,0.011
H2AFY2|55506,ENSG00000099284,H2AFY2,55506,10,-0.91,0.00078,0.011
RBM12|10137,ENSG00000244462,RBM12,10137,20,-0.2,0.00079,0.011
ZNF626|199777,ENSG00000188171,ZNF626,199777,19,-0.69,0.00079,0.011
ZDHHC13|54503,ENSG00000177054,ZDHHC13,54503,11,-0.64,0.00079,0.011
SLC25A13|10165,ENSG00000004864,SLC25A13,10165,7,0.33,0.00079,0.011
CFL2|1073,ENSG00000165410,CFL2,1073,14,0.33,0.00079,0.012
PCDHB11|56125,ENSG00000197479,PCDHB11,56125,5,-0.83,0.00079,0.012
SLC25A26|115286,ENSG00000144741,SLC25A26,115286,3,0.22,8e-04,0.012
NDUFAF3|25915,ENSG00000178057,NDUFAF3,25915,3,0.24,8e-04,0.012
C15orf24|56851,ENSG00000134153,EMC7,56851,15,0.21,8e-04,0.012
LSM14A|26065,ENSG00000262860,LSM14A,26065,CHR_HSCHR19_1_CTG3_1,-0.17,8e-04,0.012
MRPL20|55052,ENSG00000242485,MRPL20,55052,1,0.27,8e-04,0.012
LOC100133985|100133985,ENSG00000231327,,100133985,2,0.55,0.00081,0.012
MOSPD3|64598,ENSG00000106330,MOSPD3,64598,7,0.28,0.00081,0.012
IGF2|3481,ENSG00000167244,IGF2,3481,11,-1.7,0.00082,0.012
NUBP1|4682,ENSG00000103274,NUBP1,4682,16,0.2,0.00082,0.012
C10orf108|414235,NA,NA,NA,NA,-0.84,0.00082,0.012
PSPC1|55269,ENSG00000121390,PSPC1,55269,13,-0.23,0.00082,0.012
CENPF|1063,ENSG00000117724,CENPF,1063,1,-0.63,0.00083,0.012
GRPR|2925,ENSG00000126010,GRPR,2925,X,1,0.00083,0.012
NCRNA00202|387644,ENSG00000232224,LINC00202-1,387644,10,-0.56,0.00083,0.012
EPS15L1|58513,ENSG00000127527,EPS15L1,58513,19,-0.23,0.00083,0.012
PIAS4|51588,ENSG00000105229,PIAS4,51588,19,-0.22,0.00083,0.012
TK2|7084,ENSG00000166548,TK2,7084,16,0.26,0.00084,0.012
EPN1|29924,ENSG00000063245,EPN1,29924,19,0.21,0.00084,0.012
RFPL1S|10740,NA,NA,NA,NA,0.77,0.00084,0.012
FAM91A1|157769,ENSG00000176853,FAM91A1,157769,8,0.27,0.00085,0.012
LOC100130581|100130581,NA,NA,NA,NA,0.39,0.00085,0.012
SNX15|29907,ENSG00000110025,SNX15,29907,11,0.24,0.00085,0.012
C8orf33|65265,ENSG00000182307,C8orf33,65265,8,0.31,0.00086,0.012
SALL4|57167,ENSG00000101115,SALL4,57167,20,-1.1,0.00086,0.012
EPB41L4A|64097,ENSG00000129595,EPB41L4A,64097,5,-0.51,0.00086,0.012
UROD|7389,ENSG00000126088,UROD,7389,1,0.26,0.00086,0.012
TMEM51|55092,ENSG00000171729,TMEM51,55092,1,-0.59,0.00086,0.012
PPP2R2B|5521,ENSG00000156475,PPP2R2B,5521,5,-0.83,0.00086,0.012
SLC22A20|440044,NA,NA,NA,NA,-0.48,0.00087,0.012
BIVM|54841,ENSG00000134897,BIVM,54841,13,-0.29,0.00087,0.012
PLEKHH2|130271,ENSG00000152527,PLEKHH2,130271,2,-0.81,0.00087,0.012
NDRG3|57446,ENSG00000101079,NDRG3,57446,20,-0.27,0.00087,0.012
GNRHR2|114814,ENSG00000211451,GNRHR2,114814,1,-0.26,0.00087,0.012
HNRNPH3|3189,ENSG00000096746,HNRNPH3,3189,10,-0.19,0.00087,0.012
C16orf70|80262,ENSG00000125149,C16orf70,80262,16,0.3,0.00087,0.012
DNMT3A|1788,ENSG00000119772,DNMT3A,1788,2,-0.36,0.00088,0.012
ABCA8|10351,ENSG00000141338,ABCA8,10351,17,1.1,0.00088,0.012
C6orf48|50854,ENSG00000234728,C6orf48,50854,CHR_HSCHR6_MHC_APD_CTG1,-0.35,0.00088,0.012
SEC61A2|55176,ENSG00000065665,SEC61A2,55176,10,-0.31,0.00089,0.013
PPP1R13B|23368,ENSG00000088808,PPP1R13B,23368,14,-0.25,0.00089,0.013
PAOX|196743,ENSG00000148832,PAOX,196743,10,0.38,0.00089,0.013
MGC57346|401884,ENSG00000282171,CRHR1-IT1,401884,CHR_HSCHR17_2_CTG5,-0.67,9e-04,0.013
DIP2B|57609,ENSG00000066084,DIP2B,57609,12,-0.24,9e-04,0.013
BAG2|9532,ENSG00000112208,BAG2,9532,6,0.41,9e-04,0.013
IL11RA|3590,ENSG00000137070,IL11RA,3590,9,-0.34,9e-04,0.013
RAB1A|5861,ENSG00000138069,RAB1A,5861,2,-0.18,0.00091,0.013
ZNF443|10224,ENSG00000180855,ZNF443,10224,19,-0.26,0.00091,0.013
ZNF761|388561,ENSG00000160336,ZNF761,388561,19,-0.5,0.00091,0.013
PTCD2|79810,ENSG00000049883,PTCD2,79810,5,0.26,0.00091,0.013
KLC3|147700,ENSG00000104892,KLC3,147700,19,-0.7,0.00091,0.013
SDHB|6390,ENSG00000117118,SDHB,6390,1,0.3,0.00091,0.013
CES4|51716,ENSG00000281948,CES1P1,51716,CHR_HSCHR16_1_CTG3_1,0.9,0.00091,0.013
TC2N|123036,ENSG00000276776,TC2N,123036,CHR_HSCHR14_1_CTG1,-0.94,0.00092,0.013
ZNF160|90338,ENSG00000170949,ZNF160,90338,19,-0.5,0.00092,0.013
TANC2|26115,ENSG00000170921,TANC2,26115,17,-0.65,0.00092,0.013
MTFR1|9650,ENSG00000066855,MTFR1,9650,8,0.29,0.00092,0.013
ADAMTS9|56999,ENSG00000163638,ADAMTS9,56999,3,-0.48,0.00093,0.013
MBTD1|54799,ENSG00000011258,MBTD1,54799,17,-0.26,0.00093,0.013
LOC284023|284023,ENSG00000179859,,284023,17,-0.5,0.00093,0.013
CLVS1|157807,ENSG00000177182,CLVS1,157807,8,0.98,0.00093,0.013
ZNF571|51276,ENSG00000180479,ZNF571,51276,19,-0.33,0.00093,0.013
NGEF|25791,ENSG00000066248,NGEF,25791,2,-0.41,0.00094,0.013
NALCN|259232,ENSG00000102452,NALCN,259232,13,-1.1,0.00094,0.013
WDR52|55779,ENSG00000206530,CFAP44,55779,3,-0.41,0.00094,0.013
KIAA1429|25962,ENSG00000164944,KIAA1429,25962,8,0.23,0.00095,0.013
ETHE1|23474,ENSG00000105755,ETHE1,23474,19,0.32,0.00095,0.013
PCDHA1|56147,ENSG00000204970,PCDHA1,56147,5,-1.1,0.00095,0.013
TMEM61|199964,ENSG00000143001,TMEM61,199964,1,-0.91,0.00095,0.013
SEP15|9403,ENSG00000183291,,9403,1,0.18,0.00095,0.013
TTC4|7268,ENSG00000243725,TTC4,7268,1,0.19,0.00095,0.013
TYRO3|7301,ENSG00000092445,TYRO3,7301,15,-0.85,0.00096,0.013
SSR2|6746,ENSG00000163479,SSR2,6746,1,-0.29,0.00096,0.013
PPP1R14C|81706,ENSG00000198729,PPP1R14C,81706,6,-0.85,0.00096,0.013
S100A14|57402,ENSG00000189334,S100A14,57402,1,-1.2,0.00096,0.013
MRPS31|10240,ENSG00000102738,MRPS31,10240,13,0.26,0.00097,0.013
WNT2B|7482,ENSG00000134245,WNT2B,7482,1,-0.6,0.00097,0.013
CREM|1390,ENSG00000095794,CREM,1390,10,0.24,0.00097,0.013
NCOA5|57727,ENSG00000124160,NCOA5,57727,20,-0.21,0.00097,0.013
UGDH|7358,ENSG00000109814,UGDH,7358,4,0.42,0.00097,0.013
SLC13A5|284111,ENSG00000141485,SLC13A5,284111,17,1.2,0.00097,0.013
PGCP|10404,ENSG00000104324,CPQ,10404,8,0.31,0.00097,0.013
CTBP2|1488,ENSG00000175029,CTBP2,1488,10,-0.51,0.00097,0.013
GLDN|342035,ENSG00000186417,GLDN,342035,15,-1.1,0.00098,0.013
HPD|3242,ENSG00000158104,HPD,3242,12,1.4,0.00098,0.013
IPO9|55705,ENSG00000198700,IPO9,55705,1,-0.21,0.00098,0.013
MSRA|4482,ENSG00000175806,MSRA,4482,8,0.4,0.00098,0.013
PLCB3|5331,ENSG00000149782,PLCB3,5331,11,-0.24,0.00098,0.013
ZNF335|63925,ENSG00000198026,ZNF335,63925,20,-0.18,0.00098,0.013
PPM1B|5495,ENSG00000138032,PPM1B,5495,2,-0.22,0.00098,0.013
IL17D|53342,ENSG00000172458,IL17D,53342,13,-1,0.00099,0.013
KAAG1|353219,ENSG00000146049,KAAG1,353219,6,-0.91,0.00099,0.013
JRKL|8690,ENSG00000183340,JRKL,8690,11,-0.34,0.001,0.013
GRHL1|29841,ENSG00000134317,GRHL1,29841,2,-0.48,0.001,0.013
SEPT2|4735,ENSG00000168385,SEPT2,4735,2,-0.25,0.001,0.013
C10orf57|80195,ENSG00000133678,TMEM254,80195,10,0.25,0.001,0.013
VEGFB|7423,ENSG00000173511,VEGFB,7423,11,-0.67,0.001,0.013
HORMAD2|150280,ENSG00000176635,HORMAD2,150280,22,1,0.001,0.013
ANAPC4|29945,ENSG00000053900,ANAPC4,29945,4,-0.2,0.001,0.013
ZNF227|7770,ENSG00000131115,ZNF227,7770,19,-0.27,0.001,0.013
TRAF3IP2|10758,ENSG00000056972,TRAF3IP2,10758,6,0.4,0.001,0.014
DLEC1|9940,ENSG00000008226,DLEC1,9940,3,-0.5,0.001,0.014
KLHDC7A|127707,ENSG00000179023,KLHDC7A,127707,1,-0.71,0.001,0.014
COL27A1|85301,ENSG00000196739,COL27A1,85301,9,-0.7,0.001,0.014
HARS|3035,ENSG00000170445,HARS,3035,5,0.19,0.001,0.014
SYBU|55638,ENSG00000147642,SYBU,55638,8,0.63,0.001,0.014
PLXNA2|5362,ENSG00000076356,PLXNA2,5362,1,-0.28,0.001,0.014
LSM14B|149986,ENSG00000149657,LSM14B,149986,20,-0.23,0.001,0.014
NKRF|55922,ENSG00000186416,NKRF,55922,X,0.21,0.001,0.014
RNF160|26046,ENSG00000198862,LTN1,26046,21,-0.34,0.001,0.014
CADPS|8618,ENSG00000163618,CADPS,8618,3,-1,0.001,0.014
MAMDC4|158056,ENSG00000177943,MAMDC4,158056,9,-0.84,0.001,0.014
ARHGEF10L|55160,ENSG00000074964,ARHGEF10L,55160,1,-0.29,0.0011,0.014
POLH|5429,ENSG00000170734,POLH,5429,6,-0.23,0.0011,0.014
ARID4A|5926,ENSG00000032219,ARID4A,5926,14,-0.31,0.0011,0.014
LOC100170939|100170939,NA,NA,NA,NA,-0.75,0.0011,0.014
SPTB|6710,ENSG00000070182,SPTB,6710,14,-0.53,0.0011,0.014
UCKL1AS|100113386,NA,NA,NA,NA,-0.48,0.0011,0.014
GYLTL1B|120071,ENSG00000165905,GYLTL1B,120071,11,-1,0.0011,0.014
TIGD1|200765,ENSG00000221944,TIGD1,200765,2,-0.39,0.0011,0.014
ATAD3A|55210,ENSG00000197785,ATAD3A,55210,1,0.28,0.0011,0.014
ATP1B2|482,ENSG00000129244,ATP1B2,482,17,-0.67,0.0011,0.014
PGAM2|5224,ENSG00000164708,PGAM2,5224,7,-0.84,0.0011,0.014
BECN1|8678,ENSG00000126581,BECN1,8678,17,0.18,0.0011,0.014
DMRTA1|63951,ENSG00000176399,DMRTA1,63951,9,0.68,0.0011,0.014
MUC5B|727897,ENSG00000117983,MUC5B,727897,11,-1.7,0.0011,0.014
NAV2|89797,ENSG00000166833,NAV2,89797,11,-0.48,0.0011,0.014
FIS1|51024,ENSG00000214253,FIS1,51024,7,0.3,0.0011,0.014
RIBC2|26150,ENSG00000128408,RIBC2,26150,22,-0.85,0.0011,0.014
SSR1|6745,ENSG00000124783,SSR1,6745,6,-0.21,0.0011,0.014
NHP2|55651,ENSG00000145912,NHP2,55651,5,0.27,0.0011,0.014
CD163L1|283316,ENSG00000177675,CD163L1,283316,12,0.61,0.0011,0.014
ALG2|85365,ENSG00000119523,ALG2,85365,9,-0.22,0.0011,0.014
ZNF181|339318,ENSG00000197841,ZNF181,339318,19,-0.23,0.0011,0.014
ZNF467|168544,ENSG00000181444,ZNF467,168544,7,-0.58,0.0011,0.014
LAP3|51056,ENSG00000002549,LAP3,51056,4,0.37,0.0011,0.014
ZNF788|388507,NA,NA,NA,NA,-0.59,0.0011,0.014
KIAA0753|9851,ENSG00000198920,KIAA0753,9851,17,-0.29,0.0011,0.014
STK35|140901,ENSG00000125834,STK35,140901,20,-0.25,0.0011,0.014
CCNI2|645121,ENSG00000205089,CCNI2,645121,5,-0.69,0.0011,0.014
AATK|9625,ENSG00000181409,AATK,9625,17,-0.67,0.0011,0.014
HEPACAM|220296,ENSG00000165478,HEPACAM,220296,11,1.7,0.0011,0.014
FZD9|8326,ENSG00000188763,FZD9,8326,7,-0.94,0.0011,0.015
ZXDC|79364,ENSG00000070476,ZXDC,79364,3,-0.16,0.0011,0.015
NCOA1|8648,ENSG00000084676,NCOA1,8648,2,-0.22,0.0011,0.015
SERPINH1|871,ENSG00000149257,SERPINH1,871,11,-0.37,0.0011,0.015
ZNF416|55659,ENSG00000083817,ZNF416,55659,19,-0.3,0.0011,0.015
IRF2BP2|359948,ENSG00000168264,IRF2BP2,359948,1,-0.23,0.0011,0.015
COX19|90639,ENSG00000240230,COX19,90639,7,-0.27,0.0011,0.015
C18orf22|79863,ENSG00000101546,RBFA,79863,18,0.27,0.0011,0.015
DDX17|10521,ENSG00000100201,DDX17,10521,22,-0.17,0.0011,0.015
PAPSS2|9060,ENSG00000198682,PAPSS2,9060,10,0.44,0.0011,0.015
SOCS5|9655,ENSG00000171150,SOCS5,9655,2,-0.22,0.0011,0.015
CCL4L2|388372,ENSG00000275313,CCL4L2,388372,CHR_HSCHR17_10_CTG4,0.66,0.0012,0.015
ZNF134|7693,ENSG00000213762,ZNF134,7693,19,-0.39,0.0012,0.015
RGS14|10636,ENSG00000169220,RGS14,10636,5,0.34,0.0012,0.015
BOP1|23246,ENSG00000261236,BOP1,23246,8,0.62,0.0012,0.015
FAM49A|81553,ENSG00000197872,FAM49A,81553,2,-0.59,0.0012,0.015
FOXJ1|2302,ENSG00000129654,FOXJ1,2302,17,-1.2,0.0012,0.015
CCDC64B|146439,ENSG00000162069,CCDC64B,146439,16,-1.2,0.0012,0.015
C17orf69|147081,ENSG00000282171,CRHR1-IT1,147081,CHR_HSCHR17_2_CTG5,-0.64,0.0012,0.015
SPEG|10290,ENSG00000072195,SPEG,10290,2,-0.88,0.0012,0.015
C16orf48|84080,ENSG00000124074,ENKD1,84080,16,0.33,0.0012,0.015
MDFIC|29969,ENSG00000135272,MDFIC,29969,7,0.57,0.0012,0.015
FER1L6|654463,ENSG00000214814,FER1L6,654463,8,-1.2,0.0012,0.015
GHDC|84514,ENSG00000167925,GHDC,84514,17,0.26,0.0012,0.015
C1orf220|400798,ENSG00000213057,C1orf220,400798,1,-0.53,0.0012,0.015
EBF3|253738,ENSG00000108001,EBF3,253738,10,-0.58,0.0012,0.015
RRP12|23223,ENSG00000052749,RRP12,23223,10,0.29,0.0012,0.015
CYP11A1|1583,ENSG00000140459,CYP11A1,1583,15,1.2,0.0012,0.015
CLK2P|1197,NA,NA,NA,NA,-0.34,0.0012,0.015
C17orf63|55731,ENSG00000173065,FAM222B,55731,17,-0.24,0.0012,0.015
PIP5K1C|23396,ENSG00000186111,PIP5K1C,23396,19,-0.24,0.0012,0.015
EEFSEC|60678,ENSG00000132394,EEFSEC,60678,3,0.21,0.0012,0.015
CISD3|284106,ENSG00000274768,CISD3,284106,CHR_HSCHR17_7_CTG4,0.29,0.0012,0.015
NKTR|4820,ENSG00000114857,NKTR,4820,3,-0.34,0.0012,0.015
DOPEY2|9980,ENSG00000142197,DOPEY2,9980,21,-0.42,0.0012,0.015
CREBZF|58487,ENSG00000137504,CREBZF,58487,11,-0.27,0.0012,0.015
RARS|5917,ENSG00000113643,RARS,5917,5,0.18,0.0012,0.015
MGA|23269,ENSG00000174197,MGA,23269,15,-0.27,0.0012,0.015
ENPP4|22875,ENSG00000001561,ENPP4,22875,6,-0.5,0.0012,0.015
CEP110|11064,ENSG00000119397,CNTRL,11064,9,-0.37,0.0012,0.015
LONRF2|164832,ENSG00000170500,LONRF2,164832,2,-1.1,0.0012,0.015
TGIF1|7050,ENSG00000177426,TGIF1,7050,18,0.32,0.0012,0.015
CHPT1|56994,ENSG00000111666,CHPT1,56994,12,0.31,0.0012,0.015
ABI2|10152,ENSG00000138443,ABI2,10152,2,-0.31,0.0012,0.015
LDOC1|23641,ENSG00000182195,LDOC1,23641,X,-0.75,0.0012,0.015
RUFY2|55680,ENSG00000204130,RUFY2,55680,10,-0.25,0.0012,0.015
SLC15A2|6565,ENSG00000163406,SLC15A2,6565,3,-0.44,0.0012,0.015
ZC3HAV1|56829,ENSG00000105939,ZC3HAV1,56829,7,0.18,0.0012,0.015
MADD|8567,ENSG00000110514,MADD,8567,11,-0.19,0.0012,0.015
DGCR2|9993,ENSG00000070413,DGCR2,9993,22,-0.21,0.0012,0.015
AGAP1|116987,ENSG00000157985,AGAP1,116987,2,-0.28,0.0012,0.015
ZBTB7C|201501,ENSG00000184828,ZBTB7C,201501,18,0.8,0.0012,0.015
COPS5|10987,ENSG00000121022,COPS5,10987,8,0.23,0.0012,0.015
PCDHGA3|56112,ENSG00000254245,PCDHGA3,56112,5,-0.92,0.0013,0.016
ICK|22858,ENSG00000112144,ICK,22858,6,0.4,0.0013,0.016
BTBD9|114781,ENSG00000183826,BTBD9,114781,6,-0.24,0.0013,0.016
P4HA1|5033,ENSG00000122884,P4HA1,5033,10,0.49,0.0013,0.016
LZTS2|84445,ENSG00000107816,LZTS2,84445,10,-0.31,0.0013,0.016
PTAR1|375743,ENSG00000188647,PTAR1,375743,9,-0.28,0.0013,0.016
MFF|56947,ENSG00000168958,MFF,56947,2,-0.18,0.0013,0.016
ARMCX3|51566,ENSG00000102401,ARMCX3,51566,X,-0.73,0.0013,0.016
TTPA|7274,ENSG00000137561,TTPA,7274,8,0.85,0.0013,0.016
KCND1|3750,ENSG00000102057,KCND1,3750,X,-0.46,0.0013,0.016
ARSA|410,ENSG00000100299,ARSA,410,22,0.31,0.0013,0.016
XK|7504,ENSG00000047597,XK,7504,X,1,0.0013,0.016
NOP16|51491,ENSG00000048162,NOP16,51491,5,0.32,0.0013,0.016
ZNF585A|199704,ENSG00000196967,ZNF585A,199704,19,-0.4,0.0013,0.016
INPP5J|27124,ENSG00000185133,INPP5J,27124,22,-0.74,0.0013,0.016
NSUN2|54888,ENSG00000037474,NSUN2,54888,5,0.18,0.0013,0.016
LOC100134368|100134368,ENSG00000236829,,100134368,16,-0.48,0.0013,0.016
CES7|221223,ENSG00000159398,CES5A,221223,16,0.99,0.0013,0.016
RAVER1|125950,ENSG00000161847,RAVER1,125950,19,-0.28,0.0013,0.016
ZNF616|90317,ENSG00000204611,ZNF616,90317,19,-0.26,0.0013,0.016
ZNF146|7705,ENSG00000167635,ZNF146,7705,19,-0.2,0.0013,0.016
ZNF177|7730,ENSG00000188629,ZNF177,7730,19,-0.55,0.0013,0.016
ZNF559|84527,ENSG00000188321,ZNF559,84527,19,-0.39,0.0013,0.016
CAMK2B|816,ENSG00000058404,CAMK2B,816,7,-1.1,0.0013,0.016
NRXN3|9369,ENSG00000021645,NRXN3,9369,14,-0.97,0.0013,0.016
LOC149134|149134,NA,NA,NA,NA,-0.56,0.0013,0.016
GPX7|2882,ENSG00000116157,GPX7,2882,1,-0.68,0.0013,0.016
ZNF776|284309,ENSG00000152443,ZNF776,284309,19,-0.3,0.0013,0.016
C17orf28|283987,ENSG00000167861,HID1,283987,17,-0.65,0.0013,0.016
HULC|728655,NA,NA,NA,NA,0.91,0.0013,0.016
GCLM|2730,ENSG00000023909,GCLM,2730,1,0.41,0.0013,0.016
C8orf59|401466,ENSG00000176731,C8orf59,401466,8,0.35,0.0013,0.016
RDH16|8608,ENSG00000139547,RDH16,8608,12,1.1,0.0013,0.016
TUT1|64852,ENSG00000149016,TUT1,64852,11,0.23,0.0013,0.016
LRRN2|10446,ENSG00000170382,LRRN2,10446,1,-0.78,0.0013,0.016
SLC16A1|6566,ENSG00000155380,SLC16A1,6566,1,0.46,0.0013,0.016
PHF2|5253,ENSG00000197724,PHF2,5253,9,-0.29,0.0013,0.016
VEZF1|7716,ENSG00000136451,VEZF1,7716,17,-0.21,0.0013,0.016
GPX1|2876,ENSG00000233276,GPX1,2876,3,0.34,0.0013,0.016
CCDC53|51019,ENSG00000120860,CCDC53,51019,12,0.3,0.0013,0.016
FAM102A|399665,ENSG00000167106,FAM102A,399665,9,-0.34,0.0014,0.016
ZNF773|374928,ENSG00000152439,ZNF773,374928,19,-0.52,0.0014,0.016
RAD9B|144715,ENSG00000151164,RAD9B,144715,12,-0.34,0.0014,0.016
AHR|196,ENSG00000106546,AHR,196,7,0.4,0.0014,0.016
