ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
ABI1|10006,ENSG00000136754,ABI1,10006,10,0.13,0.00033,0.018
SCN5A|6331,ENSG00000183873,SCN5A,6331,3,-0.59,0.00033,0.018
UXS1|80146,ENSG00000115652,UXS1,80146,2,-0.18,0.00034,0.018
KAZ|23254,ENSG00000189337,KAZN,23254,1,-0.39,0.00034,0.018
KIF21A|55605,ENSG00000139116,KIF21A,55605,12,0.29,0.00034,0.018
GRSF1|2926,ENSG00000132463,GRSF1,2926,4,0.14,0.00034,0.018
GDF11|10220,ENSG00000135414,GDF11,10220,12,-0.29,0.00034,0.018
ENG|2022,ENSG00000106991,ENG,2022,9,-0.28,0.00035,0.018
PANK1|53354,ENSG00000152782,PANK1,53354,10,0.3,0.00035,0.018
SDC3|9672,ENSG00000162512,SDC3,9672,1,-0.28,0.00035,0.018
GGT8P|645367,NA,NA,NA,NA,-0.59,0.00035,0.018
ADRB2|154,ENSG00000169252,ADRB2,154,5,-0.5,0.00035,0.018
CWF19L1|55280,ENSG00000095485,CWF19L1,55280,10,0.18,0.00035,0.018
ADAMTS16|170690,ENSG00000145536,ADAMTS16,170690,5,-0.64,0.00036,0.019
MASTL|84930,ENSG00000120539,MASTL,84930,10,0.22,0.00036,0.019
AKR1C2|1646,ENSG00000151632,AKR1C2,1646,10,1.3,0.00036,0.019
AIMP1|9255,ENSG00000164022,AIMP1,9255,4,0.13,0.00036,0.019
HDAC7|51564,ENSG00000061273,HDAC7,51564,12,-0.19,0.00037,0.019
RRAD|6236,ENSG00000166592,RRAD,6236,16,-0.62,0.00037,0.019
LOC595101|595101,NA,NA,NA,NA,-0.29,0.00037,0.019
NYNRIN|57523,ENSG00000205978,NYNRIN,57523,14,-0.39,0.00038,0.019
TNFAIP8|25816,ENSG00000145779,TNFAIP8,25816,5,-0.3,0.00038,0.019
C7orf57|136288,ENSG00000164746,C7orf57,136288,7,-0.71,0.00038,0.019
MYBPHL|343263,ENSG00000221986,MYBPHL,343263,1,-0.98,0.00038,0.019
STK17A|9263,ENSG00000164543,STK17A,9263,7,-0.27,0.00038,0.019
KLC3|147700,ENSG00000104892,KLC3,147700,19,-0.58,0.00038,0.019
FMNL3|91010,ENSG00000161791,FMNL3,91010,12,-0.23,0.00038,0.019
SCD|6319,ENSG00000099194,SCD,6319,10,0.36,0.00039,0.019
TCEAL2|140597,ENSG00000184905,TCEAL2,140597,X,-0.61,0.00039,0.019
ATP5B|506,ENSG00000110955,ATP5B,506,12,0.19,4e-04,0.02
CDHR5|53841,ENSG00000099834,CDHR5,53841,11,0.89,4e-04,0.02
B3GAT1|27087,ENSG00000109956,B3GAT1,27087,11,-0.77,4e-04,0.02
N4BP2L1|90634,ENSG00000139597,N4BP2L1,90634,13,-0.31,4e-04,0.02
ZNF557|79230,ENSG00000130544,ZNF557,79230,19,-0.18,4e-04,0.02
PADI2|11240,ENSG00000117115,PADI2,11240,1,-0.49,4e-04,0.02
T|6862,ENSG00000164458,T,6862,6,-0.84,4e-04,0.02
COX10|1352,ENSG00000006695,COX10,1352,17,0.15,4e-04,0.02
FXYD5|53827,ENSG00000089327,FXYD5,53827,19,-0.35,4e-04,0.02
SUDS3|64426,ENSG00000111707,SUDS3,64426,12,0.18,0.00041,0.02
DKFZP586I1420|222161,NA,NA,NA,NA,-0.22,0.00041,0.02
AGFG1|3267,ENSG00000173744,AGFG1,3267,2,0.18,0.00041,0.02
ZNF846|162993,ENSG00000196605,ZNF846,162993,19,-0.25,0.00041,0.02
RFK|55312,ENSG00000135002,RFK,55312,9,0.26,0.00042,0.02
KGFLP2|654466,NA,NA,NA,NA,-0.33,0.00042,0.02
THSD7B|80731,ENSG00000144229,THSD7B,80731,2,-0.58,0.00042,0.02
IL24|11009,ENSG00000162892,IL24,11009,1,-0.47,0.00042,0.02
TXNIP|10628,ENSG00000265972,TXNIP,10628,1,-0.34,0.00042,0.02
FXYD7|53822,ENSG00000221946,FXYD7,53822,19,-0.42,0.00042,0.02
SSFA2|6744,ENSG00000138434,SSFA2,6744,2,0.22,0.00043,0.02
CHD1L|9557,ENSG00000131778,CHD1L,9557,1,0.2,0.00043,0.02
NLRP2|55655,ENSG00000277060,NLRP2,55655,CHR_HSCHR19LRC_PGF1_CTG3_1,-0.93,0.00043,0.02
IL28RA|163702,ENSG00000185436,IFNLR1,163702,1,-0.39,0.00043,0.02
CACNA1G|8913,ENSG00000006283,CACNA1G,8913,17,-0.6,0.00043,0.02
PAWR|5074,ENSG00000177425,PAWR,5074,12,0.22,0.00043,0.02
LOC647121|647121,ENSG00000231752,EMBP1,647121,1,-0.37,0.00043,0.02
AKR1C1|1645,ENSG00000187134,AKR1C1,1645,10,1.1,0.00045,0.021
ADAM8|101,ENSG00000151651,ADAM8,101,10,-0.41,0.00045,0.021
WDR12|55759,ENSG00000138442,WDR12,55759,2,0.21,0.00046,0.021
XDH|7498,ENSG00000158125,XDH,7498,2,-0.67,0.00046,0.021
GAB1|2549,ENSG00000109458,GAB1,2549,4,-0.24,0.00046,0.021
LETM1|3954,ENSG00000168924,LETM1,3954,4,0.17,0.00046,0.021
NCCRP1|342897,ENSG00000188505,NCCRP1,342897,19,-0.86,0.00046,0.021
CD59|966,ENSG00000085063,CD59,966,11,-0.27,0.00046,0.021
PLAT|5327,ENSG00000104368,PLAT,5327,8,-0.59,0.00046,0.021
TRANK1|9881,ENSG00000168016,TRANK1,9881,3,-0.28,0.00047,0.021
DOCK9|23348,ENSG00000088387,DOCK9,23348,13,-0.29,0.00047,0.021
TIMM17A|10440,ENSG00000134375,TIMM17A,10440,1,0.17,0.00047,0.021
DDC|1644,ENSG00000132437,DDC,1644,7,1.1,0.00047,0.021
SLFN5|162394,ENSG00000166750,SLFN5,162394,17,-0.29,0.00047,0.021
GSTM5|2949,ENSG00000134201,GSTM5,2949,1,-0.45,0.00047,0.021
CSNK2A1|1457,ENSG00000101266,CSNK2A1,1457,20,0.17,0.00047,0.021
LOXL1|4016,ENSG00000129038,LOXL1,4016,15,-0.35,0.00047,0.021
C12orf68|387856,ENSG00000177875,CCDC184,387856,12,-0.45,0.00048,0.021
GPR85|54329,ENSG00000164604,GPR85,54329,7,-0.39,0.00048,0.021
CILP|8483,ENSG00000138615,CILP,8483,15,-0.71,0.00048,0.021
CTSH|1512,ENSG00000103811,CTSH,1512,15,-0.46,0.00048,0.021
GAPT|202309,ENSG00000175857,GAPT,202309,5,-0.44,0.00048,0.021
PHF17|79960,ENSG00000077684,JADE1,79960,4,0.27,0.00048,0.021
C1QTNF7|114905,ENSG00000163145,C1QTNF7,114905,4,-0.59,0.00048,0.021
C1QL2|165257,ENSG00000144119,C1QL2,165257,2,-0.99,0.00048,0.021
SHC3|53358,ENSG00000148082,SHC3,53358,9,-0.58,0.00048,0.021
CABYR|26256,ENSG00000154040,CABYR,26256,18,0.75,0.00049,0.021
PLEKHH2|130271,ENSG00000152527,PLEKHH2,130271,2,-0.43,0.00049,0.021
COL25A1|84570,ENSG00000188517,COL25A1,84570,4,1.1,0.00049,0.021
VAV1|7409,ENSG00000141968,VAV1,7409,19,-0.34,0.00049,0.021
GSTO2|119391,ENSG00000065621,GSTO2,119391,10,0.58,0.00049,0.021
WLS|79971,ENSG00000116729,WLS,79971,1,-0.42,5e-04,0.021
MPZL2|10205,ENSG00000149573,MPZL2,10205,11,-0.39,5e-04,0.021
C6orf124|653483,ENSG00000198221,MLLT4-AS1,653483,6,-0.39,5e-04,0.021
APBB1|322,ENSG00000166313,APBB1,322,11,-0.33,0.00051,0.021
GALNTL1|57452,ENSG00000100626,GALNT16,57452,14,-0.59,0.00051,0.021
FCHSD2|9873,ENSG00000137478,FCHSD2,9873,11,-0.17,0.00051,0.021
SPATA5|166378,ENSG00000145375,SPATA5,166378,4,0.2,0.00051,0.021
ABLIM1|3983,ENSG00000099204,ABLIM1,3983,10,0.35,0.00052,0.022
TMEM159|57146,ENSG00000011638,TMEM159,57146,16,-0.32,0.00052,0.022
KIAA1614|57710,ENSG00000135835,KIAA1614,57710,1,-0.36,0.00053,0.022
PNMAL2|57469,ENSG00000204851,PNMAL2,57469,19,-0.41,0.00053,0.022
CMYA5|202333,ENSG00000164309,CMYA5,202333,5,-0.44,0.00053,0.022
ZNF701|55762,ENSG00000167562,ZNF701,55762,19,-0.24,0.00054,0.022
FLT3|2322,ENSG00000122025,FLT3,2322,13,-0.47,0.00054,0.022
OLR1|4973,ENSG00000173391,OLR1,4973,12,-0.49,0.00054,0.022
POU3F1|5453,ENSG00000185668,POU3F1,5453,1,-0.46,0.00055,0.022
CCDC120|90060,ENSG00000147144,CCDC120,90060,X,-0.24,0.00055,0.022
RSPO4|343637,ENSG00000101282,RSPO4,343637,20,-0.65,0.00055,0.022
PLCG2|5336,ENSG00000197943,PLCG2,5336,16,-0.3,0.00055,0.022
CDC42EP1|11135,ENSG00000128283,CDC42EP1,11135,22,-0.37,0.00055,0.022
BCO2|83875,ENSG00000197580,BCO2,83875,11,-0.45,0.00055,0.022
OLFM1|10439,ENSG00000130558,OLFM1,10439,9,-0.57,0.00055,0.022
SESN2|83667,ENSG00000130766,SESN2,83667,1,-0.22,0.00056,0.023
ABCC2|1244,ENSG00000023839,ABCC2,1244,10,0.95,0.00058,0.023
C8orf75|619351,ENSG00000251191,LINC00589,619351,8,0.54,0.00058,0.023
LOC643008|643008,ENSG00000204323,SMIM5,643008,17,-0.51,0.00058,0.023
AUTS2|26053,ENSG00000158321,AUTS2,26053,7,-0.49,0.00059,0.023
POLR3G|10622,ENSG00000113356,POLR3G,10622,5,0.34,0.00059,0.023
LRRC31|79782,ENSG00000114248,LRRC31,79782,3,-0.93,0.00059,0.023
LARP1B|55132,ENSG00000138709,LARP1B,55132,4,0.16,0.00059,0.024
KLHDC7A|127707,ENSG00000179023,KLHDC7A,127707,1,-0.64,6e-04,0.024
ANKRD34B|340120,ENSG00000189127,ANKRD34B,340120,5,-0.93,6e-04,0.024
ACAD8|27034,ENSG00000151498,ACAD8,27034,11,-0.31,6e-04,0.024
SNX25|83891,ENSG00000109762,SNX25,83891,4,-0.31,6e-04,0.024
TMEM173|340061,ENSG00000184584,TMEM173,340061,5,-0.32,0.00061,0.024
GGTLC1|92086,ENSG00000149435,GGTLC1,92086,20,-0.85,0.00061,0.024
ARX|170302,ENSG00000004848,ARX,170302,X,-0.86,0.00061,0.024
ADCY9|115,ENSG00000162104,ADCY9,115,16,-0.31,0.00061,0.024
MFSD6L|162387,ENSG00000185156,MFSD6L,162387,17,-0.7,0.00061,0.024
HLA-DQA2|3118,ENSG00000257473,HLA-DQA2,3118,CHR_HSCHR6_MHC_COX_CTG1,-0.56,0.00062,0.024
HLF|3131,ENSG00000108924,HLF,3131,17,-0.67,0.00062,0.024
TRIM37|4591,ENSG00000108395,TRIM37,4591,17,0.19,0.00062,0.024
EFNB3|1949,ENSG00000108947,EFNB3,1949,17,-0.51,0.00062,0.024
RGS11|8786,ENSG00000076344,RGS11,8786,16,-0.53,0.00062,0.024
APOBEC2|10930,ENSG00000124701,APOBEC2,10930,6,-0.62,0.00063,0.024
FRAT2|23401,ENSG00000181274,FRAT2,23401,10,0.22,0.00063,0.024
ZNF347|84671,ENSG00000197937,ZNF347,84671,19,-0.27,0.00063,0.024
SSC5D|284297,ENSG00000179954,SSC5D,284297,19,-0.4,0.00063,0.024
GCLM|2730,ENSG00000023909,GCLM,2730,1,0.36,0.00064,0.024
ANP32A|8125,ENSG00000140350,ANP32A,8125,15,0.14,0.00064,0.024
NWD1|284434,ENSG00000188039,NWD1,284434,19,-0.84,0.00065,0.024
PM20D1|148811,ENSG00000162877,PM20D1,148811,1,-0.49,0.00065,0.024
TMC8|147138,ENSG00000167895,TMC8,147138,17,-0.33,0.00065,0.024
CCR7|1236,ENSG00000126353,CCR7,1236,17,-0.46,0.00066,0.025
ZNF521|25925,ENSG00000198795,ZNF521,25925,18,-0.37,0.00066,0.025
ZNF578|147660,ENSG00000258405,ZNF578,147660,19,-0.53,0.00066,0.025
S100A1|6271,ENSG00000160678,S100A1,6271,1,-0.52,0.00066,0.025
MGLL|11343,ENSG00000074416,MGLL,11343,3,-0.37,0.00066,0.025
MAN1C1|57134,ENSG00000117643,MAN1C1,57134,1,-0.35,0.00067,0.025
MAGEA3|4102,ENSG00000221867,MAGEA3,4102,X,1.4,0.00067,0.025
ADD2|119,ENSG00000075340,ADD2,119,2,-0.57,0.00067,0.025
NAP1L5|266812,ENSG00000177432,NAP1L5,266812,4,-0.26,0.00067,0.025
TSR1|55720,ENSG00000167721,TSR1,55720,17,0.16,0.00067,0.025
DCUN1D3|123879,ENSG00000188215,DCUN1D3,123879,16,-0.2,0.00068,0.025
PLK3|1263,ENSG00000173846,PLK3,1263,1,-0.23,0.00068,0.025
AQP7P1|375719,NA,NA,NA,NA,-0.46,0.00068,0.025
SCGB3A1|92304,ENSG00000161055,SCGB3A1,92304,5,-1.1,0.00068,0.025
NAP1L3|4675,ENSG00000186310,NAP1L3,4675,X,-0.36,0.00068,0.025
CD40|958,ENSG00000101017,CD40,958,20,-0.36,0.00069,0.025
ICAM4|3386,ENSG00000105371,ICAM4,3386,19,-0.6,0.00069,0.025
MEGF6|1953,ENSG00000162591,MEGF6,1953,1,-0.41,0.00069,0.025
ADIPOR2|79602,ENSG00000006831,ADIPOR2,79602,12,0.18,7e-04,0.025
KIF5B|3799,ENSG00000170759,KIF5B,3799,10,0.15,0.00071,0.025
TMTC3|160418,ENSG00000139324,TMTC3,160418,12,0.2,0.00071,0.025
SSBP3|23648,ENSG00000157216,SSBP3,23648,1,-0.21,0.00071,0.025
PDE4D|5144,ENSG00000113448,PDE4D,5144,5,0.45,0.00071,0.025
DYRK1A|1859,ENSG00000157540,DYRK1A,1859,21,-0.13,0.00071,0.025
ANAPC7|51434,ENSG00000196510,ANAPC7,51434,12,0.15,0.00072,0.026
CD1A|909,ENSG00000158477,CD1A,909,1,-0.85,0.00072,0.026
PDSS1|23590,ENSG00000148459,PDSS1,23590,10,0.24,0.00072,0.026
ZNF14|7561,ENSG00000105708,ZNF14,7561,19,-0.2,0.00073,0.026
ZNF750|79755,ENSG00000141579,ZNF750,79755,17,-0.71,0.00073,0.026
S100Z|170591,ENSG00000171643,S100Z,170591,5,-0.4,0.00073,0.026
RAB36|9609,ENSG00000100228,RAB36,9609,22,-0.41,0.00074,0.026
DCHS2|54798,ENSG00000197410,DCHS2,54798,4,-0.57,0.00074,0.026
CLDN1|9076,ENSG00000163347,CLDN1,9076,3,-0.5,0.00075,0.026
NPAS1|4861,ENSG00000130751,NPAS1,4861,19,0.45,0.00075,0.026
GDF5|8200,ENSG00000125965,GDF5,8200,20,-0.65,0.00075,0.026
PRAP1|118471,ENSG00000165828,PRAP1,118471,10,0.94,0.00076,0.026
CYC1|1537,ENSG00000179091,CYC1,1537,8,0.25,0.00076,0.026
SCAND3|114821,ENSG00000248496,ZBED9,114821,CHR_HSCHR6_MHC_COX_CTG1,-0.65,0.00076,0.026
ANAPC5|51433,ENSG00000089053,ANAPC5,51433,12,0.14,0.00077,0.027
PDHX|8050,ENSG00000110435,PDHX,8050,11,0.16,0.00077,0.027
NR0B1|190,ENSG00000169297,NR0B1,190,X,1.1,0.00077,0.027
VASN|114990,ENSG00000274334,VASN,114990,CHR_HSCHR16_3_CTG1,-0.38,0.00078,0.027
SLFN13|146857,ENSG00000154760,SLFN13,146857,17,-0.34,0.00078,0.027
LARP4B|23185,ENSG00000107929,LARP4B,23185,10,0.17,0.00078,0.027
HDAC5|10014,ENSG00000108840,HDAC5,10014,17,-0.18,0.00079,0.027
PNPT1|87178,ENSG00000138035,PNPT1,87178,2,0.18,0.00079,0.027
MMP23B|8510,ENSG00000189409,MMP23B,8510,1,-0.38,0.00079,0.027
C15orf54|400360,NA,NA,NA,NA,-0.44,0.00079,0.027
ENDOU|8909,ENSG00000111405,ENDOU,8909,12,-0.39,8e-04,0.027
SENP3|26168,ENSG00000161956,SENP3,26168,17,0.14,8e-04,0.027
PMPCA|23203,ENSG00000165688,PMPCA,23203,9,0.15,8e-04,0.027
GCLC|2729,ENSG00000001084,GCLC,2729,6,0.55,0.00081,0.027
SHISA2|387914,ENSG00000180730,SHISA2,387914,13,-0.71,0.00083,0.028
RAPGEF5|9771,ENSG00000136237,RAPGEF5,9771,7,-0.3,0.00083,0.028
OPRL1|4987,ENSG00000277044,OPRL1,4987,CHR_HSCHR20_1_CTG3,-0.3,0.00083,0.028
RARRES3|5920,ENSG00000133321,RARRES3,5920,11,-0.46,0.00084,0.028
NFIB|4781,ENSG00000147862,NFIB,4781,9,-0.28,0.00084,0.028
TAGAP|117289,ENSG00000164691,TAGAP,117289,6,-0.35,0.00084,0.028
TNFSF10|8743,ENSG00000121858,TNFSF10,8743,3,-0.37,0.00085,0.028
TRIM28|10155,ENSG00000130726,TRIM28,10155,19,0.16,0.00085,0.028
GLTPD2|388323,ENSG00000182327,GLTPD2,388323,17,0.87,0.00086,0.028
LRIG3|121227,ENSG00000139263,LRIG3,121227,12,-0.4,0.00087,0.029
ABCA4|24,ENSG00000198691,ABCA4,24,1,-0.9,0.00088,0.029
ARSH|347527,ENSG00000205667,ARSH,347527,X,-0.48,0.00088,0.029
C5orf30|90355,ENSG00000181751,C5orf30,90355,5,0.29,0.00088,0.029
CCR6|1235,ENSG00000112486,CCR6,1235,6,-0.39,0.00088,0.029
KCNA3|3738,ENSG00000177272,KCNA3,3738,1,-0.52,0.00089,0.029
SOX9|6662,ENSG00000125398,SOX9,6662,17,-0.63,0.00089,0.029
SNHG4|724102,NA,NA,NA,NA,0.37,0.00089,0.029
ACSL3|2181,ENSG00000123983,ACSL3,2181,2,0.2,9e-04,0.029
CITED1|4435,ENSG00000125931,CITED1,4435,X,-0.53,0.00091,0.029
ARMC9|80210,ENSG00000135931,ARMC9,80210,2,-0.3,0.00091,0.029
C10orf2|56652,ENSG00000107815,C10orf2,56652,10,0.21,0.00091,0.029
SLC26A2|1836,ENSG00000155850,SLC26A2,1836,5,-0.33,0.00092,0.029
P2RY6|5031,ENSG00000171631,P2RY6,5031,11,-0.47,0.00092,0.029
MAGEA2|4101,ENSG00000268606,MAGEA2,4101,X,1.2,0.00092,0.029
SKI|6497,ENSG00000157933,SKI,6497,1,-0.19,0.00092,0.029
RNF19A|25897,ENSG00000034677,RNF19A,25897,8,-0.25,0.00092,0.029
SLC8A2|6543,ENSG00000118160,SLC8A2,6543,19,-0.66,0.00092,0.029
NHS|4810,ENSG00000188158,NHS,4810,X,-0.44,0.00093,0.03
AMY1A|276,ENSG00000237763,AMY1A,276,1,-0.87,0.00093,0.03
RANBP3L|202151,ENSG00000164188,RANBP3L,202151,5,-0.52,0.00094,0.03
LOC730101|730101,NA,NA,NA,NA,0.35,0.00094,0.03
HSPE1|3336,ENSG00000115541,HSPE1,3336,2,0.22,0.00095,0.03
MAGEA6|4105,ENSG00000197172,MAGEA6,4105,X,1.4,0.00095,0.03
CLUL1|27098,ENSG00000079101,CLUL1,27098,18,-0.61,0.00096,0.03
CSF2|1437,ENSG00000164400,CSF2,1437,5,-0.64,0.00097,0.03
SPON1|10418,ENSG00000262655,SPON1,10418,11,-0.42,0.00097,0.031
CTNNBIP1|56998,ENSG00000178585,CTNNBIP1,56998,1,-0.22,0.00098,0.031
CDH23|64072,ENSG00000107736,CDH23,64072,10,-0.45,0.00098,0.031
HSP90B1|7184,ENSG00000166598,HSP90B1,7184,12,0.2,0.00098,0.031
C6orf176|90632,ENSG00000223414,LINC00473,90632,6,1.1,0.00098,0.031
SERTAD4|56256,ENSG00000082497,SERTAD4,56256,1,-0.5,0.00098,0.031
VDAC3|7419,ENSG00000078668,VDAC3,7419,8,0.21,0.00099,0.031
CHPT1|56994,ENSG00000111666,CHPT1,56994,12,0.31,0.00099,0.031
ZFP2|80108,ENSG00000198939,ZFP2,80108,5,-0.33,0.00099,0.031
ADARB1|104,ENSG00000197381,ADARB1,104,21,-0.27,0.001,0.031
LTBP2|4053,ENSG00000119681,LTBP2,4053,14,-0.36,0.001,0.031
SNX5|27131,ENSG00000089006,SNX5,27131,20,0.14,0.001,0.031
DNAH2|146754,ENSG00000183914,DNAH2,146754,17,-0.56,0.001,0.031
LOC723809|723809,ENSG00000225329,LHFPL3-AS2,723809,7,-0.83,0.001,0.031
DOK5|55816,ENSG00000101134,DOK5,55816,20,-0.52,0.001,0.031
RNF130|55819,ENSG00000113269,RNF130,55819,5,-0.18,0.001,0.031
ABCB6|10058,ENSG00000115657,ABCB6,10058,2,0.33,0.001,0.031
HLA-DQB1|3119,ENSG00000225824,HLA-DQB1,3119,CHR_HSCHR6_MHC_MANN_CTG1,-0.49,0.001,0.031
MMP3|4314,ENSG00000149968,MMP3,4314,11,-0.78,0.001,0.031
GABARAPL1|23710,ENSG00000139112,GABARAPL1,23710,12,0.26,0.001,0.031
ZNF423|23090,ENSG00000102935,ZNF423,23090,16,-0.34,0.001,0.031
NRXN2|9379,ENSG00000110076,NRXN2,9379,11,-0.43,0.001,0.031
NHSL2|340527,ENSG00000204131,NHSL2,340527,X,-0.37,0.001,0.031
GLIS3|169792,ENSG00000107249,GLIS3,169792,9,-0.34,0.001,0.031
CMAS|55907,ENSG00000111726,CMAS,55907,12,0.21,0.001,0.031
SLC25A3|5250,ENSG00000075415,SLC25A3,5250,12,0.14,0.0011,0.032
RGL1|23179,ENSG00000143344,RGL1,23179,1,-0.29,0.0011,0.032
SCARF1|8578,ENSG00000074660,SCARF1,8578,17,-0.32,0.0011,0.032
E2F5|1875,ENSG00000133740,E2F5,1875,8,0.29,0.0011,0.032
RXRG|6258,ENSG00000143171,RXRG,6258,1,-0.7,0.0011,0.032
FAM35A|54537,ENSG00000122376,FAM35A,54537,10,0.14,0.0011,0.032
STEAP4|79689,ENSG00000127954,STEAP4,79689,7,-0.53,0.0011,0.032
AIFM2|84883,ENSG00000042286,AIFM2,84883,10,0.25,0.0011,0.033
NSUN6|221078,ENSG00000241058,NSUN6,221078,10,0.18,0.0011,0.033
PRIMA1|145270,ENSG00000175785,PRIMA1,145270,14,-0.63,0.0011,0.033
HOXB4|3214,ENSG00000182742,HOXB4,3214,17,-0.4,0.0011,0.033
NMB|4828,ENSG00000197696,NMB,4828,15,0.36,0.0011,0.033
CBFA2T3|863,ENSG00000129993,CBFA2T3,863,16,-0.39,0.0011,0.033
MORC3|23515,ENSG00000159256,MORC3,23515,21,-0.14,0.0011,0.033
RAD54B|25788,ENSG00000197275,RAD54B,25788,8,0.3,0.0011,0.033
TFPI2|7980,ENSG00000105825,TFPI2,7980,7,-0.93,0.0011,0.033
SEPT3|55964,ENSG00000100167,SEPT3,55964,22,-0.51,0.0011,0.033
ZNF154|7710,ENSG00000179909,ZNF154,7710,19,-0.37,0.0011,0.033
BAG1|573,ENSG00000107262,BAG1,573,9,0.24,0.0011,0.033
SUCLG2|8801,ENSG00000172340,SUCLG2,8801,3,0.2,0.0012,0.034
USP4|7375,ENSG00000114316,USP4,7375,3,-0.13,0.0012,0.034
DCLRE1A|9937,ENSG00000198924,DCLRE1A,9937,10,0.19,0.0012,0.034
TMEM86A|144110,ENSG00000151117,TMEM86A,144110,11,-0.25,0.0012,0.034
FAM20B|9917,ENSG00000116199,FAM20B,9917,1,0.13,0.0012,0.034
STAP1|26228,ENSG00000035720,STAP1,26228,4,-0.49,0.0012,0.034
TUBA1A|7846,ENSG00000167552,TUBA1A,7846,12,-0.26,0.0012,0.034
EDA|1896,ENSG00000158813,EDA,1896,X,-0.5,0.0012,0.034
PECI|10455,ENSG00000198721,ECI2,10455,6,0.26,0.0012,0.034
LRRN2|10446,ENSG00000170382,LRRN2,10446,1,-0.41,0.0012,0.034
MTFR1|9650,ENSG00000066855,MTFR1,9650,8,0.25,0.0012,0.034
CHRNA5|1138,ENSG00000169684,CHRNA5,1138,15,0.54,0.0012,0.034
FBXL14|144699,ENSG00000171823,FBXL14,144699,12,0.16,0.0012,0.034
ZNF493|284443,ENSG00000196268,ZNF493,284443,19,-0.33,0.0012,0.034
NARS|4677,ENSG00000134440,NARS,4677,18,0.15,0.0012,0.034
LARP4|113251,ENSG00000161813,LARP4,113251,12,0.16,0.0012,0.034
MOBKL2C|148932,ENSG00000142961,MOB3C,148932,1,-0.17,0.0012,0.034
C16orf54|283897,ENSG00000185905,C16orf54,283897,16,-0.39,0.0012,0.034
CMTM3|123920,ENSG00000140931,CMTM3,123920,16,-0.27,0.0012,0.035
ADORA1|134,ENSG00000163485,ADORA1,134,1,-0.59,0.0012,0.035
SCGB2A1|4246,ENSG00000124939,SCGB2A1,4246,11,-0.86,0.0012,0.035
ADAMTS3|9508,ENSG00000156140,ADAMTS3,9508,4,-0.44,0.0012,0.035
ZNF117|51351,ENSG00000152926,ZNF117,51351,7,-0.39,0.0012,0.035
ICOSLG|23308,ENSG00000160223,ICOSLG,23308,21,-0.23,0.0012,0.035
FAM189A2|9413,ENSG00000135063,FAM189A2,9413,9,-0.55,0.0013,0.035
ESCO2|157570,ENSG00000171320,ESCO2,157570,8,0.37,0.0013,0.035
SNRNP48|154007,ENSG00000168566,SNRNP48,154007,6,0.18,0.0013,0.035
DAGLB|221955,ENSG00000164535,DAGLB,221955,7,-0.18,0.0013,0.035
UPK3A|7380,ENSG00000100373,UPK3A,7380,22,-0.68,0.0013,0.035
SLC13A2|9058,ENSG00000007216,SLC13A2,9058,17,-1,0.0013,0.035
REEP3|221035,ENSG00000165476,REEP3,221035,10,0.24,0.0013,0.035
SRMS|6725,ENSG00000125508,SRMS,6725,20,0.65,0.0013,0.035
C12orf11|55726,ENSG00000064102,ASUN,55726,12,0.2,0.0013,0.036
RAPGEFL1|51195,ENSG00000108352,RAPGEFL1,51195,17,0.36,0.0013,0.036
FLJ33360|401172,ENSG00000250490,,401172,5,-0.46,0.0013,0.036
ITGB8|3696,ENSG00000105855,ITGB8,3696,7,-0.62,0.0013,0.036
TMEM63A|9725,ENSG00000196187,TMEM63A,9725,1,-0.24,0.0013,0.036
APOBEC3C|27350,ENSG00000244509,APOBEC3C,27350,22,-0.3,0.0013,0.036
CORO1A|11151,ENSG00000102879,CORO1A,11151,16,-0.3,0.0013,0.036
C1QTNF2|114898,ENSG00000145861,C1QTNF2,114898,5,-0.36,0.0013,0.036
NDUFS2|4720,ENSG00000158864,NDUFS2,4720,1,0.14,0.0013,0.036
PURB|5814,ENSG00000146676,PURB,5814,7,-0.15,0.0013,0.036
GPR143|4935,ENSG00000101850,GPR143,4935,X,-0.51,0.0013,0.036
PIK3CD|5293,ENSG00000171608,PIK3CD,5293,1,-0.27,0.0013,0.036
HAS3|3038,ENSG00000103044,HAS3,3038,16,-0.6,0.0013,0.036
TMEM180|79847,ENSG00000138111,TMEM180,79847,10,0.23,0.0013,0.036
DMRT2|10655,ENSG00000173253,DMRT2,10655,9,-0.62,0.0013,0.036
INPP5D|3635,ENSG00000168918,INPP5D,3635,2,-0.31,0.0013,0.036
NUDCD3|23386,ENSG00000015676,NUDCD3,23386,7,-0.15,0.0013,0.036
ZDHHC8P1|150244,NA,NA,NA,NA,-0.55,0.0014,0.036
SERPINH1|871,ENSG00000149257,SERPINH1,871,11,-0.21,0.0014,0.036
C1QBP|708,ENSG00000108561,C1QBP,708,17,0.22,0.0014,0.036
STK11|6794,ENSG00000118046,STK11,6794,19,-0.24,0.0014,0.036
C20orf24|55969,ENSG00000101084,C20orf24,55969,20,0.23,0.0014,0.036
SALL2|6297,ENSG00000165821,SALL2,6297,14,-0.39,0.0014,0.036
ME1|4199,ENSG00000065833,ME1,4199,6,0.37,0.0014,0.036
ANKRD22|118932,ENSG00000152766,ANKRD22,118932,10,-0.5,0.0014,0.036
