ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
C19orf48|84798,ENSG00000167747,C19orf48,84798,19,0.29,0.00013,0.01
FCGBP|8857,ENSG00000275395,FCGBP,8857,19,-0.76,0.00013,0.01
SLCO1A2|6579,ENSG00000084453,SLCO1A2,6579,12,0.97,0.00013,0.01
GATA5|140628,ENSG00000130700,GATA5,140628,20,-0.6,0.00013,0.01
LIMK1|3984,ENSG00000106683,LIMK1,3984,7,-0.28,0.00014,0.011
WBSCR17|64409,ENSG00000185274,WBSCR17,64409,7,-0.65,0.00014,0.011
COX15|1355,ENSG00000014919,COX15,1355,10,0.16,0.00014,0.011
FXR2|9513,ENSG00000129245,FXR2,9513,17,0.17,0.00014,0.011
TMEM132E|124842,ENSG00000181291,TMEM132E,124842,17,-0.6,0.00014,0.011
HSPA14|51182,ENSG00000187522,HSPA14,51182,10,0.2,0.00015,0.011
ZNF391|346157,ENSG00000124613,ZNF391,346157,6,-0.43,0.00015,0.011
ANKRD53|79998,ENSG00000144031,ANKRD53,79998,2,-0.46,0.00015,0.011
HGD|3081,ENSG00000113924,HGD,3081,3,1.1,0.00015,0.011
LHX9|56956,ENSG00000143355,LHX9,56956,1,-0.83,0.00015,0.011
PLD4|122618,ENSG00000166428,PLD4,122618,14,-0.61,0.00015,0.011
ZNF43|7594,ENSG00000198521,ZNF43,7594,19,-0.4,0.00015,0.011
FGG|2266,ENSG00000171557,FGG,2266,4,1.5,0.00016,0.011
GSR|2936,ENSG00000104687,GSR,2936,8,0.37,0.00016,0.011
EYS|346007,ENSG00000188107,EYS,346007,6,0.59,0.00016,0.012
TMEM14A|28978,ENSG00000096092,TMEM14A,28978,6,0.26,0.00016,0.012
FXYD4|53828,ENSG00000150201,FXYD4,53828,10,1.1,0.00017,0.012
GNG7|2788,ENSG00000176533,GNG7,2788,19,-0.43,0.00017,0.012
ZNF287|57336,ENSG00000141040,ZNF287,57336,17,-0.34,0.00017,0.012
ATP8A2|51761,ENSG00000132932,ATP8A2,51761,13,-0.67,0.00017,0.012
HSPB8|26353,ENSG00000152137,HSPB8,26353,12,-0.45,0.00017,0.012
GGT3P|2679,NA,NA,NA,NA,-0.55,0.00017,0.012
RYR1|6261,ENSG00000196218,RYR1,6261,19,-0.75,0.00017,0.012
LDOC1|23641,ENSG00000182195,LDOC1,23641,X,-0.52,0.00017,0.012
PIGR|5284,ENSG00000162896,PIGR,5284,1,-1.1,0.00018,0.012
S100P|6286,ENSG00000163993,S100P,6286,4,1.2,0.00018,0.012
SLC39A5|283375,ENSG00000139540,SLC39A5,283375,12,0.88,0.00018,0.012
SLC1A7|6512,ENSG00000162383,SLC1A7,6512,1,-1.1,0.00018,0.012
SLC7A11|23657,ENSG00000151012,SLC7A11,23657,4,0.72,0.00018,0.012
MID2|11043,ENSG00000080561,MID2,11043,X,-0.29,0.00018,0.012
ICAM1|3383,ENSG00000090339,ICAM1,3383,19,-0.45,0.00018,0.012
RBM17|84991,ENSG00000134453,RBM17,84991,10,0.15,0.00018,0.012
GPSM3|63940,ENSG00000213654,GPSM3,63940,6,-0.31,0.00019,0.013
FCAMR|83953,ENSG00000162897,FCAMR,83953,1,-0.63,0.00019,0.013
ZNF354A|6940,ENSG00000169131,ZNF354A,6940,5,-0.2,0.00019,0.013
MAP6|4135,ENSG00000171533,MAP6,4135,11,-0.47,0.00019,0.013
HSPD1|3329,ENSG00000144381,HSPD1,3329,2,0.24,2e-04,0.013
EML4|27436,ENSG00000143924,EML4,27436,2,-0.23,2e-04,0.013
HIP1|3092,ENSG00000127946,HIP1,3092,7,-0.36,2e-04,0.013
MAMLD1|10046,ENSG00000013619,MAMLD1,10046,X,-0.44,2e-04,0.013
CEACAM4|1089,ENSG00000274131,CEACAM4,1089,CHR_HSCHR19_3_CTG3_1,-0.6,2e-04,0.013
EXPH5|23086,ENSG00000110723,EXPH5,23086,11,-0.35,2e-04,0.013
MTPAP|55149,ENSG00000107951,MTPAP,55149,10,0.17,2e-04,0.013
DPP4|1803,ENSG00000197635,DPP4,1803,2,-0.7,2e-04,0.013
GPR116|221395,ENSG00000069122,ADGRF5,221395,6,-0.56,2e-04,0.013
DUSP4|1846,ENSG00000120875,DUSP4,1846,8,0.61,2e-04,0.013
PTER|9317,ENSG00000165983,PTER,9317,10,0.24,2e-04,0.013
IDI1|3422,ENSG00000067064,IDI1,3422,10,0.27,0.00021,0.013
DIO1|1733,ENSG00000211452,DIO1,1733,1,-0.78,0.00021,0.013
ZSCAN23|222696,ENSG00000187987,ZSCAN23,222696,6,-0.63,0.00021,0.013
UGDH|7358,ENSG00000109814,UGDH,7358,4,0.44,0.00022,0.014
SLMO2|51012,ENSG00000101166,PRELID3B,51012,20,0.23,0.00022,0.014
GEMIN8|54960,ENSG00000046647,GEMIN8,54960,X,-0.19,0.00023,0.014
LMX1B|4010,ENSG00000136944,LMX1B,4010,9,-0.87,0.00023,0.014
RHBDL3|162494,ENSG00000141314,RHBDL3,162494,17,-0.64,0.00023,0.014
CPS1|1373,ENSG00000021826,CPS1,1373,2,1.4,0.00023,0.014
TNNC2|7125,ENSG00000101470,TNNC2,7125,20,-0.94,0.00023,0.014
HMOX2|3163,ENSG00000103415,HMOX2,3163,16,-0.19,0.00023,0.014
PVALB|5816,ENSG00000274665,PVALB,5816,CHR_HSCHR22_1_CTG5,-0.58,0.00024,0.015
CCDC8|83987,ENSG00000169515,CCDC8,83987,19,-0.43,0.00024,0.015
FAM46A|55603,ENSG00000112773,FAM46A,55603,6,0.37,0.00024,0.015
BZRAP1|9256,ENSG00000005379,BZRAP1,9256,17,-0.51,0.00024,0.015
EFHC2|80258,ENSG00000183690,EFHC2,80258,X,-0.67,0.00025,0.015
HLA-DOB|3112,ENSG00000243496,HLA-DOB,3112,CHR_HSCHR6_MHC_DBB_CTG1,-0.48,0.00025,0.015
FASN|2194,ENSG00000169710,FASN,2194,17,0.4,0.00025,0.015
IQSEC2|23096,ENSG00000124313,IQSEC2,23096,X,-0.24,0.00025,0.015
MAP1LC3C|440738,ENSG00000197769,MAP1LC3C,440738,1,-0.68,0.00026,0.015
EN2|2020,ENSG00000164778,EN2,2020,7,-0.86,0.00026,0.015
DGCR6|8214,ENSG00000183628,DGCR6,8214,22,-0.33,0.00026,0.015
GNL3|26354,ENSG00000163938,GNL3,26354,3,0.19,0.00026,0.015
DBNL|28988,ENSG00000136279,DBNL,28988,7,-0.18,0.00026,0.015
PBK|55872,ENSG00000168078,PBK,55872,8,0.53,0.00026,0.015
INTS7|25896,ENSG00000143493,INTS7,25896,1,0.2,0.00027,0.016
POM121L8P|29797,NA,NA,NA,NA,-0.47,0.00027,0.016
MOSC1|64757,ENSG00000186205,MARC1,64757,1,0.52,0.00027,0.016
GPR110|266977,ENSG00000153292,ADGRF1,266977,6,-1.1,0.00028,0.016
OPRK1|4986,ENSG00000082556,OPRK1,4986,8,-0.95,0.00028,0.016
CDR1|1038,ENSG00000184258,CDR1,1038,X,-0.54,0.00029,0.016
SEC23B|10483,ENSG00000101310,SEC23B,10483,20,0.2,0.00029,0.016
ARHGAP20|57569,ENSG00000137727,ARHGAP20,57569,11,-0.57,0.00029,0.016
CYP2U1|113612,ENSG00000155016,CYP2U1,113612,4,-0.27,0.00029,0.017
ACADM|34,ENSG00000117054,ACADM,34,1,0.2,3e-04,0.017
ATP2A2|488,ENSG00000174437,ATP2A2,488,12,0.19,3e-04,0.017
LRRC37A3|374819,ENSG00000176809,LRRC37A3,374819,17,-0.35,3e-04,0.017
FAM7A3|89837,ENSG00000178081,ULK4P3,89837,15,-0.4,0.00031,0.017
TRIM16L|147166,ENSG00000108448,TRIM16L,147166,17,0.57,0.00032,0.018
FAM159A|348378,ENSG00000182183,FAM159A,348378,1,-0.41,0.00032,0.018
SEPN1|57190,ENSG00000162430,SEPN1,57190,1,-0.18,0.00032,0.018
GFAP|2670,ENSG00000131095,GFAP,2670,17,-0.69,0.00032,0.018
SLC35F3|148641,ENSG00000183780,SLC35F3,148641,1,-0.75,0.00033,0.018
MT1F|4494,ENSG00000198417,MT1F,4494,16,-0.41,0.00033,0.018
MKKS|8195,ENSG00000125863,MKKS,8195,20,0.19,0.00033,0.018
NPTXR|23467,ENSG00000221890,NPTXR,23467,22,-0.51,0.00033,0.018
