BCORL2|286554,1.38459600064181,3.66239724444818e-12,3.91632345339658e-09,ENSG00000215580,BCORP1,286554,Y
CYorf15A|246126,3.44075775453092,6.55893138198837e-18,8.41642074936748e-15,ENSG00000131002,TXLNGY,246126,Y
CYorf15B|84663,3.31082656088373,6.13928032368258e-23,1.96948112783737e-19,NA,NA,NA,NA
DDX3Y|8653,3.46822188520273,3.29975385364883e-23,1.27027324350065e-19,ENSG00000067048,DDX3Y,8653,Y
EIF1AY|9086,3.61090007107511,7.38814280800027e-20,1.18505810640324e-16,ENSG00000198692,EIF1AY,9086,Y
KDM5D|8284,3.56191871376712,5.46594326330889e-25,2.63021189830424e-21,ENSG00000012817,KDM5D,8284,Y
NCRNA00185|55410,2.24772097486864,2.41660084098508e-18,3.57805638363698e-15,NA,NA,NA,NA
NLGN4Y|22829,3.01645888044001,6.42891579595702e-45,1.23743771240581e-40,ENSG00000165246,NLGN4Y,22829,Y
PCDH11Y|83259,0.552293047633204,3.55911918104849e-05,0.0228353086656071,ENSG00000099715,PCDH11Y,83259,Y
PRKY|5616,2.02019053324119,3.48586000386731e-18,4.792559525317e-15,ENSG00000099725,PRKY,5616,Y
RBMY2EP|159125,0.869492192451395,1.44011537628452e-06,0.00115497253178019,ENSG00000223637,RBMY2EP,159125,Y
RPS4Y1|6192,2.98278802142321,1.97881611379762e-12,2.24048544461039e-09,ENSG00000129824,RPS4Y1,6192,Y
TMSB4Y|9087,3.2966431948473,3.04874096615007e-21,5.86821661164566e-18,ENSG00000154620,TMSB4Y,9087,Y
TSIX|9383,-2.67356761549215,6.40437495346866e-22,1.54089261380456e-18,ENSG00000270641,TSIX,9383,X
TTTY14|83869,1.29613547922198,2.89053310443415e-09,2.64938005686421e-06,NA,NA,NA,NA
TTTY15|64595,3.3383946476966,1.99160623325935e-30,1.9167218388888e-26,ENSG00000233864,TTTY15,64595,Y
TTTY2|60439,1.8248987053705,1.78620534995565e-12,2.14880503599664e-09,NA,NA,NA,NA
USP9Y|8287,3.35359623425589,1.33629271627698e-28,8.57365406763307e-25,ENSG00000114374,USP9Y,8287,Y
UTY|7404,3.60891695881679,1.60388603309375e-20,2.80650894227169e-17,ENSG00000183878,UTY,7404,Y
XIST|7503,-2.24185607209171,1.13557611686397e-21,2.42861878859975e-18,ENSG00000229807,XIST,7503,X
ZFY|7544,3.18870574233759,1.47552847929445e-22,4.05728173849422e-19,ENSG00000067646,ZFY,7544,Y
