,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
FLJ44606|401207,ENSG00000164241,C5orf63,401207,5,0.29,0.0044,0.038
LPPR2|64748,ENSG00000105520,PLPPR2,64748,19,0.18,0.0044,0.038
ZCCHC7|84186,ENSG00000147905,ZCCHC7,84186,9,0.12,0.0044,0.038
GRM1|2911,ENSG00000152822,GRM1,2911,6,0.41,0.0044,0.038
EEF1A1|1915,ENSG00000156508,EEF1A1,1915,6,0.15,0.0044,0.038
CSPP1|79848,ENSG00000104218,CSPP1,79848,8,-0.16,0.0044,0.038
PCDHGA6|56109,ENSG00000253731,PCDHGA6,56109,5,-0.41,0.0044,0.038
FLJ40852|285962,ENSG00000228775,WEE2-AS1,285962,7,0.22,0.0044,0.038
GCET2|257144,ENSG00000174500,GCSAM,257144,3,0.27,0.0045,0.038
AP3D1|8943,ENSG00000065000,AP3D1,8943,19,-0.1,0.0045,0.038
FCGR2A|2212,ENSG00000143226,FCGR2A,2212,1,0.26,0.0045,0.038
C5orf39|389289,ENSG00000177721,ANXA2R,389289,5,0.29,0.0045,0.038
FBXO36|130888,ENSG00000153832,FBXO36,130888,2,-0.18,0.0045,0.038
WDR70|55100,ENSG00000082068,WDR70,55100,5,0.091,0.0045,0.038
BRD2|6046,ENSG00000230678,BRD2,6046,CHR_HSCHR6_MHC_DBB_CTG1,-0.13,0.0045,0.038
KIF1C|10749,ENSG00000129250,KIF1C,10749,17,-0.14,0.0045,0.038
FTL|2512,ENSG00000087086,FTL,2512,19,0.22,0.0045,0.038
GOLPH3|64083,ENSG00000113384,GOLPH3,64083,5,0.1,0.0045,0.038
LPXN|9404,ENSG00000110031,LPXN,9404,11,0.2,0.0045,0.039
TCEAL1|9338,ENSG00000172465,TCEAL1,9338,X,0.12,0.0045,0.039
C8orf51|78998,ENSG00000254389,RHPN1-AS1,78998,8,0.23,0.0045,0.039
WDR90|197335,ENSG00000161996,WDR90,197335,16,-0.26,0.0046,0.039
SCNM1|79005,ENSG00000163156,SCNM1,79005,1,0.16,0.0046,0.039
LRRK2|120892,ENSG00000188906,LRRK2,120892,12,-0.39,0.0046,0.039
SLC9A8|23315,ENSG00000197818,SLC9A8,23315,20,-0.13,0.0046,0.039
DCAF7|10238,ENSG00000136485,DCAF7,10238,17,-0.12,0.0046,0.039
MLLT3|4300,ENSG00000171843,MLLT3,4300,9,-0.17,0.0046,0.039
GBF1|8729,ENSG00000107862,GBF1,8729,10,-0.11,0.0046,0.039
CXorf38|159013,ENSG00000185753,CXorf38,159013,X,-0.15,0.0046,0.039
KTI12|112970,ENSG00000198841,KTI12,112970,1,-0.1,0.0046,0.039
NSFL1C|55968,ENSG00000088833,NSFL1C,55968,20,0.086,0.0046,0.039
COL25A1|84570,ENSG00000188517,COL25A1,84570,4,-0.54,0.0046,0.039
FHL2|2274,ENSG00000115641,FHL2,2274,2,0.39,0.0046,0.039
SPEN|23013,ENSG00000065526,SPEN,23013,1,-0.18,0.0047,0.039
HSD17B7|51478,ENSG00000132196,HSD17B7,51478,1,-0.24,0.0047,0.039
PLA2R1|22925,ENSG00000153246,PLA2R1,22925,2,-0.35,0.0047,0.039
UCP2|7351,ENSG00000175567,UCP2,7351,11,0.27,0.0047,0.04
ARSK|153642,ENSG00000164291,ARSK,153642,5,0.16,0.0047,0.04
NME2|4831,ENSG00000243678,NME2,4831,17,0.19,0.0047,0.04
VARS2|57176,ENSG00000137411,VARS2,57176,6,-0.15,0.0047,0.04
ADAMTS14|140766,ENSG00000138316,ADAMTS14,140766,10,0.49,0.0047,0.04
ZNF687|57592,ENSG00000143373,ZNF687,57592,1,-0.11,0.0047,0.04
STXBP6|29091,ENSG00000168952,STXBP6,29091,14,0.57,0.0047,0.04
HINT1|3094,ENSG00000169567,HINT1,3094,5,0.16,0.0047,0.04
EMG1|10436,ENSG00000126749,EMG1,10436,12,0.15,0.0047,0.04
TLL1|7092,ENSG00000038295,TLL1,7092,4,-0.44,0.0048,0.04
MT2A|4502,ENSG00000125148,MT2A,4502,16,0.4,0.0048,0.04
CEP135|9662,ENSG00000174799,CEP135,9662,4,-0.18,0.0048,0.04
ZNF766|90321,ENSG00000196214,ZNF766,90321,19,0.095,0.0048,0.04
PRG2|5553,ENSG00000186652,PRG2,5553,11,0.38,0.0048,0.04
PI4KB|5298,ENSG00000143393,PI4KB,5298,1,-0.089,0.0048,0.04
TGM2|7052,ENSG00000198959,TGM2,7052,20,0.32,0.0048,0.04
HSD17B6|8630,ENSG00000025423,HSD17B6,8630,12,0.46,0.0048,0.04
MTHFD1L|25902,ENSG00000120254,MTHFD1L,25902,6,0.21,0.0048,0.04
KAT2B|8850,ENSG00000114166,KAT2B,8850,3,0.15,0.0048,0.04
RPL28|6158,ENSG00000108107,RPL28,6158,19,0.22,0.0048,0.04
AQP3|360,ENSG00000165272,AQP3,360,9,-0.37,0.0048,0.04
LOC93622|93622,NA,NA,NA,NA,0.13,0.0048,0.04
ABCA12|26154,ENSG00000144452,ABCA12,26154,2,0.56,0.0048,0.04
SH3BGRL2|83699,ENSG00000198478,SH3BGRL2,83699,6,-0.22,0.0049,0.04
RPL7|6129,ENSG00000147604,RPL7,6129,8,0.17,0.0049,0.041
OSR2|116039,ENSG00000164920,OSR2,116039,8,-0.45,0.0049,0.041
FAM22F|54754,ENSG00000130950,NUTM2F,54754,9,-0.32,0.0049,0.041
PC|5091,ENSG00000173599,PC,5091,11,-0.29,0.0049,0.041
NR1D1|9572,ENSG00000126368,NR1D1,9572,17,0.27,0.0049,0.041
NPM3|10360,ENSG00000107833,NPM3,10360,10,0.23,0.0049,0.041
ERGIC1|57222,ENSG00000113719,ERGIC1,57222,5,0.17,0.0049,0.041
PHF14|9678,ENSG00000106443,PHF14,9678,7,0.1,0.0049,0.041
FAM103A1|83640,ENSG00000169612,FAM103A1,83640,15,0.11,0.0049,0.041
RAC1|5879,ENSG00000136238,RAC1,5879,7,0.095,0.0049,0.041
ACTA2|59,ENSG00000107796,ACTA2,59,10,0.33,0.0049,0.041
G6PC|2538,ENSG00000131482,G6PC,2538,17,-0.82,0.005,0.041
GOT1|2805,ENSG00000120053,GOT1,2805,10,-0.23,0.005,0.041
C10orf72|196740,ENSG00000165633,VSTM4,196740,10,-0.26,0.005,0.041
SUMO3|6612,ENSG00000184900,SUMO3,6612,21,0.11,0.005,0.041
C11orf46|120534,ENSG00000152219,ARL14EP,120534,11,0.094,0.005,0.041
BRF1|2972,ENSG00000185024,BRF1,2972,14,-0.15,0.005,0.041
POLR2F|5435,ENSG00000100142,POLR2F,5435,22,0.16,0.005,0.041
NDUFAF2|91942,ENSG00000164182,NDUFAF2,91942,5,0.17,0.005,0.041
NCAPG|64151,ENSG00000109805,NCAPG,64151,4,0.3,0.005,0.041
TMEM65|157378,ENSG00000164983,TMEM65,157378,8,0.14,0.005,0.041
THUMPD3|25917,ENSG00000134077,THUMPD3,25917,3,0.12,0.005,0.041
RNF5|6048,ENSG00000223767,RNF5,6048,CHR_HSCHR6_MHC_APD_CTG1,-0.16,0.005,0.041
MRS2|57380,ENSG00000124532,MRS2,57380,6,-0.12,0.005,0.041
GFPT1|2673,ENSG00000198380,GFPT1,2673,2,-0.13,0.0051,0.042
TMEM45B|120224,ENSG00000151715,TMEM45B,120224,11,0.55,0.0051,0.042
SULF2|55959,ENSG00000196562,SULF2,55959,20,0.3,0.0051,0.042
ACO1|48,ENSG00000122729,ACO1,48,9,-0.18,0.0051,0.042
HSD11B1|3290,ENSG00000117594,HSD11B1,3290,1,0.51,0.0051,0.042
SYNE2|23224,ENSG00000054654,SYNE2,23224,14,-0.19,0.0051,0.042
DMRTC1B|728656,ENSG00000184911,DMRTC1B,728656,X,0.49,0.0051,0.042
LOC100130148|100130148,ENSG00000279685,MAPT-IT1,100130148,17,-0.42,0.0051,0.042
SOLH|6650,ENSG00000282214,CAPN15,6650,CHR_HSCHR16_CTG2,-0.19,0.0051,0.042
EFCAB2|84288,ENSG00000203666,EFCAB2,84288,1,0.17,0.0051,0.042
GM2A|2760,ENSG00000196743,GM2A,2760,5,0.17,0.0051,0.042
TUSC1|286319,ENSG00000198680,TUSC1,286319,9,-0.17,0.0051,0.042
ZADH2|284273,ENSG00000180011,ZADH2,284273,18,-0.13,0.0051,0.042
PAFAH1B3|5050,ENSG00000079462,PAFAH1B3,5050,19,0.22,0.0051,0.042
DNASE1L3|1776,ENSG00000163687,DNASE1L3,1776,3,-0.46,0.0051,0.042
MAPK13|5603,ENSG00000156711,MAPK13,5603,6,0.24,0.0052,0.042
C5orf35|133383,ENSG00000155542,SETD9,133383,5,0.22,0.0052,0.042
MYO7B|4648,ENSG00000169994,MYO7B,4648,2,-0.49,0.0052,0.042
AS3MT|57412,ENSG00000214435,AS3MT,57412,10,-0.25,0.0052,0.042
SMARCA4|6597,ENSG00000127616,SMARCA4,6597,19,-0.11,0.0052,0.042
BIRC5|332,ENSG00000089685,BIRC5,332,17,0.36,0.0052,0.042
COL5A2|1290,ENSG00000204262,COL5A2,1290,2,0.34,0.0052,0.042
KRT81|3887,ENSG00000205426,KRT81,3887,12,0.44,0.0052,0.042
EIF3G|8666,ENSG00000130811,EIF3G,8666,19,0.12,0.0052,0.042
DHRS11|79154,ENSG00000278535,DHRS11,79154,17,-0.2,0.0052,0.042
TCHP|84260,ENSG00000139437,TCHP,84260,12,-0.13,0.0052,0.042
HERC2|8924,ENSG00000128731,HERC2,8924,15,-0.14,0.0052,0.042
BPHL|670,ENSG00000137274,BPHL,670,6,-0.19,0.0052,0.042
RNF5P1|286140,NA,NA,NA,NA,-0.2,0.0052,0.042
SNX1|6642,ENSG00000028528,SNX1,6642,15,-0.074,0.0052,0.042
IDH1|3417,ENSG00000138413,IDH1,3417,2,0.18,0.0052,0.042
COL14A1|7373,ENSG00000187955,COL14A1,7373,8,0.47,0.0053,0.042
MYH15|22989,ENSG00000144821,MYH15,22989,3,-0.39,0.0053,0.043
IAH1|285148,ENSG00000134330,IAH1,285148,2,0.13,0.0053,0.043
KCNH8|131096,ENSG00000183960,KCNH8,131096,3,0.48,0.0053,0.043
GPLD1|2822,ENSG00000112293,GPLD1,2822,6,-0.34,0.0053,0.043
TREM2|54209,ENSG00000095970,TREM2,54209,6,0.33,0.0053,0.043
CHEK2|11200,ENSG00000183765,CHEK2,11200,22,0.21,0.0053,0.043
RAB37|326624,ENSG00000172794,RAB37,326624,17,0.27,0.0053,0.043
EPB41L5|57669,ENSG00000115109,EPB41L5,57669,2,-0.19,0.0053,0.043
SPAG6|9576,ENSG00000077327,SPAG6,9576,10,-0.45,0.0053,0.043
SLC45A3|85414,ENSG00000158715,SLC45A3,85414,1,-0.29,0.0054,0.043
TBXAS1|6916,ENSG00000059377,TBXAS1,6916,7,0.22,0.0054,0.043
LHX4|89884,ENSG00000121454,LHX4,89884,1,-0.34,0.0054,0.043
SLC33A1|9197,ENSG00000169359,SLC33A1,9197,3,-0.15,0.0054,0.043
MYH11|4629,ENSG00000133392,MYH11,4629,16,0.49,0.0054,0.043
PDS5A|23244,ENSG00000121892,PDS5A,23244,4,0.095,0.0054,0.043
ADCY5|111,ENSG00000173175,ADCY5,111,3,-0.49,0.0054,0.043
C14orf153|84334,ENSG00000256053,APOPT1,84334,14,0.16,0.0054,0.043
CASC5|57082,ENSG00000137812,CASC5,57082,15,0.36,0.0054,0.044
COMMD6|170622,ENSG00000188243,COMMD6,170622,13,0.13,0.0054,0.044
SP4|6671,ENSG00000105866,SP4,6671,7,0.19,0.0054,0.044
KIF11|3832,ENSG00000138160,KIF11,3832,10,0.25,0.0054,0.044
CCDC59|29080,ENSG00000133773,CCDC59,29080,12,0.12,0.0054,0.044
PPAP2C|8612,ENSG00000141934,PLPP2,8612,19,0.51,0.0055,0.044
PYROXD2|84795,ENSG00000119943,PYROXD2,84795,10,-0.3,0.0055,0.044
LTF|4057,ENSG00000012223,LTF,4057,3,0.7,0.0055,0.044
GREB1L|80000,ENSG00000141449,GREB1L,80000,18,0.63,0.0055,0.044
ELK1|2002,ENSG00000126767,ELK1,2002,X,0.12,0.0055,0.044
GLUL|2752,ENSG00000135821,GLUL,2752,1,0.21,0.0055,0.044
DEFB1|1672,ENSG00000164825,DEFB1,1672,8,0.61,0.0055,0.044
DAP|1611,ENSG00000112977,DAP,1611,5,0.14,0.0055,0.044
HN1|51155,ENSG00000189159,HN1,51155,17,0.22,0.0055,0.044
PSME1|5720,ENSG00000092010,PSME1,5720,14,0.12,0.0055,0.044
FYB|2533,ENSG00000082074,FYB,2533,5,0.32,0.0055,0.044
DCK|1633,ENSG00000156136,DCK,1633,4,0.17,0.0055,0.044
NETO2|81831,ENSG00000171208,NETO2,81831,16,0.31,0.0055,0.044
LRRC37A3|374819,ENSG00000176809,LRRC37A3,374819,17,-0.24,0.0055,0.044
ARHGAP11A|9824,ENSG00000275568,ARHGAP11A,9824,CHR_HSCHR15_4_CTG8,0.24,0.0055,0.044
C20orf152|140894,ENSG00000149646,CNBD2,140894,20,-0.27,0.0055,0.044
GULP1|51454,ENSG00000144366,GULP1,51454,2,0.36,0.0055,0.044
VCAM1|7412,ENSG00000162692,VCAM1,7412,1,-0.43,0.0055,0.044
PLN|5350,ENSG00000198523,PLN,5350,6,0.42,0.0055,0.044
RAB3C|115827,ENSG00000152932,RAB3C,115827,5,0.4,0.0055,0.044
NAT8|9027,ENSG00000144035,NAT8,9027,2,-0.78,0.0055,0.044
C8orf46|254778,ENSG00000169085,C8orf46,254778,8,0.38,0.0055,0.044
B4GALT4|8702,ENSG00000121578,B4GALT4,8702,3,-0.16,0.0055,0.044
IGFBP1|3484,ENSG00000146678,IGFBP1,3484,7,0.89,0.0056,0.044
C11orf80|79703,ENSG00000173715,C11orf80,79703,11,0.19,0.0056,0.044
FAM126A|84668,ENSG00000122591,FAM126A,84668,7,0.2,0.0056,0.044
MFAP4|4239,ENSG00000166482,MFAP4,4239,17,0.62,0.0056,0.044
C16orf5|29965,ENSG00000274336,CDIP1,29965,CHR_HSCHR16_3_CTG1,-0.17,0.0056,0.044
CYTIP|9595,ENSG00000115165,CYTIP,9595,2,0.27,0.0056,0.044
KLHDC7A|127707,ENSG00000179023,KLHDC7A,127707,1,-0.38,0.0056,0.044
GLTSCR2|29997,ENSG00000105373,GLTSCR2,29997,19,0.17,0.0056,0.044
A2LD1|87769,ENSG00000134864,GGACT,87769,13,0.28,0.0056,0.044
AURKA|6790,ENSG00000087586,AURKA,6790,20,0.24,0.0056,0.044
CNN1|1264,ENSG00000130176,CNN1,1264,19,0.44,0.0056,0.044
MARCH3|115123,ENSG00000173926,MARCH3,115123,5,0.21,0.0056,0.044
GIPR|2696,ENSG00000010310,GIPR,2696,19,-0.41,0.0057,0.044
CTDSP1|58190,ENSG00000144579,CTDSP1,58190,2,-0.13,0.0057,0.044
C9orf140|89958,ENSG00000186193,SAPCD2,89958,9,0.27,0.0057,0.044
DUSP8|1850,ENSG00000278165,DUSP8,1850,CHR_HSCHR11_2_CTG1_1,-0.29,0.0057,0.044
BCL2L15|440603,ENSG00000188761,BCL2L15,440603,1,0.43,0.0057,0.045
RAD51|5888,ENSG00000051180,RAD51,5888,15,0.24,0.0057,0.045
EXOSC1|51013,ENSG00000171311,EXOSC1,51013,10,0.14,0.0057,0.045
C1orf27|54953,ENSG00000157181,C1orf27,54953,1,-0.12,0.0057,0.045
LIAS|11019,ENSG00000121897,LIAS,11019,4,0.13,0.0057,0.045
C11orf45|219833,ENSG00000174370,C11orf45,219833,11,0.31,0.0057,0.045
OPA3|80207,ENSG00000125741,OPA3,80207,19,-0.12,0.0057,0.045
CYS1|192668,ENSG00000205795,CYS1,192668,2,-0.51,0.0057,0.045
HOXD1|3231,ENSG00000128645,HOXD1,3231,2,0.4,0.0057,0.045
ACAN|176,ENSG00000157766,ACAN,176,15,0.5,0.0057,0.045
TMEM117|84216,ENSG00000139173,TMEM117,84216,12,0.23,0.0058,0.045
RUNX2|860,ENSG00000124813,RUNX2,860,6,0.29,0.0058,0.045
ACMSD|130013,ENSG00000153086,ACMSD,130013,2,-0.62,0.0058,0.045
PABPC3|5042,ENSG00000151846,PABPC3,5042,13,0.17,0.0058,0.045
CISD2|493856,ENSG00000145354,CISD2,493856,4,-0.14,0.0058,0.045
ZNF638|27332,ENSG00000075292,ZNF638,27332,2,-0.11,0.0058,0.045
BNC2|54796,ENSG00000173068,BNC2,54796,9,0.28,0.0058,0.045
SRR|63826,ENSG00000167720,SRR,63826,17,-0.14,0.0058,0.045
MGAT1|4245,ENSG00000131446,MGAT1,4245,5,0.12,0.0058,0.045
GTF2E2|2961,ENSG00000197265,GTF2E2,2961,8,0.13,0.0058,0.045
GNGT2|2793,ENSG00000167083,GNGT2,2793,17,0.2,0.0058,0.045
TTC39A|22996,ENSG00000085831,TTC39A,22996,1,-0.31,0.0058,0.045
CIB1|10519,ENSG00000185043,CIB1,10519,15,0.18,0.0059,0.045
CBLN4|140689,ENSG00000054803,CBLN4,140689,20,0.54,0.0059,0.046
SPNS2|124976,ENSG00000183018,SPNS2,124976,17,-0.28,0.0059,0.046
PDRG1|81572,ENSG00000088356,PDRG1,81572,20,0.14,0.0059,0.046
WFDC3|140686,ENSG00000124116,WFDC3,140686,20,0.46,0.0059,0.046
LILRA4|23547,ENSG00000276798,LILRA4,23547,CHR_HSCHR19LRC_COX2_CTG3_1,0.45,0.0059,0.046
LOC100134368|100134368,ENSG00000236829,,100134368,16,0.28,0.0059,0.046
CAST|831,ENSG00000153113,CAST,831,5,0.12,0.0059,0.046
RAB32|10981,ENSG00000118508,RAB32,10981,6,0.15,0.0059,0.046
FRG1|2483,ENSG00000109536,FRG1,2483,4,0.1,0.0059,0.046
TYROBP|7305,ENSG00000011600,TYROBP,7305,19,0.27,0.0059,0.046
RPLP2|6181,ENSG00000177600,RPLP2,6181,11,0.2,0.006,0.046
JUN|3725,ENSG00000177606,JUN,3725,1,-0.25,0.006,0.046
BAIAP2|10458,ENSG00000175866,BAIAP2,10458,17,-0.22,0.006,0.046
RAP1A|5906,ENSG00000116473,RAP1A,5906,1,0.11,0.006,0.046
LILRB4|11006,ENSG00000186818,LILRB4,11006,19,0.35,0.006,0.046
FBXL5|26234,ENSG00000118564,FBXL5,26234,4,-0.17,0.006,0.046
TMEM20|159371,ENSG00000176273,SLC35G1,159371,10,0.16,0.006,0.046
ABRA|137735,ENSG00000174429,ABRA,137735,8,0.34,0.006,0.046
ZNF526|116115,ENSG00000167625,ZNF526,116115,19,0.097,0.006,0.046
ASAP2|8853,ENSG00000151693,ASAP2,8853,2,0.18,0.006,0.046
NOXA1|10811,ENSG00000188747,NOXA1,10811,9,-0.33,0.006,0.047
TNFAIP8|25816,ENSG00000145779,TNFAIP8,25816,5,0.2,0.0061,0.047
SLC15A2|6565,ENSG00000163406,SLC15A2,6565,3,-0.37,0.0061,0.047
SMO|6608,ENSG00000128602,SMO,6608,7,-0.22,0.0061,0.047
SLAMF8|56833,ENSG00000158714,SLAMF8,56833,1,0.35,0.0061,0.047
ATXN7L3B|552889,ENSG00000253719,ATXN7L3B,552889,12,-0.099,0.0061,0.047
PIGO|84720,ENSG00000165282,PIGO,84720,9,-0.15,0.0061,0.047
EPHA4|2043,ENSG00000116106,EPHA4,2043,2,-0.32,0.0061,0.047
MIR155HG|114614,ENSG00000234883,MIR155HG,114614,21,0.44,0.0062,0.047
AIP|9049,ENSG00000110711,AIP,9049,11,0.15,0.0062,0.047
BID|637,ENSG00000015475,BID,637,22,0.17,0.0062,0.047
BSDC1|55108,ENSG00000160058,BSDC1,55108,1,-0.082,0.0062,0.047
SUOX|6821,ENSG00000139531,SUOX,6821,12,-0.13,0.0062,0.047
SEPHS2|22928,ENSG00000179918,SEPHS2,22928,16,-0.18,0.0062,0.048
TSTD1|100131187,ENSG00000215845,TSTD1,100131187,1,-0.22,0.0062,0.048
STON1|11037,ENSG00000243244,STON1,11037,2,0.26,0.0062,0.048
TTLL12|23170,ENSG00000100304,TTLL12,23170,22,0.13,0.0062,0.048
RTN2|6253,ENSG00000125744,RTN2,6253,19,0.2,0.0062,0.048
NUP50|10762,ENSG00000093000,NUP50,10762,22,0.09,0.0062,0.048
SESTD1|91404,ENSG00000187231,SESTD1,91404,2,-0.19,0.0063,0.048
THYN1|29087,ENSG00000151500,THYN1,29087,11,0.13,0.0063,0.048
TM7SF3|51768,ENSG00000064115,TM7SF3,51768,12,-0.17,0.0063,0.048
SARNP|84324,ENSG00000205323,SARNP,84324,12,0.11,0.0063,0.048
CELF2|10659,ENSG00000048740,CELF2,10659,10,0.23,0.0063,0.048
C11orf70|85016,ENSG00000137691,C11orf70,85016,11,0.51,0.0063,0.048
ANKRD6|22881,ENSG00000135299,ANKRD6,22881,6,-0.18,0.0063,0.048
TTC9C|283237,ENSG00000162222,TTC9C,283237,11,0.099,0.0063,0.048
CHRM3|1131,ENSG00000133019,CHRM3,1131,1,-0.45,0.0063,0.048
NPTN|27020,ENSG00000156642,NPTN,27020,15,0.12,0.0063,0.048
ID4|3400,ENSG00000172201,ID4,3400,6,-0.35,0.0063,0.048
ZDHHC11|79844,ENSG00000188818,ZDHHC11,79844,5,-0.42,0.0063,0.048
SIGLEC10|89790,ENSG00000142512,SIGLEC10,89790,19,0.31,0.0064,0.048
SHCBP1|79801,ENSG00000171241,SHCBP1,79801,16,0.28,0.0064,0.048
DUSP10|11221,ENSG00000143507,DUSP10,11221,1,0.23,0.0064,0.048
KIFAP3|22920,ENSG00000075945,KIFAP3,22920,1,-0.11,0.0064,0.048
MFN2|9927,ENSG00000116688,MFN2,9927,1,-0.1,0.0064,0.048
SYNGR3|9143,ENSG00000127561,SYNGR3,9143,16,0.5,0.0064,0.048
CDNF|441549,ENSG00000185267,CDNF,441549,10,-0.21,0.0064,0.048
NUF2|83540,ENSG00000143228,NUF2,83540,1,0.34,0.0064,0.048
C20orf27|54976,ENSG00000101220,C20orf27,54976,20,0.14,0.0064,0.048
ODC1|4953,ENSG00000115758,ODC1,4953,2,-0.17,0.0064,0.048
GLA|2717,ENSG00000102393,GLA,2717,X,0.14,0.0064,0.048
ANXA2P1|303,NA,NA,NA,NA,0.22,0.0064,0.048
IP6K3|117283,ENSG00000161896,IP6K3,117283,6,-0.6,0.0064,0.049
CDYL2|124359,ENSG00000166446,CDYL2,124359,16,-0.32,0.0064,0.049
OSTF1|26578,ENSG00000134996,OSTF1,26578,9,0.1,0.0064,0.049
ORMDL3|94103,ENSG00000172057,ORMDL3,94103,17,-0.11,0.0064,0.049
C1QL1|10882,ENSG00000131094,C1QL1,10882,17,0.74,0.0065,0.049
ZBTB22|9278,ENSG00000227780,ZBTB22,9278,CHR_HSCHR6_MHC_DBB_CTG1,-0.12,0.0065,0.049
TMEM100|55273,ENSG00000166292,TMEM100,55273,17,0.45,0.0065,0.049
ZBTB20|26137,ENSG00000181722,ZBTB20,26137,3,-0.27,0.0065,0.049
MED4|29079,ENSG00000136146,MED4,29079,13,0.089,0.0065,0.049
SCARNA10|692148,ENSG00000239002,SCARNA10,692148,12,0.39,0.0065,0.049
DFNA5|1687,ENSG00000105928,DFNA5,1687,7,0.25,0.0065,0.049
ANKFY1|51479,ENSG00000185722,ANKFY1,51479,17,-0.11,0.0065,0.049
XYLB|9942,ENSG00000093217,XYLB,9942,3,-0.29,0.0065,0.049
RUSC2|9853,ENSG00000198853,RUSC2,9853,9,-0.17,0.0065,0.049
C22orf43|51233,ENSG00000189269,DRICH1,51233,22,-0.4,0.0065,0.049
POLR2J|5439,ENSG00000005075,POLR2J,5439,7,0.19,0.0065,0.049
FKBP4|2288,ENSG00000004478,FKBP4,2288,12,0.13,0.0065,0.049
C6orf186|728464,ENSG00000053328,METTL24,728464,6,-0.4,0.0065,0.049
SLC8A1|6546,ENSG00000183023,SLC8A1,6546,2,0.27,0.0065,0.049
RHOBTB2|23221,ENSG00000008853,RHOBTB2,23221,8,-0.17,0.0066,0.049
ENOSF1|55556,ENSG00000132199,ENOSF1,55556,18,-0.22,0.0066,0.049
SRPX2|27286,ENSG00000102359,SRPX2,27286,X,0.53,0.0066,0.049
ECH1|1891,ENSG00000104823,ECH1,1891,19,-0.18,0.0066,0.049
SNRPB|6628,ENSG00000125835,SNRPB,6628,20,0.16,0.0066,0.049
MYBL2|4605,ENSG00000101057,MYBL2,4605,20,0.38,0.0066,0.049
EYA4|2070,ENSG00000112319,EYA4,2070,6,-0.45,0.0066,0.049
OXSR1|9943,ENSG00000172939,OXSR1,9943,3,-0.098,0.0066,0.049
C14orf105|55195,ENSG00000100557,C14orf105,55195,14,-0.31,0.0066,0.049
CPOX|1371,ENSG00000080819,CPOX,1371,3,0.15,0.0066,0.049
A4GNT|51146,ENSG00000118017,A4GNT,51146,3,-0.45,0.0066,0.049
LAMP2|3920,ENSG00000005893,LAMP2,3920,X,0.14,0.0066,0.049
ZNF611|81856,ENSG00000213020,ZNF611,81856,19,0.2,0.0067,0.05
CDR1|1038,ENSG00000184258,CDR1,1038,X,-0.53,0.0067,0.05
TLE6|79816,ENSG00000104953,TLE6,79816,19,0.38,0.0067,0.05
DIS3L2|129563,ENSG00000144535,DIS3L2,129563,2,-0.1,0.0067,0.05
RAB1A|5861,ENSG00000138069,RAB1A,5861,2,-0.091,0.0067,0.05
S100A13|6284,ENSG00000189171,S100A13,6284,1,0.2,0.0067,0.05
SCGN|10590,ENSG00000079689,SCGN,10590,6,-0.84,0.0067,0.05
QPRT|23475,ENSG00000103485,QPRT,23475,16,-0.36,0.0067,0.05
NME2P1|283458,NA,NA,NA,NA,0.24,0.0067,0.05
KIAA0020|9933,ENSG00000080608,PUM3,9933,9,-0.13,0.0067,0.05
NRIP3|56675,ENSG00000175352,NRIP3,56675,11,0.32,0.0067,0.05
C7orf31|136895,ENSG00000153790,C7orf31,136895,7,0.18,0.0068,0.05
XKR9|389668,ENSG00000221947,XKR9,389668,8,0.41,0.0068,0.05
CECR7|100130418,ENSG00000237438,CECR7,100130418,22,0.42,0.0068,0.05
IGSF6|10261,ENSG00000140749,IGSF6,10261,16,0.32,0.0068,0.05
