,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
ACCN1|40,ENSG00000108684,ASIC2,40,17,0.58,0.0025,0.025
TMEM177|80775,ENSG00000144120,TMEM177,80775,2,-0.18,0.0025,0.025
LPAR2|9170,ENSG00000064547,LPAR2,9170,19,0.27,0.0025,0.026
LTBP1|4052,ENSG00000049323,LTBP1,4052,2,0.4,0.0025,0.026
ACO2|50,ENSG00000100412,ACO2,50,22,-0.19,0.0025,0.026
RPL19|6143,ENSG00000108298,RPL19,6143,17,0.17,0.0025,0.026
ACSL1|2180,ENSG00000151726,ACSL1,2180,4,-0.29,0.0025,0.026
NFE2L3|9603,ENSG00000050344,NFE2L3,9603,7,0.3,0.0025,0.026
LPHN2|23266,ENSG00000117114,ADGRL2,23266,1,-0.21,0.0025,0.026
ZNF321|399669,ENSG00000213801,ZNF321P,399669,19,0.26,0.0025,0.026
DRP2|1821,ENSG00000102385,DRP2,1821,X,0.42,0.0025,0.026
LUZP6|767558,ENSG00000267697,LUZP6,767558,7,0.15,0.0025,0.026
ZFYVE27|118813,ENSG00000155256,ZFYVE27,118813,10,-0.14,0.0025,0.026
TMEM8B|51754,ENSG00000137103,TMEM8B,51754,9,-0.22,0.0025,0.026
LOC100130238|100130238,NA,NA,NA,NA,-0.65,0.0025,0.026
PLIN3|10226,ENSG00000105355,PLIN3,10226,19,0.19,0.0025,0.026
PGRMC1|10857,ENSG00000101856,PGRMC1,10857,X,-0.18,0.0025,0.026
MME|4311,ENSG00000196549,MME,4311,3,-0.54,0.0025,0.026
TNIK|23043,ENSG00000154310,TNIK,23043,3,-0.3,0.0025,0.026
MLF1IP|79682,ENSG00000151725,CENPU,79682,4,0.23,0.0026,0.026
ATL3|25923,ENSG00000184743,ATL3,25923,11,0.17,0.0026,0.026
KIF26B|55083,ENSG00000162849,KIF26B,55083,1,0.4,0.0026,0.026
HAPLN1|1404,ENSG00000145681,HAPLN1,1404,5,0.6,0.0026,0.026
CDK2AP1|8099,ENSG00000111328,CDK2AP1,8099,12,0.14,0.0026,0.026
NCDN|23154,ENSG00000020129,NCDN,23154,1,-0.14,0.0026,0.026
MARK2|2011,ENSG00000072518,MARK2,2011,11,-0.098,0.0026,0.026
CCDC64B|146439,ENSG00000162069,CCDC64B,146439,16,0.59,0.0026,0.026
DOCK10|55619,ENSG00000135905,DOCK10,55619,2,0.24,0.0026,0.026
LGR4|55366,ENSG00000205213,LGR4,55366,11,-0.24,0.0026,0.026
ORC4L|5000,ENSG00000115947,ORC4,5000,2,-0.13,0.0026,0.026
NRTN|4902,ENSG00000171119,NRTN,4902,19,-0.43,0.0026,0.026
CLDN19|149461,ENSG00000164007,CLDN19,149461,1,-0.74,0.0026,0.026
TRIM39|56658,ENSG00000224994,TRIM39,56658,CHR_HSCHR6_MHC_COX_CTG1,-0.1,0.0026,0.026
BZW2|28969,ENSG00000136261,BZW2,28969,7,0.16,0.0026,0.027
NCRNA00086|399668,NA,NA,NA,NA,-0.34,0.0026,0.027
AKT2|208,ENSG00000105221,AKT2,208,19,-0.12,0.0026,0.027
FLJ36031|168455,ENSG00000253276,CCDC71L,168455,7,0.22,0.0026,0.027
TMEM192|201931,ENSG00000170088,TMEM192,201931,4,-0.19,0.0026,0.027
SCCPDH|51097,ENSG00000143653,SCCPDH,51097,1,0.14,0.0026,0.027
IFT57|55081,ENSG00000114446,IFT57,55081,3,-0.15,0.0026,0.027
MINA|84864,ENSG00000170854,MINA,84864,3,0.2,0.0026,0.027
LOC100216001|100216001,ENSG00000231298,LINC00704,100216001,10,0.47,0.0027,0.027
MSRB3|253827,ENSG00000174099,MSRB3,253827,12,0.3,0.0027,0.027
MGLL|11343,ENSG00000074416,MGLL,11343,3,-0.2,0.0027,0.027
FMOD|2331,ENSG00000122176,FMOD,2331,1,0.56,0.0027,0.027
SMYD4|114826,ENSG00000186532,SMYD4,114826,17,0.13,0.0027,0.027
CXXC5|51523,ENSG00000171604,CXXC5,51523,5,-0.19,0.0027,0.027
PBX3|5090,ENSG00000167081,PBX3,5090,9,0.19,0.0027,0.027
WDR45|11152,ENSG00000196998,WDR45,11152,X,0.14,0.0027,0.027
WDR41|55255,ENSG00000164253,WDR41,55255,5,0.12,0.0027,0.027
REXO2|25996,ENSG00000076043,REXO2,25996,11,-0.14,0.0027,0.027
NEK8|284086,ENSG00000160602,NEK8,284086,17,-0.2,0.0027,0.027
BASP1|10409,ENSG00000176788,BASP1,10409,5,0.39,0.0027,0.027
ZC3H12B|340554,ENSG00000102053,ZC3H12B,340554,X,-0.32,0.0027,0.027
ITGB4|3691,ENSG00000132470,ITGB4,3691,17,0.36,0.0027,0.027
IGFBP3|3486,ENSG00000146674,IGFBP3,3486,7,0.41,0.0027,0.027
DNAJC22|79962,ENSG00000178401,DNAJC22,79962,12,-0.37,0.0028,0.028
SPSB1|80176,ENSG00000171621,SPSB1,80176,1,0.35,0.0028,0.028
CX3CL1|6376,ENSG00000006210,CX3CL1,6376,16,-0.26,0.0028,0.028
C18orf56|494514,NA,NA,NA,NA,-0.32,0.0028,0.028
FANCF|2188,ENSG00000183161,FANCF,2188,11,0.12,0.0028,0.028
C8orf47|203111,ENSG00000177459,ERICH5,203111,8,-0.64,0.0028,0.028
C7orf10|79783,ENSG00000175600,SUGCT,79783,7,-0.39,0.0028,0.028
DNAJC6|9829,ENSG00000116675,DNAJC6,9829,1,0.33,0.0028,0.028
NHEJ1|79840,ENSG00000187736,NHEJ1,79840,2,-0.19,0.0028,0.028
GPR109A|338442,ENSG00000182782,HCAR2,338442,12,0.54,0.0028,0.028
TXN|7295,ENSG00000136810,TXN,7295,9,-0.22,0.0028,0.028
PXN|5829,ENSG00000089159,PXN,5829,12,0.16,0.0028,0.028
CENPW|387103,ENSG00000203760,CENPW,387103,6,0.26,0.0028,0.028
EMR1|2015,ENSG00000174837,ADGRE1,2015,19,0.43,0.0028,0.028
CDH9|1007,ENSG00000113100,CDH9,1007,5,-0.73,0.0028,0.028
WNT2B|7482,ENSG00000134245,WNT2B,7482,1,0.49,0.0028,0.028
KIAA1161|57462,ENSG00000164976,KIAA1161,57462,9,-0.26,0.0028,0.028
GCNT1|2650,ENSG00000187210,GCNT1,2650,9,0.34,0.0029,0.028
RPL11|6135,ENSG00000142676,RPL11,6135,1,0.16,0.0029,0.028
CPEB2|132864,ENSG00000137449,CPEB2,132864,4,-0.21,0.0029,0.028
NAA20|51126,ENSG00000173418,NAA20,51126,20,0.11,0.0029,0.028
CORIN|10699,ENSG00000145244,CORIN,10699,4,0.26,0.0029,0.028
COPS6|10980,ENSG00000168090,COPS6,10980,7,0.13,0.0029,0.028
IVD|3712,ENSG00000128928,IVD,3712,15,-0.15,0.0029,0.028
TTC1|7265,ENSG00000113312,TTC1,7265,5,0.13,0.0029,0.028
GOLGA1|2800,ENSG00000136935,GOLGA1,2800,9,-0.11,0.0029,0.029
C6orf192|116843,ENSG00000146409,SLC18B1,116843,6,0.18,0.0029,0.029
CENPK|64105,ENSG00000123219,CENPK,64105,5,0.3,0.0029,0.029
GNE|10020,ENSG00000159921,GNE,10020,9,-0.18,0.0029,0.029
ARHGAP24|83478,ENSG00000138639,ARHGAP24,83478,4,-0.23,0.0029,0.029
KAAG1|353219,ENSG00000146049,KAAG1,353219,6,-0.38,0.0029,0.029
CENPV|201161,ENSG00000166582,CENPV,201161,17,-0.46,0.0029,0.029
DTD1|92675,ENSG00000125821,DTD1,92675,20,0.14,0.0029,0.029
DSCR6|53820,ENSG00000183145,RIPPLY3,53820,21,-0.4,0.0029,0.029
ZNF418|147686,ENSG00000196724,ZNF418,147686,19,-0.32,0.003,0.029
GALK2|2585,ENSG00000156958,GALK2,2585,15,-0.12,0.003,0.029
GON4L|54856,ENSG00000116580,GON4L,54856,1,-0.16,0.003,0.029
DEPDC1B|55789,ENSG00000035499,DEPDC1B,55789,5,0.34,0.003,0.029
AGTR1|185,ENSG00000144891,AGTR1,185,3,-0.59,0.003,0.029
PSMA2|5683,ENSG00000106588,PSMA2,5683,7,0.11,0.003,0.029
STK4|6789,ENSG00000101109,STK4,6789,20,0.14,0.003,0.029
LOC653786|653786,ENSG00000257838,,653786,16,0.38,0.003,0.029
SNRPD2|6633,ENSG00000125743,SNRPD2,6633,19,0.18,0.003,0.029
LMCD1|29995,ENSG00000071282,LMCD1,29995,3,0.22,0.003,0.029
AGXT2|64902,ENSG00000113492,AGXT2,64902,5,-0.81,0.0031,0.03
TMIGD1|388364,ENSG00000182271,TMIGD1,388364,17,-0.48,0.0031,0.03
RPS20|6224,ENSG00000008988,RPS20,6224,8,0.21,0.0031,0.03
TOM1L2|146691,ENSG00000175662,TOM1L2,146691,17,-0.15,0.0031,0.03
FBN1|2200,ENSG00000166147,FBN1,2200,15,0.33,0.0031,0.03
MGAT3|4248,ENSG00000128268,MGAT3,4248,22,0.47,0.0031,0.03
TMEM91|641649,ENSG00000142046,TMEM91,641649,19,0.44,0.0031,0.03
DDX31|64794,ENSG00000125485,DDX31,64794,9,-0.14,0.0031,0.03
INSIG1|3638,ENSG00000186480,INSIG1,3638,7,0.2,0.0031,0.03
MCTS1|28985,ENSG00000232119,MCTS1,28985,X,0.12,0.0031,0.03
METTL9|51108,ENSG00000197006,METTL9,51108,16,-0.16,0.0031,0.03
KLF10|7071,ENSG00000155090,KLF10,7071,8,-0.27,0.0031,0.03
KLHL2|11275,ENSG00000109466,KLHL2,11275,4,0.16,0.0031,0.03
OR51E1|143503,ENSG00000180785,OR51E1,143503,11,0.38,0.0031,0.03
TCTA|6988,ENSG00000145022,TCTA,6988,3,-0.16,0.0031,0.03
LAMB3|3914,ENSG00000196878,LAMB3,3914,1,0.56,0.0031,0.03
WDR73|84942,ENSG00000177082,WDR73,84942,15,-0.12,0.0031,0.03
FRMD4B|23150,ENSG00000114541,FRMD4B,23150,3,-0.22,0.0031,0.03
FN3KRP|79672,ENSG00000141560,FN3KRP,79672,17,-0.12,0.0032,0.03
WWC3|55841,ENSG00000047644,WWC3,55841,X,0.15,0.0032,0.03
MT3|4504,ENSG00000087250,MT3,4504,16,0.94,0.0032,0.03
COG8|84342,ENSG00000213380,COG8,84342,16,-0.13,0.0032,0.031
TSPYL1|7259,ENSG00000189241,TSPYL1,7259,6,-0.18,0.0032,0.031
ASAH1|427,ENSG00000104763,ASAH1,427,8,-0.23,0.0032,0.031
AK3|50808,ENSG00000147853,AK3,50808,9,-0.14,0.0032,0.031
ELL2|22936,ENSG00000118985,ELL2,22936,5,0.28,0.0032,0.031
ALDH7A1|501,ENSG00000164904,ALDH7A1,501,5,-0.15,0.0032,0.031
SAMSN1|64092,ENSG00000155307,SAMSN1,64092,21,0.32,0.0032,0.031
AIF1|199,ENSG00000235985,AIF1,199,CHR_HSCHR6_MHC_MCF_CTG1,0.27,0.0032,0.031
RYR2|6262,ENSG00000198626,RYR2,6262,1,0.68,0.0032,0.031
C16orf62|57020,ENSG00000103544,C16orf62,57020,16,-0.11,0.0033,0.031
NR4A1|3164,ENSG00000123358,NR4A1,3164,12,-0.5,0.0033,0.031
MND1|84057,ENSG00000121211,MND1,84057,4,0.33,0.0033,0.031
SEMA4G|57715,ENSG00000095539,SEMA4G,57715,10,-0.31,0.0033,0.031
CRNKL1|51340,ENSG00000101343,CRNKL1,51340,20,0.095,0.0033,0.031
ZFYVE9|9372,ENSG00000157077,ZFYVE9,9372,1,-0.17,0.0033,0.031
STEAP3|55240,ENSG00000115107,STEAP3,55240,2,0.5,0.0033,0.031
CDH15|1013,ENSG00000129910,CDH15,1013,16,0.55,0.0033,0.031
PLEKHH2|130271,ENSG00000152527,PLEKHH2,130271,2,-0.43,0.0033,0.031
UBTD1|80019,ENSG00000165886,UBTD1,80019,10,0.21,0.0033,0.031
KLF6|1316,ENSG00000067082,KLF6,1316,10,-0.26,0.0033,0.031
FREM1|158326,ENSG00000164946,FREM1,158326,9,-0.7,0.0033,0.031
HDAC9|9734,ENSG00000048052,HDAC9,9734,7,0.25,0.0033,0.031
CCRL2|9034,ENSG00000121797,CCRL2,9034,3,0.25,0.0033,0.032
ZCCHC4|29063,ENSG00000168228,ZCCHC4,29063,4,0.11,0.0033,0.032
CIB2|10518,ENSG00000136425,CIB2,10518,15,0.28,0.0033,0.032
FLNB|2317,ENSG00000136068,FLNB,2317,3,0.23,0.0033,0.032
LOC220429|220429,NA,NA,NA,NA,-0.25,0.0033,0.032
SLFN13|146857,ENSG00000154760,SLFN13,146857,17,-0.28,0.0033,0.032
IRAK4|51135,ENSG00000198001,IRAK4,51135,12,0.12,0.0033,0.032
CREB3L1|90993,ENSG00000157613,CREB3L1,90993,11,0.57,0.0034,0.032
IKBKAP|8518,ENSG00000070061,IKBKAP,8518,9,-0.12,0.0034,0.032
RNF113A|7737,ENSG00000125352,RNF113A,7737,X,0.12,0.0034,0.032
C9orf125|84302,ENSG00000165152,TMEM246,84302,9,-0.4,0.0034,0.032
C4orf46|201725,ENSG00000205208,C4orf46,201725,4,0.13,0.0034,0.032
KIAA1967|57805,ENSG00000158941,CCAR2,57805,8,-0.11,0.0034,0.032
SF1|7536,ENSG00000168066,SF1,7536,11,-0.1,0.0034,0.032
TMEM170A|124491,ENSG00000166822,TMEM170A,124491,16,-0.11,0.0034,0.032
PID1|55022,ENSG00000153823,PID1,55022,2,0.31,0.0034,0.032
BAT5|7920,ENSG00000236063,ABHD16A,7920,CHR_HSCHR6_MHC_MCF_CTG1,-0.11,0.0034,0.032
CKAP2L|150468,ENSG00000169607,CKAP2L,150468,2,0.34,0.0034,0.032
CYP27A1|1593,ENSG00000135929,CYP27A1,1593,2,-0.3,0.0034,0.032
RARRES3|5920,ENSG00000133321,RARRES3,5920,11,0.31,0.0034,0.032
ANO9|338440,ENSG00000185101,ANO9,338440,11,-0.5,0.0034,0.032
TPD52L1|7164,ENSG00000111907,TPD52L1,7164,6,0.39,0.0035,0.032
AKR7A2|8574,ENSG00000053371,AKR7A2,8574,1,-0.21,0.0035,0.033
EXOSC8|11340,ENSG00000120699,EXOSC8,11340,13,0.14,0.0035,0.033
HMGB1|3146,ENSG00000189403,HMGB1,3146,13,0.092,0.0035,0.033
PAR5|8123,ENSG00000279192,PWAR5,8123,15,-0.38,0.0035,0.033
SLC25A13|10165,ENSG00000004864,SLC25A13,10165,7,-0.15,0.0035,0.033
ETV6|2120,ENSG00000139083,ETV6,2120,12,0.17,0.0035,0.033
C5orf28|64417,ENSG00000151881,C5orf28,64417,5,0.15,0.0035,0.033
MYBL1|4603,ENSG00000185697,MYBL1,4603,8,0.27,0.0035,0.033
EDAR|10913,ENSG00000135960,EDAR,10913,2,-0.62,0.0035,0.033
PRR11|55771,ENSG00000068489,PRR11,55771,17,0.48,0.0035,0.033
RALA|5898,ENSG00000006451,RALA,5898,7,0.14,0.0035,0.033
DRAM1|55332,ENSG00000136048,DRAM1,55332,12,-0.17,0.0035,0.033
ALS2|57679,ENSG00000003393,ALS2,57679,2,-0.13,0.0035,0.033
C11orf54|28970,ENSG00000182919,C11orf54,28970,11,-0.28,0.0035,0.033
CCDC34|91057,ENSG00000109881,CCDC34,91057,11,0.2,0.0035,0.033
XK|7504,ENSG00000047597,XK,7504,X,0.57,0.0035,0.033
GALNT1|2589,ENSG00000141429,GALNT1,2589,18,0.15,0.0036,0.033
LIMS3|96626,ENSG00000256977,LIMS3,96626,2,0.48,0.0036,0.033
PCK1|5105,ENSG00000124253,PCK1,5105,20,-0.79,0.0036,0.033
JMJD5|79831,ENSG00000155666,KDM8,79831,16,-0.14,0.0036,0.033
CCDC36|339834,ENSG00000173421,CCDC36,339834,3,-0.33,0.0036,0.033
SLC26A9|115019,ENSG00000174502,SLC26A9,115019,1,-0.67,0.0036,0.033
RGS20|8601,ENSG00000147509,RGS20,8601,8,0.54,0.0036,0.033
TREH|11181,ENSG00000118094,TREH,11181,11,-0.76,0.0036,0.033
GPR35|2859,ENSG00000178623,GPR35,2859,2,0.55,0.0036,0.033
PI15|51050,ENSG00000137558,PI15,51050,8,0.66,0.0036,0.033
CHL1|10752,ENSG00000134121,CHL1,10752,3,-0.58,0.0036,0.034
PLB1|151056,ENSG00000163803,PLB1,151056,2,0.29,0.0036,0.034
B3GNT8|374907,ENSG00000177191,B3GNT8,374907,19,0.33,0.0036,0.034
LOC283922|283922,NA,NA,NA,NA,-0.31,0.0036,0.034
SPHK2|56848,ENSG00000063176,SPHK2,56848,19,-0.15,0.0036,0.034
STK17A|9263,ENSG00000164543,STK17A,9263,7,0.2,0.0036,0.034
C4orf39|152756,ENSG00000250486,FAM218A,152756,4,0.33,0.0037,0.034
PPM1J|333926,ENSG00000155367,PPM1J,333926,1,0.32,0.0037,0.034
ATP1A2|477,ENSG00000018625,ATP1A2,477,1,0.5,0.0037,0.034
DAPK2|23604,ENSG00000035664,DAPK2,23604,15,0.39,0.0037,0.034
RAP2C|57826,ENSG00000123728,RAP2C,57826,X,0.14,0.0037,0.034
CDK20|23552,ENSG00000156345,CDK20,23552,9,-0.19,0.0037,0.034
ZNF490|57474,ENSG00000188033,ZNF490,57474,19,0.13,0.0037,0.034
WDR48|57599,ENSG00000114742,WDR48,57599,3,0.11,0.0037,0.034
GPNMB|10457,ENSG00000136235,GPNMB,10457,7,0.47,0.0037,0.034
SAMD11|148398,ENSG00000187634,SAMD11,148398,1,-0.57,0.0037,0.034
AMZ2P1|201283,ENSG00000214174,AMZ2P1,201283,17,0.15,0.0037,0.034
ARHGEF2|9181,ENSG00000116584,ARHGEF2,9181,1,0.16,0.0037,0.034
ATP6V0D2|245972,ENSG00000147614,ATP6V0D2,245972,8,0.89,0.0037,0.034
DUSP3|1845,ENSG00000108861,DUSP3,1845,17,-0.12,0.0037,0.034
HIGD2A|192286,ENSG00000146066,HIGD2A,192286,5,0.2,0.0037,0.034
SDHC|6391,ENSG00000143252,SDHC,6391,1,-0.15,0.0037,0.034
SLC22A5|6584,ENSG00000197375,SLC22A5,6584,5,-0.27,0.0037,0.034
EIF2S2|8894,ENSG00000125977,EIF2S2,8894,20,0.095,0.0037,0.034
RELL1|768211,ENSG00000181826,RELL1,768211,4,0.15,0.0038,0.034
YWHAZ|7534,ENSG00000164924,YWHAZ,7534,8,0.11,0.0038,0.034
SLC25A16|8034,ENSG00000122912,SLC25A16,8034,10,-0.17,0.0038,0.034
SLC4A7|9497,ENSG00000033867,SLC4A7,9497,3,0.27,0.0038,0.034
CYP2C8|1558,ENSG00000138115,CYP2C8,1558,10,-0.58,0.0038,0.034
QSOX1|5768,ENSG00000116260,QSOX1,5768,1,0.26,0.0038,0.034
AHR|196,ENSG00000106546,AHR,196,7,0.21,0.0038,0.034
IPO5|3843,ENSG00000065150,IPO5,3843,13,0.14,0.0038,0.034
ZNF2|7549,ENSG00000275111,ZNF2,7549,2,0.092,0.0038,0.034
TACO1|51204,ENSG00000136463,TACO1,51204,17,-0.15,0.0038,0.034
MGC4473|79100,ENSG00000225826,LINC00626,79100,1,0.64,0.0038,0.034
CDKN2AIPNL|91368,ENSG00000237190,CDKN2AIPNL,91368,5,0.14,0.0038,0.034
KLHDC9|126823,ENSG00000162755,KLHDC9,126823,1,-0.26,0.0038,0.035
FLJ90757|440465,ENSG00000226137,BAIAP2-AS1,440465,17,-0.15,0.0038,0.035
KCNK7|10089,ENSG00000173338,KCNK7,10089,11,-0.31,0.0038,0.035
TMIE|259236,ENSG00000181585,TMIE,259236,3,0.4,0.0038,0.035
SSPN|8082,ENSG00000123096,SSPN,8082,12,0.27,0.0038,0.035
ACSBG1|23205,ENSG00000103740,ACSBG1,23205,15,0.34,0.0038,0.035
TAF6L|10629,ENSG00000162227,TAF6L,10629,11,-0.15,0.0038,0.035
NDP|4693,ENSG00000124479,NDP,4693,X,0.53,0.0038,0.035
FZD7|8324,ENSG00000155760,FZD7,8324,2,0.27,0.0038,0.035
ATP7B|540,ENSG00000123191,ATP7B,540,13,-0.25,0.0038,0.035
RGS10|6001,ENSG00000148908,RGS10,6001,10,0.26,0.0039,0.035
TMEM61|199964,ENSG00000143001,TMEM61,199964,1,0.68,0.0039,0.035
KDM6B|23135,ENSG00000132510,KDM6B,23135,17,-0.21,0.0039,0.035
TMEM86A|144110,ENSG00000151117,TMEM86A,144110,11,0.23,0.0039,0.035
C12orf57|113246,ENSG00000111678,C12orf57,113246,12,0.21,0.0039,0.035
LEMD2|221496,ENSG00000161904,LEMD2,221496,6,-0.13,0.0039,0.035
MS4A4A|51338,ENSG00000110079,MS4A4A,51338,11,0.32,0.0039,0.035
ENTPD8|377841,ENSG00000188833,ENTPD8,377841,9,-0.51,0.0039,0.035
APOC2|344,ENSG00000224916,APOC4-APOC2,344,19,0.53,0.0039,0.035
SLC3A1|6519,ENSG00000138079,SLC3A1,6519,2,-0.47,0.0039,0.035
FMO3|2328,ENSG00000007933,FMO3,2328,1,0.45,0.0039,0.035
ROGDI|79641,ENSG00000067836,ROGDI,79641,16,-0.21,0.0039,0.035
PNPLA7|375775,ENSG00000130653,PNPLA7,375775,9,-0.39,0.0039,0.035
GBAS|2631,ENSG00000146729,GBAS,2631,7,0.21,0.004,0.035
PDZD11|51248,ENSG00000120509,PDZD11,51248,X,0.14,0.004,0.035
C16orf71|146562,ENSG00000166246,C16orf71,146562,16,-0.26,0.004,0.035
BMPR1B|658,ENSG00000138696,BMPR1B,658,4,0.77,0.004,0.036
NACAP1|83955,NA,NA,NA,NA,0.15,0.004,0.036
C19orf33|64073,ENSG00000167644,C19orf33,64073,19,0.58,0.004,0.036
CBFB|865,ENSG00000067955,CBFB,865,16,0.13,0.004,0.036
SHMT1|6470,ENSG00000176974,SHMT1,6470,17,-0.27,0.004,0.036
ID1|3397,ENSG00000125968,ID1,3397,20,-0.34,0.004,0.036
IGSF1|3547,ENSG00000147255,IGSF1,3547,X,-0.48,0.004,0.036
KLC2|64837,ENSG00000174996,KLC2,64837,11,-0.15,0.004,0.036
CHRDL2|25884,ENSG00000054938,CHRDL2,25884,11,0.72,0.004,0.036
CC2D2A|57545,ENSG00000048342,CC2D2A,57545,4,-0.2,0.004,0.036
RGPD1|400966,ENSG00000187627,RGPD1,400966,2,-0.22,0.004,0.036
RNF121|55298,ENSG00000137522,RNF121,55298,11,-0.11,0.004,0.036
SSRP1|6749,ENSG00000149136,SSRP1,6749,11,0.099,0.0041,0.036
CD82|3732,ENSG00000085117,CD82,3732,11,0.3,0.0041,0.036
ECHDC1|55862,ENSG00000093144,ECHDC1,55862,6,-0.12,0.0041,0.036
MECOM|2122,ENSG00000085276,MECOM,2122,3,0.31,0.0041,0.036
ANKRD24|170961,ENSG00000089847,ANKRD24,170961,19,-0.34,0.0041,0.036
SERPINA6|866,ENSG00000277405,SERPINA6,866,CHR_HSCHR14_7_CTG1,-0.7,0.0041,0.036
TIMP4|7079,ENSG00000157150,TIMP4,7079,3,-0.4,0.0041,0.036
AURKB|9212,ENSG00000178999,AURKB,9212,17,0.37,0.0041,0.036
SEC16A|9919,ENSG00000148396,SEC16A,9919,9,-0.1,0.0041,0.037
TGFBR1|7046,ENSG00000106799,TGFBR1,7046,9,0.15,0.0041,0.037
KIF24|347240,ENSG00000186638,KIF24,347240,9,-0.18,0.0041,0.037
KIF4B|285643,ENSG00000226650,KIF4B,285643,5,0.28,0.0042,0.037
PIGQ|9091,ENSG00000007541,PIGQ,9091,16,-0.18,0.0042,0.037
SNX15|29907,ENSG00000110025,SNX15,29907,11,0.12,0.0042,0.037
LOC388789|388789,NA,NA,NA,NA,0.14,0.0042,0.037
ARHGAP18|93663,ENSG00000146376,ARHGAP18,93663,6,0.2,0.0042,0.037
IFI30|10437,ENSG00000216490,IFI30,10437,19,0.28,0.0042,0.037
PIGT|51604,ENSG00000124155,PIGT,51604,20,0.14,0.0042,0.037
FUCA1|2517,ENSG00000179163,FUCA1,2517,1,0.18,0.0042,0.037
KPNA6|23633,ENSG00000025800,KPNA6,23633,1,-0.1,0.0042,0.037
TMEM185B|79134,ENSG00000226479,TMEM185B,79134,2,-0.13,0.0042,0.037
RPL23AP82|284942,NA,NA,NA,NA,0.13,0.0042,0.037
MSL3|10943,ENSG00000005302,MSL3,10943,X,0.11,0.0042,0.037
RNF24|11237,ENSG00000101236,RNF24,11237,20,0.22,0.0042,0.037
PSMA1|5682,ENSG00000129084,PSMA1,5682,11,0.092,0.0042,0.037
SSR2|6746,ENSG00000163479,SSR2,6746,1,0.14,0.0042,0.037
PSMD5|5711,ENSG00000095261,PSMD5,5711,9,0.13,0.0042,0.037
CAPN14|440854,ENSG00000214711,CAPN14,440854,2,0.56,0.0042,0.037
PPP2R3A|5523,ENSG00000073711,PPP2R3A,5523,3,-0.24,0.0042,0.037
ACOX1|51,ENSG00000161533,ACOX1,51,17,-0.11,0.0042,0.037
SETD3|84193,ENSG00000183576,SETD3,84193,14,-0.15,0.0043,0.037
C6orf217|100131814,ENSG00000231028,LINC00271,100131814,6,-0.3,0.0043,0.037
FGFR3|2261,ENSG00000068078,FGFR3,2261,4,-0.43,0.0043,0.037
KCNC3|3748,ENSG00000131398,KCNC3,3748,19,0.35,0.0043,0.037
RWDD2B|10069,ENSG00000156253,RWDD2B,10069,21,0.13,0.0043,0.037
RPS15|6209,ENSG00000115268,RPS15,6209,19,0.22,0.0043,0.037
ZWILCH|55055,ENSG00000174442,ZWILCH,55055,15,0.14,0.0043,0.037
PTPN13|5783,ENSG00000163629,PTPN13,5783,4,-0.24,0.0043,0.037
GPER|2852,ENSG00000164850,GPER1,2852,7,-0.36,0.0043,0.037
RHBDL1|9028,ENSG00000103269,RHBDL1,9028,16,-0.44,0.0043,0.037
FOXL1|2300,ENSG00000176678,FOXL1,2300,16,0.39,0.0043,0.037
SRRM2|23524,ENSG00000167978,SRRM2,23524,16,-0.19,0.0043,0.037
LRRC2|79442,ENSG00000163827,LRRC2,79442,3,0.56,0.0043,0.037
SEPT9|10801,ENSG00000282302,SEPT9,10801,CHR_HSCHR17_3_CTG4,0.13,0.0043,0.037
OTUB2|78990,ENSG00000277276,OTUB2,78990,CHR_HSCHR14_7_CTG1,0.21,0.0043,0.037
MCCC1|56922,ENSG00000078070,MCCC1,56922,3,-0.18,0.0043,0.037
RTN4|57142,ENSG00000115310,RTN4,57142,2,-0.13,0.0043,0.037
ADAMTS18|170692,ENSG00000140873,ADAMTS18,170692,16,0.46,0.0043,0.037
KLHL9|55958,ENSG00000198642,KLHL9,55958,9,-0.14,0.0043,0.037
MOSC2|54996,ENSG00000117791,MARC2,54996,1,-0.22,0.0043,0.037
TFPI2|7980,ENSG00000105825,TFPI2,7980,7,0.58,0.0043,0.037
BUB1B|701,ENSG00000156970,BUB1B,701,15,0.32,0.0043,0.037
TNFSF4|7292,ENSG00000117586,TNFSF4,7292,1,0.23,0.0043,0.037
NAA50|80218,ENSG00000121579,NAA50,80218,3,-0.14,0.0044,0.038
AZI2|64343,ENSG00000163512,AZI2,64343,3,0.12,0.0044,0.038
ATAD2|29028,ENSG00000156802,ATAD2,29028,8,0.21,0.0044,0.038
C15orf37|283687,NA,NA,NA,NA,-0.21,0.0044,0.038
ORC2L|4999,ENSG00000115942,ORC2,4999,2,-0.13,0.0044,0.038
GCAT|23464,ENSG00000100116,GCAT,23464,22,0.31,0.0044,0.038
XPNPEP2|7512,ENSG00000122121,XPNPEP2,7512,X,-0.62,0.0044,0.038
HIST1H3D|8351,ENSG00000197409,HIST1H3D,8351,6,0.42,0.0044,0.038
FGFR4|2264,ENSG00000160867,FGFR4,2264,5,-0.43,0.0044,0.038
C5orf54|63920,ENSG00000221886,ZBED8,63920,5,0.17,0.0044,0.038
UBL4A|8266,ENSG00000102178,UBL4A,8266,X,0.12,0.0044,0.038
KLHDC7B|113730,ENSG00000130487,KLHDC7B,113730,22,0.41,0.0044,0.038
