,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
ADORA2A|135,ENSG00000258555,SPECC1L-ADORA2A,135,22,0.39,0.0017,0.029
HIBCH|26275,ENSG00000198130,HIBCH,26275,2,-0.25,0.0017,0.029
C1QC|714,ENSG00000159189,C1QC,714,1,0.8,0.0017,0.029
TYROBP|7305,ENSG00000011600,TYROBP,7305,19,0.72,0.0017,0.029
TXNDC12|51060,ENSG00000117862,TXNDC12,51060,1,0.28,0.0017,0.029
TRPC3|7222,ENSG00000138741,TRPC3,7222,4,-0.92,0.0017,0.029
PAPSS2|9060,ENSG00000198682,PAPSS2,9060,10,0.74,0.0017,0.029
FBXO9|26268,ENSG00000112146,FBXO9,26268,6,-0.2,0.0017,0.029
CXCL16|58191,ENSG00000161921,CXCL16,58191,17,0.48,0.0017,0.029
LMF1|64788,ENSG00000260807,,64788,16,0.44,0.0017,0.029
MSR1|4481,ENSG00000038945,MSR1,4481,8,0.65,0.0017,0.029
PDCD2L|84306,ENSG00000126249,PDCD2L,84306,19,-0.26,0.0017,0.029
RMI1|80010,ENSG00000178966,RMI1,80010,9,-0.33,0.0017,0.029
SERPINB6|5269,ENSG00000124570,SERPINB6,5269,6,0.32,0.0017,0.029
BAI2|576,ENSG00000121753,ADGRB2,576,1,-0.78,0.0017,0.029
RASGRP4|115727,ENSG00000171777,RASGRP4,115727,19,0.62,0.0018,0.03
HOXA11|3207,ENSG00000005073,HOXA11,3207,7,-1.1,0.0018,0.03
SMAP2|64744,ENSG00000084070,SMAP2,64744,1,0.31,0.0018,0.03
FOLR2|2350,ENSG00000165457,FOLR2,2350,11,0.81,0.0018,0.03
ANK1|286,ENSG00000029534,ANK1,286,8,0.92,0.0018,0.03
GIMAP4|55303,ENSG00000133574,GIMAP4,55303,7,0.52,0.0018,0.03
PLXDC1|57125,ENSG00000161381,PLXDC1,57125,17,0.68,0.0018,0.03
MYL12A|10627,ENSG00000101608,MYL12A,10627,18,0.29,0.0018,0.03
RSPH3|83861,ENSG00000130363,RSPH3,83861,6,-0.34,0.0018,0.03
TMEM200B|399474,ENSG00000253304,TMEM200B,399474,1,-0.59,0.0018,0.03
KIAA0406|9675,ENSG00000101407,TTI1,9675,20,-0.22,0.0018,0.03
LILRB3|11025,ENSG00000274148,LILRA6,11025,CHR_HSCHR19_4_CTG3_1,0.72,0.0018,0.03
ALPL|249,ENSG00000162551,ALPL,249,1,1,0.0018,0.03
HEATR6|63897,ENSG00000068097,HEATR6,63897,17,-0.23,0.0018,0.03
KCNMB4|27345,ENSG00000135643,KCNMB4,27345,12,0.85,0.0018,0.03
ROS1|6098,ENSG00000047936,ROS1,6098,6,1.2,0.0018,0.03
GDAP1|54332,ENSG00000104381,GDAP1,54332,8,-0.51,0.0018,0.03
TYMS|7298,ENSG00000176890,TYMS,7298,18,-0.43,0.0018,0.03
BARX1|56033,ENSG00000131668,BARX1,56033,9,-1.3,0.0018,0.03
SATB2|23314,ENSG00000119042,SATB2,23314,2,-0.52,0.0018,0.03
OIP5|11339,ENSG00000104147,OIP5,11339,15,-0.47,0.0018,0.03
PRRT3|285368,ENSG00000163704,PRRT3,285368,3,-0.35,0.0018,0.03
GIMAP5|55340,ENSG00000196329,GIMAP5,55340,7,0.6,0.0018,0.03
CHKB|1120,ENSG00000100288,CHKB,1120,22,0.38,0.0018,0.03
ZNF883|169834,NA,NA,NA,NA,-0.71,0.0018,0.03
VSIG4|11326,ENSG00000155659,VSIG4,11326,X,0.85,0.0018,0.03
DYSF|8291,ENSG00000135636,DYSF,8291,2,0.43,0.0018,0.03
PCYT1B|9468,ENSG00000102230,PCYT1B,9468,X,-1.3,0.0018,0.03
SDCBP2|27111,ENSG00000125775,SDCBP2,27111,20,0.38,0.0018,0.03
RNASEK|440400,ENSG00000219200,RNASEK,440400,17,0.33,0.0018,0.03
ZNF607|84775,ENSG00000198182,ZNF607,84775,19,-0.38,0.0018,0.03
NEK4|6787,ENSG00000114904,NEK4,6787,3,-0.26,0.0018,0.03
DDX12|440081,NA,NA,NA,NA,-0.37,0.0018,0.03
GCFC1|94104,ENSG00000263141,PAXBP1,94104,CHR_HSCHR21_3_CTG1_1,-0.25,0.0018,0.03
IL10RB|3588,ENSG00000243646,IL10RB,3588,21,0.25,0.0018,0.03
KAT2A|2648,ENSG00000108773,KAT2A,2648,17,-0.28,0.0019,0.03
FAM115C|285966,ENSG00000170379,TCAF2,285966,7,0.43,0.0019,0.03
GRAMD2|196996,ENSG00000175318,GRAMD2,196996,15,-0.7,0.0019,0.03
CYTH4|27128,ENSG00000100055,CYTH4,27128,22,0.68,0.0019,0.03
NUP210|23225,ENSG00000132182,NUP210,23225,3,-0.72,0.0019,0.03
CAMSAP1L1|23271,ENSG00000118200,CAMSAP2,23271,1,-0.26,0.0019,0.03
HECA|51696,ENSG00000112406,HECA,51696,6,0.3,0.0019,0.03
CD59|966,ENSG00000085063,CD59,966,11,0.32,0.0019,0.03
KLHL6|89857,ENSG00000172578,KLHL6,89857,3,0.58,0.0019,0.03
WHSC1|7468,ENSG00000109685,WHSC1,7468,4,-0.35,0.0019,0.03
LOC158376|158376,ENSG00000235387,LINC00961,158376,9,0.48,0.0019,0.03
MED11|400569,ENSG00000161920,MED11,400569,17,0.26,0.0019,0.03
SIGLEC1|6614,ENSG00000088827,SIGLEC1,6614,20,0.79,0.0019,0.03
MYO1F|4542,ENSG00000142347,MYO1F,4542,19,0.63,0.0019,0.03
GPC6|10082,ENSG00000183098,GPC6,10082,13,0.66,0.0019,0.03
LOC647859|647859,NA,NA,NA,NA,-0.67,0.0019,0.03
ROPN1|54763,ENSG00000065371,ROPN1,54763,3,-0.82,0.0019,0.03
C11orf93|120376,ENSG00000214290,COLCA2,120376,11,-1,0.0019,0.03
DCX|1641,ENSG00000077279,DCX,1641,X,-1.6,0.0019,0.03
PRRG1|5638,ENSG00000130962,PRRG1,5638,X,0.44,0.0019,0.03
RBM28|55131,ENSG00000106344,RBM28,55131,7,-0.24,0.0019,0.03
FAM128A|653784,ENSG00000173272,MZT2A,653784,2,-0.35,0.0019,0.03
PCDH10|57575,ENSG00000138650,PCDH10,57575,4,-1.4,0.0019,0.03
HIST1H4J|8363,ENSG00000197238,HIST1H4J,8363,6,0.58,0.0019,0.03
OCRL|4952,ENSG00000122126,OCRL,4952,X,-0.27,0.0019,0.03
LGMN|5641,ENSG00000100600,LGMN,5641,14,0.48,0.0019,0.03
PTGR1|22949,ENSG00000106853,PTGR1,22949,9,-0.3,0.0019,0.03
TK2|7084,ENSG00000166548,TK2,7084,16,0.27,0.0019,0.03
ZNF124|7678,ENSG00000196418,ZNF124,7678,1,-0.41,0.0019,0.03
C1QL1|10882,ENSG00000131094,C1QL1,10882,17,-0.99,0.0019,0.03
TFPI|7035,ENSG00000003436,TFPI,7035,2,0.81,0.0019,0.03
UBR1|197131,ENSG00000159459,UBR1,197131,15,-0.32,0.0019,0.03
OLFML2B|25903,ENSG00000162745,OLFML2B,25903,1,0.73,0.0019,0.03
NUP62|23636,ENSG00000213024,NUP62,23636,19,-0.19,0.0019,0.03
UFSP2|55325,ENSG00000109775,UFSP2,55325,4,0.24,0.0019,0.03
MED28|80306,ENSG00000118579,MED28,80306,4,-0.2,0.0019,0.03
INTS4L1|285905,NA,NA,NA,NA,-0.5,0.0019,0.03
RQCD1|9125,ENSG00000144580,RQCD1,9125,2,-0.26,0.0019,0.03
CMAS|55907,ENSG00000111726,CMAS,55907,12,-0.2,0.002,0.03
DIRAS1|148252,ENSG00000176490,DIRAS1,148252,19,-1.2,0.002,0.03
TNFSF13B|10673,ENSG00000102524,TNFSF13B,10673,13,0.73,0.002,0.03
FAM111B|374393,ENSG00000189057,FAM111B,374393,11,-0.64,0.002,0.031
RNF43|54894,ENSG00000108375,RNF43,54894,17,-0.97,0.002,0.031
ORC2L|4999,ENSG00000115942,ORC2,4999,2,-0.22,0.002,0.031
HLA-DRB1|3123,ENSG00000206306,HLA-DRB1,3123,CHR_HSCHR6_MHC_QBL_CTG1,0.75,0.002,0.031
CDK4|1019,ENSG00000135446,CDK4,1019,12,0.72,0.002,0.031
VMO1|284013,ENSG00000182853,VMO1,284013,17,0.7,0.002,0.031
GZMH|2999,ENSG00000100450,GZMH,2999,14,0.86,0.002,0.031
PFKP|5214,ENSG00000067057,PFKP,5214,10,-0.55,0.002,0.031
UBAP2L|9898,ENSG00000143569,UBAP2L,9898,1,-0.19,0.002,0.031
CTSA|5476,ENSG00000064601,CTSA,5476,20,0.34,0.002,0.031
TRIM8|81603,ENSG00000171206,TRIM8,81603,10,0.28,0.002,0.031
UQCR11|10975,ENSG00000127540,UQCR11,10975,19,0.29,0.002,0.031
RAI1|10743,ENSG00000108557,RAI1,10743,17,-0.38,0.002,0.031
TMEM14A|28978,ENSG00000096092,TMEM14A,28978,6,-0.28,0.002,0.031
HLA-DRB6|3128,ENSG00000229391,HLA-DRB6,3128,6,0.95,0.002,0.031
AQP1|358,ENSG00000240583,AQP1,358,7,0.62,0.002,0.031
SNAP47|116841,ENSG00000143740,SNAP47,116841,1,-0.21,0.002,0.031
LOC143188|143188,NA,NA,NA,NA,0.29,0.002,0.031
NOS2|4843,ENSG00000007171,NOS2,4843,17,0.64,0.002,0.031
RPH3AL|9501,ENSG00000262334,RPH3AL,9501,CHR_HSCHR17_1_CTG1,0.53,0.002,0.031
RBBP5|5929,ENSG00000117222,RBBP5,5929,1,-0.33,0.002,0.031
NNMT|4837,ENSG00000166741,NNMT,4837,11,0.85,0.002,0.031
NSL1|25936,ENSG00000117697,NSL1,25936,1,-0.18,0.002,0.031
SRC|6714,ENSG00000197122,SRC,6714,20,-0.4,0.002,0.031
RFC1|5981,ENSG00000035928,RFC1,5981,4,-0.21,0.002,0.031
ERCC1|2067,ENSG00000012061,ERCC1,2067,19,0.27,0.0021,0.031
B3GNT7|93010,ENSG00000156966,B3GNT7,93010,2,0.54,0.0021,0.031
NPEPPS|9520,ENSG00000141279,NPEPPS,9520,17,-0.2,0.0021,0.031
GLT8D1|55830,ENSG00000016864,GLT8D1,55830,3,0.25,0.0021,0.031
GALC|2581,ENSG00000054983,GALC,2581,14,0.39,0.0021,0.031
DEM1|64789,ENSG00000164002,EXO5,64789,1,-0.23,0.0021,0.031
EME2|197342,ENSG00000197774,EME2,197342,16,-0.45,0.0021,0.031
DUSP19|142679,ENSG00000162999,DUSP19,142679,2,-0.43,0.0021,0.031
HDGFRP3|50810,ENSG00000166503,,50810,15,-0.27,0.0021,0.031
LACTB2|51110,ENSG00000147592,LACTB2,51110,8,-0.3,0.0021,0.031
SIRPB2|284759,ENSG00000196209,SIRPB2,284759,20,0.67,0.0021,0.031
PNCK|139728,ENSG00000130822,PNCK,139728,X,-1.3,0.0021,0.031
QSOX1|5768,ENSG00000116260,QSOX1,5768,1,0.33,0.0021,0.031
C3AR1|719,ENSG00000171860,C3AR1,719,12,0.65,0.0021,0.031
C1orf229|388759,NA,NA,NA,NA,-0.65,0.0021,0.031
LRRC46|90506,ENSG00000141294,LRRC46,90506,17,-0.4,0.0021,0.031
HNRNPU|3192,ENSG00000153187,HNRNPU,3192,1,-0.13,0.0021,0.031
PHKA1|5255,ENSG00000067177,PHKA1,5255,X,-0.8,0.0021,0.031
GIMAP8|155038,ENSG00000171115,GIMAP8,155038,7,0.51,0.0021,0.031
IL17B|27190,ENSG00000127743,IL17B,27190,5,-1.3,0.0021,0.031
RAB9B|51209,ENSG00000123570,RAB9B,51209,X,-0.89,0.0021,0.031
CTCFL|140690,ENSG00000124092,CTCFL,140690,20,-0.4,0.0021,0.031
APBB1|322,ENSG00000166313,APBB1,322,11,-0.32,0.0021,0.031
TRPA1|8989,ENSG00000104321,TRPA1,8989,8,-0.82,0.0021,0.031
GPR27|2850,ENSG00000170837,GPR27,2850,3,-0.82,0.0021,0.031
PARP16|54956,ENSG00000138617,PARP16,54956,15,-0.25,0.0021,0.031
ARMC4|55130,ENSG00000169126,ARMC4,55130,10,-1,0.0021,0.031
NUP160|23279,ENSG00000030066,NUP160,23279,11,-0.25,0.0021,0.031
CFH|3075,ENSG00000000971,CFH,3075,1,0.84,0.0021,0.031
TULP4|56995,ENSG00000130338,TULP4,56995,6,-0.21,0.0021,0.032
EPB41|2035,ENSG00000159023,EPB41,2035,1,-0.5,0.0021,0.032
FAM181B|220382,ENSG00000182103,FAM181B,220382,11,-0.95,0.0021,0.032
LOC285359|285359,NA,NA,NA,NA,-0.21,0.0021,0.032
ZNF552|79818,ENSG00000178935,ZNF552,79818,19,-0.28,0.0021,0.032
CDAN1|146059,ENSG00000140326,CDAN1,146059,15,-0.28,0.0021,0.032
NEIL3|55247,ENSG00000109674,NEIL3,55247,4,-0.57,0.0021,0.032
FBXO43|286151,ENSG00000156509,FBXO43,286151,8,-0.56,0.0021,0.032
CST7|8530,ENSG00000077984,CST7,8530,20,0.85,0.0022,0.032
LOC728264|728264,NA,NA,NA,NA,-1.2,0.0022,0.032
GLG1|2734,ENSG00000090863,GLG1,2734,16,0.23,0.0022,0.032
PDP2|57546,ENSG00000172840,PDP2,57546,16,-0.38,0.0022,0.032
NEDD9|4739,ENSG00000111859,NEDD9,4739,6,0.49,0.0022,0.032
OST4|100128731,ENSG00000228474,OST4,100128731,2,0.27,0.0022,0.032
LILRB2|10288,ENSG00000277816,LILRB3,10288,CHR_HSCHR19LRC_COX1_CTG3_1,0.69,0.0022,0.032
GBGT1|26301,ENSG00000148288,GBGT1,26301,9,0.53,0.0022,0.032
ESR1|2099,ENSG00000091831,ESR1,2099,6,-0.93,0.0022,0.032
VEZF1|7716,ENSG00000136451,VEZF1,7716,17,-0.21,0.0022,0.032
ALOX5AP|241,ENSG00000132965,ALOX5AP,241,13,0.76,0.0022,0.032
HBEGF|1839,ENSG00000113070,HBEGF,1839,5,0.51,0.0022,0.032
PTX3|5806,ENSG00000163661,PTX3,5806,3,1.1,0.0022,0.032
BAZ1B|9031,ENSG00000009954,BAZ1B,9031,7,-0.2,0.0022,0.032
DSN1|79980,ENSG00000149636,DSN1,79980,20,-0.32,0.0022,0.032
BCOR|54880,ENSG00000183337,BCOR,54880,X,-0.44,0.0022,0.032
GDPD1|284161,ENSG00000153982,GDPD1,284161,17,-0.42,0.0022,0.032
ZDHHC23|254887,ENSG00000184307,ZDHHC23,254887,3,-0.65,0.0022,0.032
HJURP|55355,ENSG00000123485,HJURP,55355,2,-0.48,0.0022,0.032
SFTA1P|207107,ENSG00000225383,SFTA1P,207107,10,0.92,0.0022,0.032
HCK|3055,ENSG00000101336,HCK,3055,20,0.69,0.0022,0.032
RB1|5925,ENSG00000139687,RB1,5925,13,0.42,0.0022,0.032
QPRT|23475,ENSG00000103485,QPRT,23475,16,-0.73,0.0022,0.032
ADAMTS2|9509,ENSG00000087116,ADAMTS2,9509,5,0.78,0.0022,0.032
PIK3R6|146850,ENSG00000276231,PIK3R6,146850,17,0.54,0.0022,0.032
CERCAM|51148,ENSG00000167123,CERCAM,51148,9,0.57,0.0023,0.032
TNNI2|7136,ENSG00000130598,TNNI2,7136,11,0.82,0.0023,0.033
ACVRL1|94,ENSG00000139567,ACVRL1,94,12,0.62,0.0023,0.033
CWC22|57703,ENSG00000163510,CWC22,57703,2,-0.19,0.0023,0.033
ZNF10|7556,ENSG00000256223,ZNF10,7556,12,-0.39,0.0023,0.033
LARP1|23367,ENSG00000155506,LARP1,23367,5,-0.2,0.0023,0.033
CLIC3|9022,ENSG00000169583,CLIC3,9022,9,0.9,0.0023,0.033
CALB2|794,ENSG00000172137,CALB2,794,16,1.1,0.0023,0.033
P4HA1|5033,ENSG00000122884,P4HA1,5033,10,0.44,0.0023,0.033
SPI1|6688,ENSG00000066336,SPI1,6688,11,0.67,0.0023,0.033
PBX1|5087,ENSG00000185630,PBX1,5087,1,-0.74,0.0023,0.033
TBC1D15|64786,ENSG00000121749,TBC1D15,64786,12,0.26,0.0023,0.033
SIGIRR|59307,ENSG00000185187,SIGIRR,59307,11,0.47,0.0023,0.033
KCNMB1|3779,ENSG00000145936,KCNMB1,3779,5,-1.3,0.0023,0.033
RABGAP1|23637,ENSG00000011454,RABGAP1,23637,9,-0.36,0.0023,0.033
UBE2O|63893,ENSG00000175931,UBE2O,63893,17,-0.21,0.0023,0.033
ZNF391|346157,ENSG00000124613,ZNF391,346157,6,-0.62,0.0023,0.033
LRRC37B2|147172,NA,NA,NA,NA,-0.21,0.0023,0.033
RILP|83547,ENSG00000167705,RILP,83547,17,0.43,0.0023,0.033
IL10RA|3587,ENSG00000110324,IL10RA,3587,11,0.68,0.0023,0.033
HRH2|3274,ENSG00000113749,HRH2,3274,5,-0.76,0.0023,0.033
C16orf75|116028,ENSG00000175643,RMI2,116028,16,-0.44,0.0023,0.033
C2orf15|150590,ENSG00000273045,C2orf15,150590,2,-0.59,0.0024,0.033
SDF4|51150,ENSG00000078808,SDF4,51150,1,0.26,0.0024,0.033
NECAB1|64168,ENSG00000123119,NECAB1,64168,8,-0.64,0.0024,0.033
HERC2|8924,ENSG00000128731,HERC2,8924,15,-0.3,0.0024,0.033
C17orf59|54785,ENSG00000196544,BORCS6,54785,17,0.31,0.0024,0.033
CD300C|10871,ENSG00000167850,CD300C,10871,17,0.71,0.0024,0.033
HLA-B|3106,ENSG00000234745,HLA-B,3106,6,0.51,0.0024,0.033
TRIM24|8805,ENSG00000122779,TRIM24,8805,7,-0.26,0.0024,0.033
C17orf71|55181,ENSG00000167447,SMG8,55181,17,-0.21,0.0024,0.033
PIP5K1A|8394,ENSG00000143398,PIP5K1A,8394,1,-0.28,0.0024,0.033
IFT80|57560,ENSG00000068885,IFT80,57560,3,-0.27,0.0024,0.033
TNFRSF1A|7132,ENSG00000067182,TNFRSF1A,7132,12,0.27,0.0024,0.033
MCF2|4168,ENSG00000101977,MCF2,4168,X,-0.87,0.0024,0.033
AKR1C1|1645,ENSG00000187134,AKR1C1,1645,10,0.94,0.0024,0.033
NOD1|10392,ENSG00000106100,NOD1,10392,7,0.29,0.0024,0.033
LST1|7940,ENSG00000231048,LST1,7940,CHR_HSCHR6_MHC_MANN_CTG1,0.7,0.0024,0.033
FCGR1B|2210,ENSG00000198019,FCGR1B,2210,1,0.75,0.0024,0.033
EEF1D|1936,ENSG00000273594,EEF1D,1936,CHR_HSCHR8_3_CTG7,0.3,0.0024,0.033
TTC30A|92104,ENSG00000197557,TTC30A,92104,2,-0.3,0.0024,0.033
MS4A14|84689,ENSG00000166928,MS4A14,84689,11,0.6,0.0024,0.033
NNAT|4826,ENSG00000053438,NNAT,4826,20,-1.1,0.0024,0.034
HDAC9|9734,ENSG00000048052,HDAC9,9734,7,-0.55,0.0024,0.034
IGFBP1|3484,ENSG00000146678,IGFBP1,3484,7,0.78,0.0024,0.034
SFRS2|6427,ENSG00000161547,SRSF2,6427,17,-0.16,0.0024,0.034
PAQR8|85315,ENSG00000170915,PAQR8,85315,6,-0.29,0.0024,0.034
DKFZp779M0652|374387,ENSG00000205106,,374387,11,0.57,0.0024,0.034
CD163|9332,ENSG00000177575,CD163,9332,12,0.8,0.0024,0.034
SLC9A9|285195,ENSG00000181804,SLC9A9,285195,3,0.46,0.0024,0.034
DGKB|1607,ENSG00000136267,DGKB,1607,7,-1,0.0024,0.034
CYP27B1|1594,ENSG00000111012,CYP27B1,1594,12,0.83,0.0024,0.034
GPR143|4935,ENSG00000101850,GPR143,4935,X,-0.93,0.0025,0.034
TMED9|54732,ENSG00000184840,TMED9,54732,5,0.26,0.0025,0.034
HLA-DMA|3108,ENSG00000243189,HLA-DMA,3108,CHR_HSCHR6_MHC_MANN_CTG1,0.63,0.0025,0.034
STK36|27148,ENSG00000163482,STK36,27148,2,-0.28,0.0025,0.034
PPFIA4|8497,ENSG00000143847,PPFIA4,8497,1,-1,0.0025,0.034
CHERP|10523,ENSG00000085872,CHERP,10523,19,-0.18,0.0025,0.034
PRSS36|146547,ENSG00000178226,PRSS36,146547,16,0.5,0.0025,0.034
ZNF207|7756,ENSG00000010244,ZNF207,7756,17,-0.14,0.0025,0.034
TAPBP|6892,ENSG00000206281,TAPBP,6892,CHR_HSCHR6_MHC_QBL_CTG1,0.31,0.0025,0.034
CYTIP|9595,ENSG00000115165,CYTIP,9595,2,0.73,0.0025,0.034
KLRB1|3820,ENSG00000111796,KLRB1,3820,12,0.84,0.0025,0.034
BEND3|57673,ENSG00000178409,BEND3,57673,6,-0.28,0.0025,0.034
POLE2|5427,ENSG00000100479,POLE2,5427,14,-0.41,0.0025,0.034
SIX2|10736,ENSG00000170577,SIX2,10736,2,1.2,0.0025,0.034
CCDC147|159686,ENSG00000120051,CFAP58,159686,10,-0.6,0.0025,0.034
NAF1|92345,ENSG00000145414,NAF1,92345,4,-0.25,0.0025,0.034
ADAMTS14|140766,ENSG00000138316,ADAMTS14,140766,10,0.92,0.0025,0.034
PPIL3|53938,ENSG00000240344,PPIL3,53938,2,-0.23,0.0025,0.035
C4BPB|725,ENSG00000123843,C4BPB,725,1,0.98,0.0025,0.035
UBR4|23352,ENSG00000127481,UBR4,23352,1,-0.21,0.0025,0.035
LYVE1|10894,ENSG00000133800,LYVE1,10894,11,0.99,0.0026,0.035
LOC728613|728613,NA,NA,NA,NA,-0.43,0.0026,0.035
ZAK|51776,ENSG00000091436,,51776,2,-0.52,0.0026,0.035
LPCAT2|54947,ENSG00000087253,LPCAT2,54947,16,0.46,0.0026,0.035
CCDC28A|25901,ENSG00000024862,CCDC28A,25901,6,0.27,0.0026,0.035
CLGN|1047,ENSG00000153132,CLGN,1047,4,-1,0.0026,0.035
TAPBPL|55080,ENSG00000139192,TAPBPL,55080,12,0.38,0.0026,0.035
STAT2|6773,ENSG00000170581,STAT2,6773,12,0.27,0.0026,0.035
S1PR4|8698,ENSG00000125910,S1PR4,8698,19,0.69,0.0026,0.035
UNC93B1|81622,ENSG00000110057,UNC93B1,81622,11,0.42,0.0026,0.035
THBS2|7058,ENSG00000186340,THBS2,7058,6,0.79,0.0026,0.035
IFT20|90410,ENSG00000109083,IFT20,90410,17,0.25,0.0026,0.035
MTSS1L|92154,ENSG00000132613,MTSS1L,92154,16,-0.45,0.0026,0.035
CITED2|10370,ENSG00000164442,CITED2,10370,6,0.49,0.0026,0.035
ANAPC4|29945,ENSG00000053900,ANAPC4,29945,4,-0.19,0.0026,0.035
IKBIP|121457,ENSG00000166130,IKBIP,121457,12,0.28,0.0026,0.035
KIF5C|3800,ENSG00000276734,KIF5C,3800,CHR_HSCHR2_2_CTG7_2,-0.86,0.0026,0.035
ASMTL|8623,ENSG00000169093,ASMTL,8623,X,0.31,0.0026,0.035
BCL11A|53335,ENSG00000119866,BCL11A,53335,2,-0.97,0.0026,0.035
YEATS4|8089,ENSG00000127337,YEATS4,8089,12,0.47,0.0026,0.035
ZNF389|651302,ENSG00000226314,ZNF192P1,651302,6,-0.41,0.0026,0.035
FMN2|56776,ENSG00000155816,FMN2,56776,1,-1,0.0026,0.035
URB2|9816,ENSG00000135763,URB2,9816,1,-0.27,0.0026,0.035
CENPI|2491,ENSG00000102384,CENPI,2491,X,-0.55,0.0026,0.035
CLEC12A|160364,ENSG00000172322,CLEC12A,160364,12,0.82,0.0026,0.035
LOC441046|441046,ENSG00000236296,GUSBP5,441046,4,-0.59,0.0026,0.035
ARMC2|84071,ENSG00000118690,ARMC2,84071,6,0.29,0.0026,0.035
CCDC15|80071,ENSG00000149548,CCDC15,80071,11,-0.38,0.0026,0.035
FAM83G|644815,ENSG00000188522,FAM83G,644815,17,-0.86,0.0027,0.035
PTPN6|5777,ENSG00000111679,PTPN6,5777,12,0.61,0.0027,0.035
ZNF717|100131827,ENSG00000227124,ZNF717,100131827,3,-0.42,0.0027,0.035
CAMK1G|57172,ENSG00000008118,CAMK1G,57172,1,-0.96,0.0027,0.035
STAU2|27067,ENSG00000040341,STAU2,27067,8,-0.23,0.0027,0.035
SBNO2|22904,ENSG00000064932,SBNO2,22904,19,0.23,0.0027,0.035
ZNF347|84671,ENSG00000197937,ZNF347,84671,19,-0.39,0.0027,0.035
FKBP11|51303,ENSG00000134285,FKBP11,51303,12,0.5,0.0027,0.035
SMARCA1|6594,ENSG00000102038,SMARCA1,6594,X,-0.4,0.0027,0.035
ELTD1|64123,ENSG00000162618,ADGRL4,64123,1,0.45,0.0027,0.035
FCGR1A|2209,ENSG00000150337,FCGR1A,2209,1,0.78,0.0027,0.035
VPS8|23355,ENSG00000156931,VPS8,23355,3,-0.17,0.0027,0.035
ARHGAP15|55843,ENSG00000075884,ARHGAP15,55843,2,0.62,0.0027,0.035
SIRPA|140885,ENSG00000198053,SIRPA,140885,20,0.47,0.0027,0.035
SPATA18|132671,ENSG00000163071,SPATA18,132671,4,0.97,0.0027,0.035
AMZ2|51321,ENSG00000196704,AMZ2,51321,17,-0.19,0.0027,0.035
CASKIN1|57524,ENSG00000167971,CASKIN1,57524,16,-0.9,0.0027,0.035
HMHA1|23526,ENSG00000180448,HMHA1,23526,19,0.49,0.0027,0.035
ZNF397|84307,ENSG00000186812,ZNF397,84307,18,-0.37,0.0027,0.035
KIAA0802|23255,ENSG00000168502,MTCL1,23255,18,-0.66,0.0027,0.035
CD86|942,ENSG00000114013,CD86,942,3,0.66,0.0027,0.035
CCDC111|201973,ENSG00000164306,PRIMPOL,201973,4,-0.27,0.0027,0.035
FAM26F|441168,ENSG00000188820,FAM26F,441168,6,0.74,0.0027,0.035
ACTN1|87,ENSG00000072110,ACTN1,87,14,-0.64,0.0027,0.035
RPS19|6223,ENSG00000105372,RPS19,6223,19,0.36,0.0027,0.036
STAT4|6775,ENSG00000138378,STAT4,6775,2,0.59,0.0027,0.036
NFYA|4800,ENSG00000001167,NFYA,4800,6,-0.29,0.0027,0.036
LDHD|197257,ENSG00000166816,LDHD,197257,16,0.64,0.0027,0.036
ABLIM2|84448,ENSG00000163995,ABLIM2,84448,4,0.71,0.0027,0.036
MPG|4350,ENSG00000103152,MPG,4350,16,0.26,0.0027,0.036
ARRDC2|27106,ENSG00000105643,ARRDC2,27106,19,0.37,0.0028,0.036
POLD3|10714,ENSG00000077514,POLD3,10714,11,-0.28,0.0028,0.036
ARSJ|79642,ENSG00000180801,ARSJ,79642,4,0.62,0.0028,0.036
NDNL2|56160,ENSG00000282130,NDNL2,56160,CHR_HSCHR15_4_CTG8,-0.29,0.0028,0.036
NIPA1|123606,ENSG00000170113,NIPA1,123606,15,-0.38,0.0028,0.036
C12orf32|83695,ENSG00000171792,RHNO1,83695,12,-0.23,0.0028,0.036
XKRX|402415,ENSG00000182489,XKRX,402415,X,-0.57,0.0028,0.036
LOC202781|202781,ENSG00000273344,PAXIP1-AS1,202781,7,-0.38,0.0028,0.036
C2orf69|205327,ENSG00000178074,C2orf69,205327,2,-0.21,0.0028,0.036
CEP97|79598,ENSG00000182504,CEP97,79598,3,-0.44,0.0028,0.036
FGD1|2245,ENSG00000102302,FGD1,2245,X,-0.32,0.0028,0.036
SCLY|51540,ENSG00000132330,SCLY,51540,2,-0.23,0.0028,0.036
XRCC4|7518,ENSG00000152422,XRCC4,7518,5,0.24,0.0028,0.036
FLJ13197|79667,ENSG00000231160,KLF3-AS1,79667,4,-0.58,0.0028,0.036
VNN2|8875,ENSG00000112303,VNN2,8875,6,0.81,0.0028,0.036
KIR2DL4|3805,ENSG00000274189,KIR2DL4,3805,CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1,0.65,0.0028,0.036
UGT3A2|167127,ENSG00000168671,UGT3A2,167127,5,-0.92,0.0028,0.036
ARAF|369,ENSG00000078061,ARAF,369,X,0.2,0.0028,0.036
SBNO1|55206,ENSG00000139697,SBNO1,55206,12,-0.6,0.0028,0.036
SGOL1|151648,ENSG00000129810,SGOL1,151648,3,-0.53,0.0028,0.036
