ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
SLC27A5|10998,ENSG00000083807,SLC27A5,10998,19,0.71,5e-07,8.9e-05
ASTE1|28990,ENSG00000034533,ASTE1,28990,3,0.35,5.2e-07,9.2e-05
CCDC74B|91409,ENSG00000152076,CCDC74B,91409,2,0.86,5.3e-07,9.2e-05
HLTF|6596,ENSG00000071794,HLTF,6596,3,0.6,6.1e-07,1e-04
ABHD10|55347,ENSG00000144827,ABHD10,55347,3,0.31,6.4e-07,0.00011
ENDOD1|23052,ENSG00000149218,ENDOD1,23052,11,-0.48,6.6e-07,0.00011
TIGD7|91151,ENSG00000140993,TIGD7,91151,16,0.52,6.8e-07,0.00011
ANO10|55129,ENSG00000160746,ANO10,55129,3,-0.29,6.8e-07,0.00011
C7orf44|55744,ENSG00000106603,COA1,55744,7,0.29,7.3e-07,0.00012
C12orf47|51275,ENSG00000234608,MAPKAPK5-AS1,51275,12,0.36,7.7e-07,0.00012
EFCAB2|84288,ENSG00000203666,EFCAB2,84288,1,0.54,8.4e-07,0.00013
CEP70|80321,ENSG00000114107,CEP70,80321,3,0.49,8.8e-07,0.00014
CPEB2|132864,ENSG00000137449,CPEB2,132864,4,-0.55,8.9e-07,0.00014
C10orf75|90271,NA,NA,NA,NA,0.56,9e-07,0.00014
KRT6B|3854,ENSG00000185479,KRT6B,3854,12,-1.2,9.1e-07,0.00014
BEX2|84707,ENSG00000133134,BEX2,84707,X,1.2,9.3e-07,0.00014
LOC285074|285074,NA,NA,NA,NA,0.31,1e-06,0.00015
ZNF584|201514,ENSG00000171574,ZNF584,201514,19,0.26,1e-06,0.00016
LOC284900|284900,ENSG00000235954,TTC28-AS1,284900,22,0.44,1.1e-06,0.00017
GGA2|23062,ENSG00000103365,GGA2,23062,16,0.35,1.2e-06,0.00018
MYO3A|53904,ENSG00000095777,MYO3A,53904,10,1.6,1.2e-06,0.00018
XRCC1|7515,ENSG00000073050,XRCC1,7515,19,0.27,1.2e-06,0.00018
CDSN|1041,ENSG00000206460,CDSN,1041,CHR_HSCHR6_MHC_QBL_CTG1,-1.7,1.3e-06,0.00019
ARHGEF19|128272,ENSG00000142632,ARHGEF19,128272,1,0.46,1.3e-06,0.00019
AFMID|125061,ENSG00000183077,AFMID,125061,17,0.31,1.4e-06,0.00019
CXCR2|3579,ENSG00000180871,CXCR2,3579,2,-0.93,1.5e-06,0.00021
MCM2|4171,ENSG00000073111,MCM2,4171,3,0.47,1.5e-06,0.00021
PPP2R1B|5519,ENSG00000137713,PPP2R1B,5519,11,-0.32,1.5e-06,0.00021
THAP11|57215,ENSG00000168286,THAP11,57215,16,0.24,1.6e-06,0.00022
PSMD6|9861,ENSG00000163636,PSMD6,9861,3,-0.21,1.7e-06,0.00023
BTBD11|121551,ENSG00000151136,BTBD11,121551,12,-0.7,1.7e-06,0.00023
RABL2A|11159,ENSG00000144134,RABL2A,11159,2,0.37,1.9e-06,0.00026
CCBL1|883,ENSG00000171097,CCBL1,883,9,0.42,2e-06,0.00027
PSMC3IP|29893,ENSG00000131470,PSMC3IP,29893,17,0.43,2e-06,0.00027
LCE3D|84648,ENSG00000163202,LCE3D,84648,1,-1.8,2.2e-06,0.00029
E2F1|1869,ENSG00000101412,E2F1,1869,20,0.51,2.3e-06,3e-04
RAD1|5810,ENSG00000113456,RAD1,5810,5,0.27,2.3e-06,3e-04
GGT7|2686,ENSG00000131067,GGT7,2686,20,0.67,2.3e-06,3e-04
TSPYL2|64061,ENSG00000184205,TSPYL2,64061,X,0.43,2.4e-06,3e-04
TMEM205|374882,ENSG00000105518,TMEM205,374882,19,0.37,2.5e-06,0.00031
KRT6A|3853,ENSG00000205420,KRT6A,3853,12,-0.88,2.6e-06,0.00032
ING1|3621,ENSG00000153487,ING1,3621,13,0.29,2.8e-06,0.00034
ITPR2|3709,ENSG00000123104,ITPR2,3709,12,-0.49,2.8e-06,0.00034
ACAT2|39,ENSG00000120437,ACAT2,39,6,0.59,2.8e-06,0.00034
APLP2|334,ENSG00000084234,APLP2,334,11,-0.34,3e-06,0.00035
RRAGA|10670,ENSG00000155876,RRAGA,10670,9,-0.29,3e-06,0.00035
DOC2A|8448,ENSG00000149927,DOC2A,8448,16,0.94,3e-06,0.00035
HES6|55502,ENSG00000144485,HES6,55502,2,0.63,3e-06,0.00035
H2AFV|94239,ENSG00000105968,H2AFV,94239,7,0.25,3e-06,0.00036
CCDC34|91057,ENSG00000109881,CCDC34,91057,11,0.42,3.1e-06,0.00036
MAP4|4134,ENSG00000047849,MAP4,4134,3,-0.32,3.1e-06,0.00036
USP15|9958,ENSG00000135655,USP15,9958,12,-0.25,3.1e-06,0.00036
ARMCX3|51566,ENSG00000102401,ARMCX3,51566,X,0.59,3.2e-06,0.00036
ZNF691|51058,ENSG00000164011,ZNF691,51058,1,0.28,3.4e-06,0.00038
KLHL18|23276,ENSG00000114648,KLHL18,23276,3,-0.27,3.4e-06,0.00038
C6orf154|221424,ENSG00000204052,LRRC73,221424,6,0.7,3.4e-06,0.00038
GPN3|51184,ENSG00000111231,GPN3,51184,12,0.22,3.4e-06,0.00038
WRAP53|55135,ENSG00000141499,WRAP53,55135,17,0.3,3.4e-06,0.00038
RSPH3|83861,ENSG00000130363,RSPH3,83861,6,-0.27,3.4e-06,0.00038
MLF1|4291,ENSG00000178053,MLF1,4291,3,0.9,3.6e-06,0.00039
MAST1|22983,ENSG00000105613,MAST1,22983,19,0.86,3.6e-06,0.00039
PRKCD|5580,ENSG00000163932,PRKCD,5580,3,-0.24,3.7e-06,0.00039
FANCL|55120,ENSG00000115392,FANCL,55120,2,0.4,3.7e-06,0.00039
KANK1|23189,ENSG00000107104,KANK1,23189,9,-0.57,3.7e-06,0.00039
RXRB|6257,ENSG00000231321,RXRB,6257,CHR_HSCHR6_MHC_MANN_CTG1,0.21,3.7e-06,0.00039
TMEM39B|55116,ENSG00000121775,TMEM39B,55116,1,0.21,3.7e-06,0.00039
EME1|146956,ENSG00000154920,EME1,146956,17,0.4,3.8e-06,0.00039
KIAA0753|9851,ENSG00000198920,KIAA0753,9851,17,0.29,4e-06,0.00041
PLLP|51090,ENSG00000102934,PLLP,51090,16,0.76,4e-06,0.00041
THSD1|55901,ENSG00000136114,THSD1,55901,13,-0.72,4.1e-06,0.00042
PLK2|10769,ENSG00000145632,PLK2,10769,5,-0.55,4.1e-06,0.00042
PODXL2|50512,ENSG00000114631,PODXL2,50512,3,1.1,4.2e-06,0.00042
DEFB103B|414325,ENSG00000176797,DEFB103A,414325,8,-1.8,4.2e-06,0.00042
CTF1|1489,ENSG00000150281,CTF1,1489,16,0.67,4.2e-06,0.00042
CBY1|25776,ENSG00000100211,CBY1,25776,22,0.27,4.4e-06,0.00043
SYTL4|94121,ENSG00000102362,SYTL4,94121,X,0.54,4.5e-06,0.00045
IQCB1|9657,ENSG00000173226,IQCB1,9657,3,0.42,4.6e-06,0.00045
ASMTL|8623,ENSG00000169093,ASMTL,8623,X,0.36,4.6e-06,0.00045
ICAM5|7087,ENSG00000105376,ICAM5,7087,19,0.74,4.6e-06,0.00045
CSAG1|158511,ENSG00000198930,CSAG1,158511,X,-1.6,4.7e-06,0.00045
C5orf54|63920,ENSG00000221886,ZBED8,63920,5,0.44,4.7e-06,0.00045
HIGD1A|25994,ENSG00000181061,HIGD1A,25994,3,-0.33,4.8e-06,0.00046
HAGHL|84264,ENSG00000103253,HAGHL,84264,16,0.69,4.9e-06,0.00046
SERPINB4|6318,ENSG00000206073,SERPINB4,6318,18,-1.3,4.9e-06,0.00046
FRMPD1|22844,ENSG00000070601,FRMPD1,22844,9,-0.93,4.9e-06,0.00046
NFE2|4778,ENSG00000123405,NFE2,4778,12,-0.83,4.9e-06,0.00046
GDE1|51573,ENSG00000006007,GDE1,51573,16,0.19,5e-06,0.00046
CASP14|23581,ENSG00000105141,CASP14,23581,19,-1.8,5.3e-06,0.00049
SLC25A36|55186,ENSG00000114120,SLC25A36,55186,3,0.34,5.3e-06,0.00049
MIS12|79003,ENSG00000167842,MIS12,79003,17,0.25,5.4e-06,0.00049
DSC2|1824,ENSG00000134755,DSC2,1824,18,-0.71,5.5e-06,5e-04
SLC6A11|6538,ENSG00000132164,SLC6A11,6538,3,-1.4,5.6e-06,5e-04
IFT80|57560,ENSG00000068885,IFT80,57560,3,0.36,5.7e-06,0.00051
DENND4C|55667,ENSG00000137145,DENND4C,55667,9,-0.35,5.7e-06,0.00051
CCDC157|550631,ENSG00000187860,CCDC157,550631,22,0.4,5.7e-06,0.00051
BLZF1|8548,ENSG00000117475,BLZF1,8548,1,-0.3,5.8e-06,0.00051
KIAA0907|22889,ENSG00000132680,KIAA0907,22889,1,0.34,5.8e-06,0.00051
DMRTA2|63950,ENSG00000142700,DMRTA2,63950,1,1.6,5.9e-06,0.00052
C16orf75|116028,ENSG00000175643,RMI2,116028,16,0.49,6e-06,0.00052
STMN1|3925,ENSG00000117632,STMN1,3925,1,0.41,6e-06,0.00052
NOD2|64127,ENSG00000167207,NOD2,64127,16,-0.63,6.2e-06,0.00053
SERPINB3|6317,ENSG00000057149,SERPINB3,6317,18,-1.3,6.2e-06,0.00053
NBR2|10230,ENSG00000198496,NBR2,10230,17,0.39,6.3e-06,0.00053
FLVCR2|55640,ENSG00000119686,FLVCR2,55640,14,-0.57,6.3e-06,0.00053
MED14|9282,ENSG00000180182,MED14,9282,X,-0.3,6.3e-06,0.00053
FLNA|2316,ENSG00000196924,FLNA,2316,X,-0.42,6.3e-06,0.00053
TMEM81|388730,ENSG00000174529,TMEM81,388730,1,0.33,6.6e-06,0.00055
EPGN|255324,ENSG00000182585,EPGN,255324,4,-1.4,6.6e-06,0.00055
CCDC106|29903,ENSG00000173581,CCDC106,29903,19,0.5,6.8e-06,0.00056
EFCAB6|64800,ENSG00000186976,EFCAB6,64800,22,0.7,7e-06,0.00057
PANX1|24145,ENSG00000110218,PANX1,24145,11,-0.41,7e-06,0.00057
SRRM5|100170229,ENSG00000226763,SRRM5,100170229,19,0.43,7e-06,0.00057
CDHR3|222256,ENSG00000128536,CDHR3,222256,7,0.69,7.1e-06,0.00057
CCRN4L|25819,ENSG00000151014,NOCT,25819,4,-0.49,7.2e-06,0.00057
ZNF789|285989,ENSG00000198556,ZNF789,285989,7,0.41,7.3e-06,0.00059
SLC25A4|291,ENSG00000151729,SLC25A4,291,4,0.56,7.4e-06,0.00059
ANKRD57|65124,ENSG00000198142,SOWAHC,65124,2,-0.42,7.5e-06,0.00059
RAB18|22931,ENSG00000099246,RAB18,22931,10,-0.27,7.6e-06,6e-04
GCAT|23464,ENSG00000100116,GCAT,23464,22,0.48,7.7e-06,6e-04
CCDC78|124093,ENSG00000162004,CCDC78,124093,16,0.82,7.8e-06,0.00061
F2RL1|2150,ENSG00000164251,F2RL1,2150,5,-0.71,8e-06,0.00062
MAFB|9935,ENSG00000204103,MAFB,9935,20,-0.61,8e-06,0.00062
KCNE2|9992,ENSG00000159197,KCNE2,9992,21,0.62,8.1e-06,0.00062
WDR62|284403,ENSG00000075702,WDR62,284403,19,0.36,8.1e-06,0.00062
C16orf93|90835,ENSG00000196118,CCDC189,90835,16,0.45,8.2e-06,0.00063
WDR83|84292,ENSG00000123154,WDR83,84292,19,0.28,8.3e-06,0.00063
PROCA1|147011,ENSG00000167525,PROCA1,147011,17,0.54,8.4e-06,0.00064
GFER|2671,ENSG00000127554,GFER,2671,16,0.28,8.7e-06,0.00065
C8orf77|286103,ENSG00000255559,ZNF252P-AS1,286103,8,0.58,8.7e-06,0.00065
CASC2|255082,ENSG00000177640,CASC2,255082,10,0.48,8.7e-06,0.00065
MUTYH|4595,ENSG00000132781,MUTYH,4595,1,0.29,8.7e-06,0.00065
RAB3A|5864,ENSG00000105649,RAB3A,5864,19,0.4,9.1e-06,0.00067
ADAMTSL4|54507,ENSG00000143382,ADAMTSL4,54507,1,-0.66,9.1e-06,0.00067
NINL|22981,ENSG00000101004,NINL,22981,20,0.52,9.3e-06,0.00068
HPDL|84842,ENSG00000186603,HPDL,84842,1,0.87,9.4e-06,0.00068
WDR90|197335,ENSG00000161996,WDR90,197335,16,0.39,9.5e-06,0.00069
MYPOP|339344,ENSG00000176182,MYPOP,339344,19,0.25,9.6e-06,0.00069
NCAPH2|29781,ENSG00000025770,NCAPH2,29781,22,0.31,9.7e-06,7e-04
LIPK|643414,ENSG00000204021,LIPK,643414,10,-1.1,9.9e-06,0.00071
PICALM|8301,ENSG00000073921,PICALM,8301,11,-0.28,1e-05,0.00071
RPL39L|116832,ENSG00000163923,RPL39L,116832,3,0.84,1e-05,0.00072
RNASE7|84659,ENSG00000165799,RNASE7,84659,14,-1.1,1e-05,0.00072
ISYNA1|51477,ENSG00000105655,ISYNA1,51477,19,0.7,1e-05,0.00072
MYST1|84148,ENSG00000103510,KAT8,84148,16,0.26,1e-05,0.00072
PHF1|5252,ENSG00000225553,PHF1,5252,CHR_HSCHR6_MHC_SSTO_CTG1,0.27,1e-05,0.00073
ABHD8|79575,ENSG00000127220,ABHD8,79575,19,0.4,1e-05,0.00073
NLRP2|55655,ENSG00000277060,NLRP2,55655,CHR_HSCHR19LRC_PGF1_CTG3_1,-1.6,1e-05,0.00073
SPOP|8405,ENSG00000121067,SPOP,8405,17,0.17,1.1e-05,0.00074
KIAA0114|57291,ENSG00000226950,DANCR,57291,4,0.54,1.1e-05,0.00074
MYO5A|4644,ENSG00000197535,MYO5A,4644,15,-0.47,1.1e-05,0.00074
APITD1|378708,ENSG00000175279,APITD1,378708,1,0.32,1.1e-05,0.00075
HPCA|3208,ENSG00000121905,HPCA,3208,1,0.62,1.1e-05,0.00075
C2orf44|80304,ENSG00000163026,C2orf44,80304,2,0.25,1.2e-05,0.00078
TUBD1|51174,ENSG00000108423,TUBD1,51174,17,0.26,1.2e-05,0.00078
NIPAL4|348938,ENSG00000172548,NIPAL4,348938,5,-1.1,1.2e-05,0.00078
FAHD2A|51011,ENSG00000115042,FAHD2A,51011,2,0.31,1.2e-05,0.00078
KIAA1432|57589,ENSG00000107036,RIC1,57589,9,-0.38,1.2e-05,0.00078
AASDHPPT|60496,ENSG00000149313,AASDHPPT,60496,11,-0.29,1.2e-05,0.00078
LOC154761|154761,ENSG00000253882,,154761,7,-0.45,1.2e-05,0.00078
SLC12A7|10723,ENSG00000276482,SLC12A7,10723,CHR_HSCHR5_4_CTG1,0.59,1.2e-05,0.00079
ZNF606|80095,ENSG00000166704,ZNF606,80095,19,0.64,1.2e-05,0.00079
CDK3|1018,ENSG00000261408,TEN1-CDK3,1018,17,0.56,1.2e-05,0.00079
C3orf47|339942,NA,NA,NA,NA,0.53,1.2e-05,0.00079
SUZ12P|440423,NA,NA,NA,NA,0.36,1.2e-05,8e-04
PPP2R2C|5522,ENSG00000074211,PPP2R2C,5522,4,-0.97,1.2e-05,8e-04
ISY1|57461,ENSG00000240682,ISY1,57461,3,0.2,1.3e-05,0.00083
TAF8|129685,ENSG00000137413,TAF8,129685,6,0.23,1.3e-05,0.00084
TFAP2A|7020,ENSG00000137203,TFAP2A,7020,6,-0.37,1.3e-05,0.00084
ABCA17P|650655,ENSG00000238098,ABCA17P,650655,16,1.2,1.3e-05,0.00084
KLK6|5653,ENSG00000167755,KLK6,5653,19,-1.4,1.3e-05,0.00084
OVGP1|5016,ENSG00000085465,OVGP1,5016,1,0.56,1.3e-05,0.00084
DCUN1D2|55208,ENSG00000150401,DCUN1D2,55208,13,0.3,1.3e-05,0.00084
FRMD4B|23150,ENSG00000114541,FRMD4B,23150,3,-0.37,1.4e-05,0.00086
ANKRD10|55608,ENSG00000088448,ANKRD10,55608,13,0.34,1.4e-05,0.00087
FAM24B|196792,ENSG00000213185,FAM24B,196792,10,0.65,1.4e-05,0.00087
NPHP1|4867,ENSG00000144061,NPHP1,4867,2,0.51,1.4e-05,0.00087
KRT19|3880,ENSG00000171345,KRT19,3880,17,1.9,1.4e-05,0.00087
ZNF48|197407,ENSG00000180035,ZNF48,197407,16,0.37,1.4e-05,0.00087
ZNF566|84924,ENSG00000186017,ZNF566,84924,19,0.47,1.4e-05,0.00087
PARP12|64761,ENSG00000059378,PARP12,64761,7,-0.34,1.4e-05,0.00087
PLEKHG5|57449,ENSG00000171680,PLEKHG5,57449,1,-0.37,1.4e-05,0.00087
PARS2|25973,ENSG00000162396,PARS2,25973,1,0.22,1.4e-05,0.00087
CPA4|51200,ENSG00000128510,CPA4,51200,7,-1.2,1.5e-05,0.00088
MAPK1IP1L|93487,ENSG00000168175,MAPK1IP1L,93487,14,-0.19,1.5e-05,0.00088
ACOT11|26027,ENSG00000162390,ACOT11,26027,1,-0.53,1.5e-05,0.00088
PCDH7|5099,ENSG00000169851,PCDH7,5099,4,-0.86,1.5e-05,0.00088
TLE2|7089,ENSG00000065717,TLE2,7089,19,0.67,1.5e-05,0.00088
PKN3|29941,ENSG00000160447,PKN3,29941,9,0.4,1.5e-05,9e-04
CLCA2|9635,ENSG00000137975,CLCA2,9635,1,-0.81,1.5e-05,9e-04
RPL32P3|132241,NA,NA,NA,NA,0.46,1.5e-05,9e-04
SFRS12IP1|285672,ENSG00000153006,SREK1IP1,285672,5,-0.26,1.5e-05,9e-04
SLC2A9|56606,ENSG00000109667,SLC2A9,56606,4,-0.52,1.5e-05,9e-04
PKP4|8502,ENSG00000144283,PKP4,8502,2,0.23,1.5e-05,9e-04
ACSS1|84532,ENSG00000154930,ACSS1,84532,20,0.53,1.5e-05,9e-04
CHCHD6|84303,ENSG00000159685,CHCHD6,84303,3,0.43,1.6e-05,0.00091
PCSK7|9159,ENSG00000160613,PCSK7,9159,11,-0.26,1.6e-05,0.00091
TUBA1C|84790,ENSG00000167553,TUBA1C,84790,12,-0.29,1.6e-05,0.00091
ALDH3B2|222,ENSG00000132746,ALDH3B2,222,11,-0.86,1.6e-05,0.00091
COL9A2|1298,ENSG00000049089,COL9A2,1298,1,0.77,1.6e-05,0.00093
C1orf63|57035,ENSG00000117616,RSRP1,57035,1,0.5,1.7e-05,0.00094
AGBL5|60509,ENSG00000084693,AGBL5,60509,2,0.28,1.7e-05,0.00096
SNAP47|116841,ENSG00000143740,SNAP47,116841,1,0.19,1.7e-05,0.00096
LOC100128288|100128288,NA,NA,NA,NA,0.52,1.7e-05,0.00096
WDR67|93594,ENSG00000156787,TBC1D31,93594,8,0.27,1.7e-05,0.00097
SLC25A29|123096,ENSG00000197119,SLC25A29,123096,14,0.41,1.8e-05,0.00098
STS|412,ENSG00000101846,STS,412,X,-0.42,1.8e-05,0.00099
SNAPC5|10302,ENSG00000174446,SNAPC5,10302,15,0.29,1.8e-05,0.00099
C9orf140|89958,ENSG00000186193,SAPCD2,89958,9,0.54,1.8e-05,0.001
ABCB9|23457,ENSG00000150967,ABCB9,23457,12,0.33,1.8e-05,0.001
UPF3B|65109,ENSG00000125351,UPF3B,65109,X,0.31,1.9e-05,0.001
