BCORL2|286554,2.15334621000554,6.24462276240375e-11,7.76206609366785e-08,ENSG00000215580,BCORP1,286554,Y
CYorf15A|246126,3.68617864760031,3.94771677407059e-18,1.12160273146737e-14,ENSG00000131002,TXLNGY,246126,Y
CYorf15B|84663,3.75749550547748,1.38449859368302e-16,2.5031734573789e-13,NA,NA,NA,NA
DAZ1|1617,3.20807104121956,5.22864682808356e-05,0.034527512864061,ENSG00000205916,DAZ4,1617,Y
DAZ2|57055,2.93167616557294,5.35881676952628e-06,0.00426304591649355,ENSG00000205944,DAZ2,57055,Y
DAZ3|57054,2.42566723030485,4.01086439962023e-06,0.0033236696324853,ENSG00000187191,DAZ3,57054,Y
DDX3Y|8653,3.78141482108722,9.70051965240876e-20,4.82309837117763e-16,ENSG00000067048,DDX3Y,8653,Y
EIF1AY|9086,3.77245772651874,5.49884423248919e-17,1.34377767016417e-13,ENSG00000198692,EIF1AY,9086,Y
GSDMA|284110,-0.643635489185789,3.09300779417773e-05,0.0212116341415885,ENSG00000167914,GSDMA,284110,17
KDM5D|8284,4.15364414951623,6.75672601651335e-17,1.34377767016417e-13,ENSG00000012817,KDM5D,8284,Y
NCRNA00185|55410,2.85767418341857,2.2518255383578e-12,3.19887902191857e-09,NA,NA,NA,NA
NLGN4Y|22829,3.64437120965754,1.54238590066853e-21,2.16693729819868e-17,ENSG00000165246,NLGN4Y,22829,Y
PCDH11Y|83259,1.84001100710082,3.70573761651062e-07,0.000387893209037701,ENSG00000099715,PCDH11Y,83259,Y
PRKY|5616,3.44592650163818,6.16620479810932e-17,1.34377767016417e-13,ENSG00000099725,PRKY,5616,Y
RPS4Y1|6192,3.94240912124994,5.17334616911739e-16,8.57395905095055e-13,ENSG00000129824,RPS4Y1,6192,Y
TMSB4Y|9087,3.12797861554574,1.3456807121056e-14,2.05868446171971e-11,ENSG00000154620,TMSB4Y,9087,Y
TSIX|9383,-2.07064096351106,9.94597620350545e-10,1.09891985964065e-06,ENSG00000270641,TSIX,9383,X
TTTY14|83869,2.48356518331589,5.51324483965468e-11,7.30982755807016e-08,NA,NA,NA,NA
TTTY15|64595,3.5445487375797,2.1791404849142e-21,2.16693729819868e-17,ENSG00000233864,TTTY15,64595,Y
USP9Y|8287,3.93910872841738,5.57430726552969e-19,2.21723645793709e-15,ENSG00000114374,USP9Y,8287,Y
UTY|7404,4.00702185768067,4.06657629524306e-20,2.6958689786598e-16,ENSG00000183878,UTY,7404,Y
XIST|7503,-2.03734770368314,1.33518254239878e-10,1.56200649430747e-07,ENSG00000229807,XIST,7503,X
ZFY|7544,3.55192960839946,3.90850865383526e-18,1.12160273146737e-14,ENSG00000067646,ZFY,7544,Y
