ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
ACP2|53,ENSG00000134575,ACP2,53,11,-0.26,1.6e-05,0.004
FRG1B|284802,NA,NA,NA,NA,0.33,1.6e-05,0.004
SLC12A3|6559,ENSG00000070915,SLC12A3,6559,16,-0.69,1.7e-05,0.0042
FBXO27|126433,ENSG00000161243,FBXO27,126433,19,0.71,1.8e-05,0.0042
HLA-DPB1|3115,ENSG00000230763,HLA-DPB1,3115,CHR_HSCHR6_MHC_MCF_CTG1,-0.62,1.8e-05,0.0042
MSL3|10943,ENSG00000005302,MSL3,10943,X,-0.23,1.8e-05,0.0042
FLVCR2|55640,ENSG00000119686,FLVCR2,55640,14,-0.51,1.8e-05,0.0042
CCDC91|55297,ENSG00000123106,CCDC91,55297,12,0.34,1.9e-05,0.0044
CXorf21|80231,ENSG00000120280,CXorf21,80231,X,-0.62,2e-05,0.0044
NLRP2|55655,ENSG00000277060,NLRP2,55655,CHR_HSCHR19LRC_PGF1_CTG3_1,-1.5,2.2e-05,0.0047
ARSE|415,ENSG00000157399,ARSE,415,X,-0.86,2.2e-05,0.0047
GPSM3|63940,ENSG00000213654,GPSM3,63940,6,-0.48,2.2e-05,0.0047
AMICA1|120425,ENSG00000160593,AMICA1,120425,11,-0.6,2.4e-05,0.005
C1orf162|128346,ENSG00000143110,C1orf162,128346,1,-0.53,2.5e-05,0.0053
TRIM36|55521,ENSG00000152503,TRIM36,55521,5,-0.6,2.6e-05,0.0054
C1QA|712,ENSG00000173372,C1QA,712,1,-0.61,2.7e-05,0.0055
PTCRA|171558,ENSG00000171611,PTCRA,171558,6,-0.62,2.8e-05,0.0055
GRIN3A|116443,ENSG00000198785,GRIN3A,116443,9,-0.52,2.8e-05,0.0055
PLD4|122618,ENSG00000166428,PLD4,122618,14,-0.82,2.8e-05,0.0055
C9orf167|54863,ENSG00000198113,TOR4A,54863,9,-0.56,3e-05,0.0058
SLC16A12|387700,ENSG00000152779,SLC16A12,387700,10,-0.73,3.1e-05,0.006
EBI3|10148,ENSG00000105246,EBI3,10148,19,-0.61,3.2e-05,0.0062
TMEM100|55273,ENSG00000166292,TMEM100,55273,17,-0.9,3.3e-05,0.0063
FGL2|10875,ENSG00000127951,FGL2,10875,7,-0.64,3.5e-05,0.0065
PRR15L|79170,ENSG00000167183,PRR15L,79170,17,-0.82,3.6e-05,0.0066
ZWILCH|55055,ENSG00000174442,ZWILCH,55055,15,0.24,3.7e-05,0.0066
SEPT6|23157,ENSG00000125354,SEPT6,23157,X,-0.41,3.7e-05,0.0066
KIAA1486|57624,ENSG00000144460,NYAP2,57624,2,-0.75,3.7e-05,0.0066
EME1|146956,ENSG00000154920,EME1,146956,17,0.41,3.7e-05,0.0066
RTN1|6252,ENSG00000139970,RTN1,6252,14,-0.69,3.9e-05,0.0068
UCP2|7351,ENSG00000175567,UCP2,7351,11,-0.51,4.1e-05,0.007
TOX|9760,ENSG00000198846,TOX,9760,8,-0.64,4.2e-05,0.0072
ZFP64|55734,ENSG00000020256,ZFP64,55734,20,0.24,4.3e-05,0.0073
GIMAP5|55340,ENSG00000196329,GIMAP5,55340,7,-0.55,4.7e-05,0.0079
FES|2242,ENSG00000182511,FES,2242,15,-0.4,5.1e-05,0.0085
DNMT3B|1789,ENSG00000088305,DNMT3B,1789,20,0.5,5.2e-05,0.0085
B3GAT1|27087,ENSG00000109956,B3GAT1,27087,11,-0.66,5.5e-05,0.0089
SEC11C|90701,ENSG00000166562,SEC11C,90701,18,-0.4,5.6e-05,0.009
CD1E|913,ENSG00000158488,CD1E,913,1,-0.77,5.8e-05,0.0093
ADAMTS8|11095,ENSG00000134917,ADAMTS8,11095,11,-0.84,6.1e-05,0.0096
SPESP1|246777,ENSG00000258484,SPESP1,246777,15,1.1,6.1e-05,0.0096
C1orf127|148345,ENSG00000175262,C1orf127,148345,1,-0.61,6.3e-05,0.0098
KLRB1|3820,ENSG00000111796,KLRB1,3820,12,-0.77,6.4e-05,0.0099
C19orf35|374872,ENSG00000188305,C19orf35,374872,19,-0.51,6.6e-05,0.01
RAB9A|9367,ENSG00000123595,RAB9A,9367,X,-0.27,6.7e-05,0.01
SLCO1A2|6579,ENSG00000084453,SLCO1A2,6579,12,0.99,6.8e-05,0.01
CCR2|729230,ENSG00000121807,CCR2,729230,3,-0.7,6.8e-05,0.01
PIK3R6|146850,ENSG00000276231,PIK3R6,146850,17,-0.53,6.8e-05,0.01
PILRA|29992,ENSG00000085514,PILRA,29992,7,-0.54,6.9e-05,0.01
CATSPER1|117144,ENSG00000175294,CATSPER1,117144,11,-0.66,7.1e-05,0.01
GBP5|115362,ENSG00000154451,GBP5,115362,1,-0.72,7.1e-05,0.01
C19orf38|255809,ENSG00000214212,C19orf38,255809,19,-0.52,7.4e-05,0.011
CD74|972,ENSG00000019582,CD74,972,5,-0.56,7.5e-05,0.011
SIGLEC10|89790,ENSG00000142512,SIGLEC10,89790,19,-0.62,7.6e-05,0.011
GHRL|51738,ENSG00000157017,GHRL,51738,3,-0.56,7.7e-05,0.011
PAG1|55824,ENSG00000076641,PAG1,55824,8,-0.43,7.8e-05,0.011
GPBAR1|151306,ENSG00000179921,GPBAR1,151306,2,-0.44,8e-05,0.011
P2RY13|53829,ENSG00000181631,P2RY13,53829,3,-0.64,8.2e-05,0.011
SLC2A13|114134,ENSG00000151229,SLC2A13,114134,12,-0.4,8.2e-05,0.011
GPR183|1880,ENSG00000169508,GPR183,1880,13,-0.58,8.3e-05,0.011
TXNIP|10628,ENSG00000265972,TXNIP,10628,1,-0.48,8.3e-05,0.011
CASS4|57091,ENSG00000087589,CASS4,57091,20,-0.6,8.4e-05,0.011
KAL1|3730,ENSG00000011201,ANOS1,3730,X,-0.65,8.6e-05,0.011
OOEP|441161,ENSG00000203907,OOEP,441161,6,0.93,8.6e-05,0.011
UBA1|7317,ENSG00000130985,UBA1,7317,X,-0.19,8.7e-05,0.011
VAMP5|10791,ENSG00000168899,VAMP5,10791,2,-0.45,8.9e-05,0.011
ORC6L|23594,ENSG00000091651,ORC6,23594,16,0.34,9.4e-05,0.012
SPN|6693,ENSG00000197471,SPN,6693,16,-0.58,9.7e-05,0.012
CCL13|6357,ENSG00000181374,CCL13,6357,17,-0.78,9.9e-05,0.012
FAIM2|23017,ENSG00000135472,FAIM2,23017,12,-0.66,1e-04,0.012
BMF|90427,ENSG00000104081,BMF,90427,15,-0.45,1e-04,0.013
METTL8|79828,ENSG00000123600,METTL8,79828,2,0.25,1e-04,0.013
HLA-DMA|3108,ENSG00000243189,HLA-DMA,3108,CHR_HSCHR6_MHC_MANN_CTG1,-0.52,1e-04,0.013
HLA-DQA2|3118,ENSG00000257473,HLA-DQA2,3118,CHR_HSCHR6_MHC_COX_CTG1,-0.76,0.00011,0.013
CYTIP|9595,ENSG00000115165,CYTIP,9595,2,-0.57,0.00011,0.013
NCKAP1L|3071,ENSG00000123338,NCKAP1L,3071,12,-0.61,0.00011,0.013
IRF8|3394,ENSG00000140968,IRF8,3394,16,-0.62,0.00011,0.013
WDR75|84128,ENSG00000115368,WDR75,84128,2,0.2,0.00011,0.013
MASTL|84930,ENSG00000120539,MASTL,84930,10,0.25,0.00011,0.013
MGAT4A|11320,ENSG00000071073,MGAT4A,11320,2,-0.48,0.00011,0.013
IL4I1|259307,ENSG00000104951,IL4I1,259307,19,-0.51,0.00011,0.013
CXCR3|2833,ENSG00000186810,CXCR3,2833,X,-0.63,0.00011,0.013
TBXAS1|6916,ENSG00000059377,TBXAS1,6916,7,-0.5,0.00011,0.013
FBP1|2203,ENSG00000165140,FBP1,2203,9,-0.64,0.00012,0.013
F2RL3|9002,ENSG00000127533,F2RL3,9002,19,-0.5,0.00012,0.013
CLDN23|137075,ENSG00000253958,CLDN23,137075,8,-0.47,0.00012,0.013
ARHGAP11A|9824,ENSG00000275568,ARHGAP11A,9824,CHR_HSCHR15_4_CTG8,0.31,0.00012,0.013
SLC6A12|6539,ENSG00000111181,SLC6A12,6539,12,-0.58,0.00012,0.013
NLRP3|114548,ENSG00000162711,NLRP3,114548,1,-0.56,0.00012,0.013
C6orf123|26238,ENSG00000146521,LINC01558,26238,6,-0.51,0.00013,0.014
GUSB|2990,ENSG00000169919,GUSB,2990,7,-0.2,0.00013,0.014
CD1D|912,ENSG00000158473,CD1D,912,1,-0.52,0.00013,0.014
TNFAIP8L2|79626,ENSG00000163154,TNFAIP8L2,79626,1,-0.48,0.00013,0.014
CASC5|57082,ENSG00000137812,CASC5,57082,15,0.34,0.00013,0.014
MAPK6|5597,ENSG00000069956,MAPK6,5597,15,0.29,0.00013,0.014
CEACAM21|90273,ENSG00000007129,CEACAM21,90273,19,-0.58,0.00013,0.014
VPRBP|9730,ENSG00000145041,VPRBP,9730,3,0.17,0.00014,0.014
CFP|5199,ENSG00000126759,CFP,5199,X,-0.54,0.00014,0.014
ABCD1|215,ENSG00000101986,ABCD1,215,X,-0.28,0.00014,0.014
LAT2|7462,ENSG00000086730,LAT2,7462,7,-0.45,0.00014,0.014
ARHGDIB|397,ENSG00000111348,ARHGDIB,397,12,-0.4,0.00014,0.014
P2RY12|64805,ENSG00000169313,P2RY12,64805,3,-0.74,0.00014,0.014
C1QB|713,ENSG00000173369,C1QB,713,1,-0.59,0.00015,0.015
ITK|3702,ENSG00000113263,ITK,3702,5,-0.66,0.00015,0.015
AP4B1|10717,ENSG00000134262,AP4B1,10717,1,-0.21,0.00015,0.015
CD300LF|146722,ENSG00000186074,CD300LF,146722,17,-0.57,0.00016,0.015
CXCL9|4283,ENSG00000138755,CXCL9,4283,4,-0.87,0.00016,0.015
SLC24A4|123041,ENSG00000140090,SLC24A4,123041,14,-0.55,0.00016,0.015
COX10|1352,ENSG00000006695,COX10,1352,17,0.21,0.00016,0.015
WDTC1|23038,ENSG00000142784,WDTC1,23038,1,-0.23,0.00016,0.015
IL12RB1|3594,ENSG00000096996,IL12RB1,3594,19,-0.61,0.00016,0.015
IL5RA|3568,ENSG00000091181,IL5RA,3568,3,-0.78,0.00016,0.015
ST18|9705,ENSG00000147488,ST18,9705,8,-0.7,0.00016,0.015
JAKMIP1|152789,ENSG00000152969,JAKMIP1,152789,4,-0.68,0.00016,0.015
CCR6|1235,ENSG00000112486,CCR6,1235,6,-0.51,0.00017,0.016
MCM10|55388,ENSG00000065328,MCM10,55388,10,0.35,0.00017,0.016
NCAPD2|9918,ENSG00000010292,NCAPD2,9918,12,0.3,0.00017,0.016
NR0B2|8431,ENSG00000131910,NR0B2,8431,1,-0.82,0.00017,0.016
TRIM55|84675,ENSG00000147573,TRIM55,84675,8,-0.77,0.00017,0.016
HLA-DMB|3109,ENSG00000239329,HLA-DMB,3109,CHR_HSCHR6_MHC_MANN_CTG1,-0.59,0.00017,0.016
PUS7|54517,ENSG00000091127,PUS7,54517,7,0.27,0.00017,0.016
TEAD4|7004,ENSG00000197905,TEAD4,7004,12,0.32,0.00017,0.016
CD40LG|959,ENSG00000102245,CD40LG,959,X,-0.68,0.00018,0.016
TRPV2|51393,ENSG00000187688,TRPV2,51393,17,-0.43,0.00018,0.016
C12orf11|55726,ENSG00000064102,ASUN,55726,12,0.24,0.00018,0.016
GGTA1|2681,ENSG00000204136,GGTA1P,2681,9,-0.53,0.00018,0.016
GPR82|27197,ENSG00000171657,GPR82,27197,X,-0.52,0.00018,0.016
CD200R1|131450,ENSG00000163606,CD200R1,131450,3,-0.53,0.00018,0.016
CALM3|808,ENSG00000160014,CALM3,808,19,-0.21,0.00019,0.016
PARVG|64098,ENSG00000138964,PARVG,64098,22,-0.47,0.00019,0.016
FAM105A|54491,ENSG00000145569,FAM105A,54491,5,-0.43,0.00019,0.016
HLA-DPA1|3113,ENSG00000235844,HLA-DPA1,3113,CHR_HSCHR6_MHC_APD_CTG1,-0.57,0.00019,0.016
LRRC25|126364,ENSG00000175489,LRRC25,126364,19,-0.47,0.00019,0.016
SELPLG|6404,ENSG00000110876,SELPLG,6404,12,-0.46,0.00019,0.016
LRRN3|54674,ENSG00000173114,LRRN3,54674,7,-0.61,0.00019,0.016
GBP4|115361,ENSG00000162654,GBP4,115361,1,-0.55,0.00019,0.016
RENBP|5973,ENSG00000102032,RENBP,5973,X,-0.45,2e-04,0.016
GRASP|160622,ENSG00000161835,GRASP,160622,12,-0.45,2e-04,0.016
RAD51|5888,ENSG00000051180,RAD51,5888,15,0.3,2e-04,0.017
CD300A|11314,ENSG00000167851,CD300A,11314,17,-0.47,0.00021,0.017
CD300LB|124599,ENSG00000178789,CD300LB,124599,17,-0.52,0.00021,0.017
CD4|920,ENSG00000010610,CD4,920,12,-0.49,0.00021,0.017
HLA-DRA|3122,ENSG00000277263,HLA-DRA,3122,CHR_HSCHR6_8_CTG1,-0.59,0.00021,0.017
ABI3|51225,ENSG00000108798,ABI3,51225,17,-0.43,0.00022,0.017
CIITA|4261,ENSG00000179583,CIITA,4261,16,-0.62,0.00022,0.017
NCF1C|654817,ENSG00000165178,NCF1C,654817,7,-0.61,0.00022,0.017
CLIC5|53405,ENSG00000112782,CLIC5,53405,6,-0.71,0.00022,0.018
SH3KBP1|30011,ENSG00000147010,SH3KBP1,30011,X,-0.38,0.00022,0.018
TGM2|7052,ENSG00000198959,TGM2,7052,20,-0.56,0.00022,0.018
SASH3|54440,ENSG00000122122,SASH3,54440,X,-0.52,0.00023,0.018
SLA|6503,ENSG00000155926,SLA,6503,8,-0.51,0.00023,0.018
POLQ|10721,ENSG00000051341,POLQ,10721,3,0.4,0.00023,0.018
ATP2A3|489,ENSG00000074370,ATP2A3,489,17,-0.48,0.00023,0.018
LST1|7940,ENSG00000231048,LST1,7940,CHR_HSCHR6_MHC_MANN_CTG1,-0.5,0.00023,0.018
GMFG|9535,ENSG00000130755,GMFG,9535,19,-0.45,0.00024,0.018
FAM23A|653567,ENSG00000148483,TMEM236,653567,10,-0.49,0.00024,0.018
KIF23|9493,ENSG00000137807,KIF23,9493,15,0.28,0.00024,0.018
LILRA3|11026,ENSG00000275841,LILRA3,11026,CHR_HSCHR19_4_CTG3_1,-0.75,0.00024,0.018
CTSS|1520,ENSG00000163131,CTSS,1520,1,-0.51,0.00025,0.018
HLA-DRB1|3123,ENSG00000206306,HLA-DRB1,3123,CHR_HSCHR6_MHC_QBL_CTG1,-0.59,0.00025,0.019
CCNB2|9133,ENSG00000157456,CCNB2,9133,15,0.31,0.00026,0.019
MS4A8B|83661,ENSG00000166959,MS4A8,83661,11,-1.2,0.00026,0.019
STX12|23673,ENSG00000117758,STX12,23673,1,-0.19,0.00026,0.019
IL2RA|3559,ENSG00000134460,IL2RA,3559,10,-0.62,0.00027,0.019
NCR3|259197,ENSG00000225211,NCR3,259197,CHR_HSCHR6_MHC_MCF_CTG1,-0.63,0.00027,0.019
PTGER2|5732,ENSG00000125384,PTGER2,5732,14,-0.57,0.00027,0.019
C17orf87|388325,ENSG00000161929,SCIMP,388325,17,-0.62,0.00027,0.019
TFF3|7033,ENSG00000160180,TFF3,7033,21,-0.97,0.00027,0.019
CELF2|10659,ENSG00000048740,CELF2,10659,10,-0.49,0.00027,0.019
CSDA|8531,ENSG00000060138,YBX3,8531,12,0.29,0.00027,0.019
FUCA1|2517,ENSG00000179163,FUCA1,2517,1,-0.32,0.00027,0.019
YARS2|51067,ENSG00000139131,YARS2,51067,12,0.21,0.00027,0.019
CA4|762,ENSG00000167434,CA4,762,17,-0.91,0.00027,0.019
CD2|914,ENSG00000116824,CD2,914,1,-0.57,0.00027,0.019
CD226|10666,ENSG00000150637,CD226,10666,18,-0.56,0.00028,0.02
BHMT2|23743,ENSG00000132840,BHMT2,23743,5,-0.72,0.00028,0.02
RHOH|399,ENSG00000168421,RHOH,399,4,-0.54,0.00028,0.02
RNASE1|6035,ENSG00000129538,RNASE1,6035,14,-0.51,0.00028,0.02
CD53|963,ENSG00000143119,CD53,963,1,-0.52,0.00028,0.02
GRAP2|9402,ENSG00000100351,GRAP2,9402,22,-0.52,0.00029,0.02
RIBC1|158787,ENSG00000158423,RIBC1,158787,X,-0.41,0.00029,0.02
S1PR5|53637,ENSG00000180739,S1PR5,53637,19,0.66,3e-04,0.02
C2CD2L|9854,ENSG00000172375,C2CD2L,9854,11,-0.23,3e-04,0.02
TBX21|30009,ENSG00000073861,TBX21,30009,17,-0.57,3e-04,0.02
CORO1A|11151,ENSG00000102879,CORO1A,11151,16,-0.43,3e-04,0.02
LGALS2|3957,ENSG00000100079,LGALS2,3957,22,-0.75,0.00031,0.021
CLEC4E|26253,ENSG00000166523,CLEC4E,26253,12,-0.68,0.00031,0.021
ST6GALNAC6|30815,ENSG00000160408,ST6GALNAC6,30815,9,-0.21,0.00031,0.021
IGSF11|152404,ENSG00000144847,IGSF11,152404,3,0.82,0.00031,0.021
SARDH|1757,ENSG00000123453,SARDH,1757,9,-0.55,0.00032,0.021
MRM1|79922,ENSG00000278619,MRM1,79922,17,0.3,0.00032,0.021
FAM83B|222584,ENSG00000168143,FAM83B,222584,6,0.66,0.00032,0.021
CD86|942,ENSG00000114013,CD86,942,3,-0.44,0.00032,0.021
PLA2G7|7941,ENSG00000146070,PLA2G7,7941,6,-0.57,0.00032,0.021
PLK4|10733,ENSG00000142731,PLK4,10733,4,0.27,0.00032,0.021
FANCE|2178,ENSG00000112039,FANCE,2178,6,0.31,0.00033,0.021
LOC100130933|100130933,ENSG00000259120,SMIM6,100130933,17,-0.67,0.00033,0.021
TNFSF13|8741,ENSG00000161955,TNFSF13,8741,17,-0.34,0.00033,0.021
FGD2|221472,ENSG00000146192,FGD2,221472,6,-0.5,0.00033,0.021
IL21R|50615,ENSG00000103522,IL21R,50615,16,-0.6,0.00034,0.021
LILRB2|10288,ENSG00000277816,LILRB3,10288,CHR_HSCHR19LRC_COX1_CTG3_1,-0.51,0.00034,0.021
DNAJC2|27000,ENSG00000105821,DNAJC2,27000,7,0.24,0.00034,0.022
C20orf56|140828,ENSG00000259974,LINC00261,140828,20,-0.98,0.00035,0.022
PIK3R5|23533,ENSG00000141506,PIK3R5,23533,17,-0.49,0.00035,0.022
USP2|9099,ENSG00000036672,USP2,9099,11,-0.49,0.00035,0.022
XKR8|55113,ENSG00000158156,XKR8,55113,1,-0.21,0.00035,0.022
NAPSB|256236,ENSG00000131401,NAPSB,256236,19,-0.64,0.00035,0.022
PPP1R16B|26051,ENSG00000101445,PPP1R16B,26051,20,-0.54,0.00035,0.022
MS4A6A|64231,ENSG00000110077,MS4A6A,64231,11,-0.54,0.00036,0.022
P2RX1|5023,ENSG00000108405,P2RX1,5023,17,-0.58,0.00036,0.022
SVIP|258010,ENSG00000198168,SVIP,258010,11,-0.47,0.00037,0.022
CCR4|1233,ENSG00000183813,CCR4,1233,3,-0.72,0.00037,0.022
AGFG1|3267,ENSG00000173744,AGFG1,3267,2,0.23,0.00037,0.022
TSC22D3|1831,ENSG00000157514,TSC22D3,1831,X,-0.38,0.00038,0.023
EVI2B|2124,ENSG00000185862,EVI2B,2124,17,-0.54,0.00038,0.023
CD5|921,ENSG00000110448,CD5,921,11,-0.57,0.00039,0.023
MFSD7|84179,ENSG00000169026,MFSD7,84179,4,-0.45,0.00039,0.023
ACSL5|51703,ENSG00000197142,ACSL5,51703,10,-0.59,0.00039,0.023
N4BP2L1|90634,ENSG00000139597,N4BP2L1,90634,13,-0.39,0.00039,0.023
TIFAB|497189,ENSG00000255833,TIFAB,497189,5,-0.65,0.00039,0.023
C11orf21|29125,ENSG00000110665,C11orf21,29125,11,-0.56,0.00039,0.023
TSPAN12|23554,ENSG00000106025,TSPAN12,23554,7,-0.5,4e-04,0.023
PCP4|5121,ENSG00000183036,PCP4,5121,21,-0.98,0.00041,0.024
ALG10|84920,ENSG00000139133,ALG10,84920,12,0.25,0.00041,0.024
MUC21|394263,ENSG00000206463,MUC21,394263,CHR_HSCHR6_MHC_QBL_CTG1,-1.1,0.00041,0.024
CEP55|55165,ENSG00000138180,CEP55,55165,10,0.31,0.00042,0.024
TDRD6|221400,ENSG00000180113,TDRD6,221400,6,-0.47,0.00042,0.024
FCGR2A|2212,ENSG00000143226,FCGR2A,2212,1,-0.47,0.00042,0.024
ITGAL|3683,ENSG00000005844,ITGAL,3683,16,-0.56,0.00042,0.024
CLEC4A|50856,ENSG00000111729,CLEC4A,50856,12,-0.51,0.00043,0.024
CCR5|1234,ENSG00000160791,CCR5,1234,3,-0.54,0.00044,0.025
ZNF671|79891,ENSG00000083814,ZNF671,79891,19,-0.44,0.00044,0.025
AIF1|199,ENSG00000235985,AIF1,199,CHR_HSCHR6_MHC_MCF_CTG1,-0.44,0.00044,0.025
CYBB|1536,ENSG00000165168,CYBB,1536,X,-0.58,0.00044,0.025
NAA10|8260,ENSG00000102030,NAA10,8260,X,-0.2,0.00044,0.025
LAPTM5|7805,ENSG00000162511,LAPTM5,7805,1,-0.47,0.00044,0.025
CENPA|1058,ENSG00000115163,CENPA,1058,2,0.32,0.00044,0.025
ICOS|29851,ENSG00000163600,ICOS,29851,2,-0.55,0.00044,0.025
SNX20|124460,ENSG00000167208,SNX20,124460,16,-0.52,0.00045,0.025
NFAM1|150372,ENSG00000235568,NFAM1,150372,22,-0.51,0.00046,0.025
BCL2L15|440603,ENSG00000188761,BCL2L15,440603,1,-0.69,0.00046,0.025
KANK2|25959,ENSG00000197256,KANK2,25959,19,-0.31,0.00046,0.025
