ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
SMPD1|6609,ENSG00000166311,SMPD1,6609,11,-0.25,0.00046,0.025
C12orf56|115749,ENSG00000185306,C12orf56,115749,12,0.72,0.00046,0.025
H2AFY|9555,ENSG00000113648,H2AFY,9555,5,-0.15,0.00046,0.025
BTLA|151888,ENSG00000186265,BTLA,151888,3,-0.61,0.00046,0.025
CD52|1043,ENSG00000169442,CD52,1043,1,-0.53,0.00047,0.025
BATF2|116071,ENSG00000168062,BATF2,116071,11,-0.53,0.00047,0.025
PRKACB|5567,ENSG00000142875,PRKACB,5567,1,-0.28,0.00048,0.025
SLAMF8|56833,ENSG00000158714,SLAMF8,56833,1,-0.48,0.00048,0.025
IL10RA|3587,ENSG00000110324,IL10RA,3587,11,-0.49,0.00048,0.025
DOK2|9046,ENSG00000147443,DOK2,9046,8,-0.45,0.00048,0.025
KIF15|56992,ENSG00000163808,KIF15,56992,3,0.32,0.00049,0.026
UGT1A9|54600,ENSG00000241119,UGT1A9,54600,2,1.2,0.00049,0.026
ARHGEF6|9459,ENSG00000129675,ARHGEF6,9459,X,-0.43,5e-04,0.026
HLA-DQB1|3119,ENSG00000225824,HLA-DQB1,3119,CHR_HSCHR6_MHC_MANN_CTG1,-0.59,5e-04,0.026
CCL22|6367,ENSG00000102962,CCL22,6367,16,-0.58,5e-04,0.026
CXCR6|10663,ENSG00000172215,CXCR6,10663,3,-0.57,5e-04,0.026
NOP2|4839,ENSG00000111641,NOP2,4839,12,0.25,5e-04,0.026
RFFL|117584,ENSG00000092871,RFFL,117584,17,0.26,5e-04,0.026
MPEG1|219972,ENSG00000197629,MPEG1,219972,11,-0.51,0.00051,0.026
GNGT2|2793,ENSG00000167083,GNGT2,2793,17,-0.42,0.00051,0.026
TAGAP|117289,ENSG00000164691,TAGAP,117289,6,-0.53,0.00051,0.026
TLR8|51311,ENSG00000101916,TLR8,51311,X,-0.65,0.00051,0.026
MND1|84057,ENSG00000121211,MND1,84057,4,0.33,0.00051,0.026
IL2RG|3561,ENSG00000147168,IL2RG,3561,X,-0.52,0.00051,0.026
CMAH|8418,NA,NA,NA,NA,-0.49,0.00052,0.026
P2RY14|9934,ENSG00000174944,P2RY14,9934,3,-0.45,0.00052,0.027
SMYD5|10322,ENSG00000135632,SMYD5,10322,2,0.18,0.00053,0.027
FCN3|8547,ENSG00000142748,FCN3,8547,1,-0.68,0.00053,0.027
C1orf228|339541,ENSG00000198520,C1orf228,339541,1,-0.51,0.00053,0.027
SPERT|220082,ENSG00000174015,SPERT,220082,13,0.64,0.00054,0.027
SCP2|6342,ENSG00000116171,SCP2,6342,1,-0.16,0.00054,0.027
ENG|2022,ENSG00000106991,ENG,2022,9,-0.33,0.00054,0.027
HLA-DQA1|3117,ENSG00000196735,HLA-DQA1,3117,6,-0.65,0.00054,0.027
FAM26F|441168,ENSG00000188820,FAM26F,441168,6,-0.54,0.00054,0.027
NTRK1|4914,ENSG00000198400,NTRK1,4914,1,-0.45,0.00054,0.027
SPI1|6688,ENSG00000066336,SPI1,6688,11,-0.43,0.00055,0.027
CNDP2|55748,ENSG00000133313,CNDP2,55748,18,-0.24,0.00055,0.027
ZNF488|118738,ENSG00000265763,ZNF488,118738,10,0.61,0.00055,0.027
C1orf38|9473,ENSG00000130775,THEMIS2,9473,1,-0.43,0.00055,0.027
LRRC4C|57689,ENSG00000148948,LRRC4C,57689,11,-0.6,0.00055,0.027
OSCAR|126014,ENSG00000275644,OSCAR,126014,CHR_HSCHR19LRC_COX2_CTG3_1,-0.45,0.00056,0.027
DBF4B|80174,ENSG00000161692,DBF4B,80174,17,0.31,0.00056,0.027
DOCK2|1794,ENSG00000134516,DOCK2,1794,5,-0.53,0.00056,0.027
ALOX15B|247,ENSG00000179593,ALOX15B,247,17,-0.67,0.00056,0.027
KTN1|3895,ENSG00000126777,KTN1,3895,14,0.22,0.00056,0.027
STARD8|9754,ENSG00000130052,STARD8,9754,X,-0.4,0.00056,0.027
FUNDC1|139341,ENSG00000069509,FUNDC1,139341,X,-0.22,0.00057,0.027
ITGB7|3695,ENSG00000139626,ITGB7,3695,12,-0.42,0.00057,0.027
GFI1|2672,ENSG00000162676,GFI1,2672,1,-0.44,0.00057,0.027
HLA-DOA|3111,ENSG00000231558,HLA-DOA,3111,CHR_HSCHR6_MHC_MANN_CTG1,-0.56,0.00057,0.027
WAS|7454,ENSG00000015285,WAS,7454,X,-0.42,0.00058,0.027
NKX2-1|7080,ENSG00000136352,NKX2-1,7080,14,-1,0.00058,0.027
FCGRT|2217,ENSG00000104870,FCGRT,2217,19,-0.29,0.00058,0.027
CSDAP1|440359,NA,NA,NA,NA,0.3,0.00058,0.027
LMO3|55885,ENSG00000048540,LMO3,55885,12,-0.97,0.00058,0.027
BRCA1|672,ENSG00000012048,BRCA1,672,17,0.31,0.00059,0.027
SAMHD1|25939,ENSG00000101347,SAMHD1,25939,20,-0.38,0.00059,0.027
FBXO16|157574,ENSG00000214050,FBXO16,157574,8,-0.54,6e-04,0.028
TRIM69|140691,ENSG00000278211,TRIM69,140691,CHR_HSCHR15_3_CTG8,-0.41,0.00061,0.028
IGSF6|10261,ENSG00000140749,IGSF6,10261,16,-0.53,0.00061,0.028
USP10|9100,ENSG00000103194,USP10,9100,16,0.17,0.00061,0.028
FOXM1|2305,ENSG00000111206,FOXM1,2305,12,0.35,0.00062,0.028
GAB3|139716,ENSG00000160219,GAB3,139716,X,-0.4,0.00062,0.028
WDR43|23160,ENSG00000163811,WDR43,23160,2,0.18,0.00062,0.028
SMC1A|8243,ENSG00000072501,SMC1A,8243,X,-0.21,0.00063,0.028
IFI30|10437,ENSG00000216490,IFI30,10437,19,-0.37,0.00063,0.028
LILRB1|10859,ENSG00000277807,LILRB1,10859,CHR_HSCHR19LRC_PGF1_CTG3_1,-0.51,0.00063,0.028
PDCD1|5133,ENSG00000276977,PDCD1,5133,CHR_HSCHR2_3_CTG15,-0.58,0.00063,0.028
HAP1|9001,ENSG00000173805,HAP1,9001,17,0.86,0.00063,0.028
GPR171|29909,ENSG00000174946,GPR171,29909,3,-0.56,0.00064,0.028
TMIGD2|126259,ENSG00000167664,TMIGD2,126259,19,-0.57,0.00064,0.028
ZNF384|171017,ENSG00000126746,ZNF384,171017,12,0.18,0.00064,0.028
FAM46C|54855,ENSG00000183508,FAM46C,54855,1,-0.58,0.00064,0.028
SCARF1|8578,ENSG00000074660,SCARF1,8578,17,-0.32,0.00064,0.028
STAP1|26228,ENSG00000035720,STAP1,26228,4,-0.67,0.00064,0.028
IRF6|3664,ENSG00000117595,IRF6,3664,1,0.39,0.00064,0.028
SECTM1|6398,ENSG00000141574,SECTM1,6398,17,-0.44,0.00065,0.029
HLA-DRB6|3128,ENSG00000229391,HLA-DRB6,3128,6,-0.69,0.00066,0.029
CST7|8530,ENSG00000077984,CST7,8530,20,-0.47,0.00066,0.029
TPRXL|348825,NA,NA,NA,NA,0.77,0.00066,0.029
HCST|10870,ENSG00000126264,HCST,10870,19,-0.43,0.00067,0.029
ARRB1|408,ENSG00000137486,ARRB1,408,11,-0.42,0.00067,0.029
PRKCB|5579,ENSG00000166501,PRKCB,5579,16,-0.5,0.00068,0.029
KIF20B|9585,ENSG00000138182,KIF20B,9585,10,0.25,0.00068,0.029
ST3GAL5|8869,ENSG00000115525,ST3GAL5,8869,2,-0.43,0.00068,0.029
SORT1|6272,ENSG00000134243,SORT1,6272,1,-0.34,0.00068,0.029
ASGR2|433,ENSG00000161944,ASGR2,433,17,-0.5,0.00068,0.029
TP53INP1|94241,ENSG00000164938,TP53INP1,94241,8,-0.32,0.00068,0.029
TMEM108|66000,ENSG00000144868,TMEM108,66000,3,-0.63,0.00068,0.029
PNOC|5368,ENSG00000168081,PNOC,5368,8,-0.71,0.00069,0.029
TMEM176B|28959,ENSG00000106565,TMEM176B,28959,7,-0.48,7e-04,0.029
SLC7A7|9056,ENSG00000155465,SLC7A7,9056,14,-0.47,7e-04,0.029
GLIPR1L2|144321,ENSG00000180481,GLIPR1L2,144321,12,-0.47,7e-04,0.029
CADM1|23705,ENSG00000182985,CADM1,23705,11,-0.58,0.00071,0.03
IL22RA2|116379,ENSG00000164485,IL22RA2,116379,6,-0.66,0.00071,0.03
C6orf97|80129,ENSG00000120262,CCDC170,80129,6,-0.62,0.00071,0.03
ITGB2|3689,ENSG00000160255,ITGB2,3689,21,-0.48,0.00072,0.03
MRC1|4360,ENSG00000260314,MRC1,4360,10,-0.63,0.00073,0.03
CR1|1378,ENSG00000203710,CR1,1378,1,-0.66,0.00073,0.03
KIAA0748|9840,ENSG00000135426,TESPA1,9840,12,-0.5,0.00073,0.03
CD6|923,ENSG00000013725,CD6,923,11,-0.46,0.00074,0.031
GRPR|2925,ENSG00000126010,GRPR,2925,X,-0.58,0.00074,0.031
PQLC1|80148,ENSG00000122490,PQLC1,80148,18,-0.22,0.00074,0.031
HAVCR2|84868,ENSG00000135077,HAVCR2,84868,5,-0.46,0.00074,0.031
SIRPG|55423,ENSG00000089012,SIRPG,55423,20,-0.58,0.00075,0.031
C9orf139|401563,NA,NA,NA,NA,-0.51,0.00075,0.031
CD97|976,ENSG00000123146,ADGRE5,976,19,-0.36,0.00075,0.031
CD33|945,ENSG00000105383,CD33,945,19,-0.47,0.00076,0.031
CSF1R|1436,ENSG00000182578,CSF1R,1436,5,-0.48,0.00076,0.031
P2RY10|27334,ENSG00000078589,P2RY10,27334,X,-0.61,0.00077,0.031
ALOX5|240,ENSG00000275565,ALOX5,240,CHR_HSCHR10_1_CTG2,-0.49,0.00077,0.031
SCML4|256380,ENSG00000146285,SCML4,256380,6,-0.58,0.00078,0.031
LILRA4|23547,ENSG00000276798,LILRA4,23547,CHR_HSCHR19LRC_COX2_CTG3_1,-0.68,0.00078,0.031
GPR172B|55065,ENSG00000132517,SLC52A1,55065,17,0.6,0.00079,0.031
CD1C|911,ENSG00000158481,CD1C,911,1,-0.62,0.00079,0.031
CD1A|909,ENSG00000158477,CD1A,909,1,-0.75,0.00079,0.032
LOC401463|401463,ENSG00000254102,,401463,8,-0.44,8e-04,0.032
RELN|5649,ENSG00000189056,RELN,5649,7,-0.71,8e-04,0.032
MPP1|4354,ENSG00000130830,MPP1,4354,X,-0.38,8e-04,0.032
ASPM|259266,ENSG00000066279,ASPM,259266,1,0.32,8e-04,0.032
EMILIN2|84034,ENSG00000132205,EMILIN2,84034,18,-0.34,0.00081,0.032
TSHR|7253,ENSG00000165409,TSHR,7253,14,-0.58,0.00082,0.032
CD101|9398,ENSG00000134256,CD101,9398,1,-0.33,0.00082,0.032
ANAPC1|64682,ENSG00000153107,ANAPC1,64682,2,0.2,0.00082,0.032
SLAMF1|6504,ENSG00000117090,SLAMF1,6504,1,-0.57,0.00082,0.032
PLEKHG6|55200,ENSG00000008323,PLEKHG6,55200,12,0.45,0.00083,0.032
LAIR1|3903,ENSG00000278154,LAIR1,3903,CHR_HSCHR19LRC_PGF2_CTG3_1,-0.48,0.00083,0.032
CDCA3|83461,ENSG00000111665,CDCA3,83461,12,0.29,0.00083,0.032
GIMAP4|55303,ENSG00000133574,GIMAP4,55303,7,-0.43,0.00083,0.032
PCDHGB6|56100,ENSG00000253305,PCDHGB6,56100,5,-0.49,0.00084,0.032
PPP1R1A|5502,ENSG00000135447,PPP1R1A,5502,12,-0.67,0.00084,0.032
C13orf15|28984,ENSG00000102760,RGCC,28984,13,-0.33,0.00084,0.032
LRFN1|57622,ENSG00000128011,LRFN1,57622,19,0.45,0.00084,0.032
CCRL2|9034,ENSG00000121797,CCRL2,9034,3,-0.44,0.00084,0.032
MPHOSPH10|10199,ENSG00000124383,MPHOSPH10,10199,2,0.15,0.00084,0.032
SKAP1|8631,ENSG00000141293,SKAP1,8631,17,-0.58,0.00085,0.032
SLC15A3|51296,ENSG00000110446,SLC15A3,51296,11,-0.42,0.00085,0.032
PLEKHO1|51177,ENSG00000023902,PLEKHO1,51177,1,-0.24,0.00085,0.032
ATP6V0B|533,ENSG00000117410,ATP6V0B,533,1,-0.26,0.00086,0.032
RAD51L3|5892,ENSG00000185379,RAD51D,5892,17,0.24,0.00087,0.033
NCF4|4689,ENSG00000275990,NCF4,4689,CHR_HSCHR22_1_CTG5,-0.41,0.00087,0.033
CD3D|915,ENSG00000167286,CD3D,915,11,-0.55,0.00088,0.033
C5orf20|140947,ENSG00000251380,DCANP1,140947,5,-0.61,0.00089,0.033
IPCEF1|26034,ENSG00000074706,IPCEF1,26034,6,-0.45,0.00089,0.033
ALOX12P2|245,ENSG00000262943,ALOX12P2,245,17,0.63,0.00089,0.033
C10orf10|11067,ENSG00000165507,C10orf10,11067,10,-0.43,9e-04,0.033
NADK|65220,ENSG00000008130,NADK,65220,1,-0.17,9e-04,0.033
CD163L1|283316,ENSG00000177675,CD163L1,283316,12,-0.52,9e-04,0.033
FFAR3|2865,ENSG00000185897,FFAR3,2865,19,-0.49,9e-04,0.033
PCDHA7|56141,ENSG00000204963,PCDHA7,56141,5,-0.61,9e-04,0.033
KIF19|124602,ENSG00000196169,KIF19,124602,17,-0.66,0.00091,0.033
RCSD1|92241,ENSG00000198771,RCSD1,92241,1,-0.45,0.00091,0.034
UGT1A3|54659,ENSG00000243135,UGT1A3,54659,2,0.73,0.00091,0.034
C10orf91|170393,NA,NA,NA,NA,0.54,0.00092,0.034
CPM|1368,ENSG00000135678,CPM,1368,12,-0.53,0.00093,0.034
TYROBP|7305,ENSG00000011600,TYROBP,7305,19,-0.44,0.00094,0.034
C17orf103|256302,ENSG00000274180,NATD1,256302,17,-0.31,0.00094,0.034
SUCNR1|56670,ENSG00000198829,SUCNR1,56670,3,-0.67,0.00094,0.034
LCK|3932,ENSG00000182866,LCK,3932,1,-0.48,0.00094,0.034
C1QC|714,ENSG00000159189,C1QC,714,1,-0.5,0.00094,0.034
ENPP4|22875,ENSG00000001561,ENPP4,22875,6,-0.49,0.00095,0.034
C3AR1|719,ENSG00000171860,C3AR1,719,12,-0.49,0.00095,0.034
MAPRE2|10982,ENSG00000166974,MAPRE2,10982,18,-0.28,0.00095,0.034
NECAP2|55707,ENSG00000157191,NECAP2,55707,1,-0.21,0.00095,0.034
PRAM1|84106,ENSG00000133246,PRAM1,84106,19,-0.46,0.00096,0.035
ANKRD57|65124,ENSG00000198142,SOWAHC,65124,2,0.33,0.00097,0.035
ATP9B|374868,ENSG00000166377,ATP9B,374868,18,-0.23,0.00097,0.035
TPX2|22974,ENSG00000088325,TPX2,22974,20,0.28,0.00098,0.035
SCARB1|949,ENSG00000073060,SCARB1,949,12,0.28,0.00098,0.035
ATAD5|79915,ENSG00000176208,ATAD5,79915,17,0.32,0.00099,0.035
NLE1|54475,ENSG00000073536,NLE1,54475,17,0.22,0.00099,0.035
TCN2|6948,ENSG00000185339,TCN2,6948,22,-0.35,0.001,0.035
VPS37B|79720,ENSG00000139722,VPS37B,79720,12,-0.24,0.001,0.035
CLECL1|160365,ENSG00000184293,CLECL1,160365,12,-0.52,0.001,0.035
FERMT3|83706,ENSG00000149781,FERMT3,83706,11,-0.41,0.001,0.035
LOC80054|80054,ENSG00000267296,CEBPA-AS1,80054,19,0.46,0.001,0.036
ITGA9|3680,ENSG00000144668,ITGA9,3680,3,-0.57,0.001,0.036
FOXP3|50943,ENSG00000049768,FOXP3,50943,X,-0.47,0.001,0.036
CD180|4064,ENSG00000134061,CD180,4064,5,-0.51,0.001,0.036
KCNQ1|3784,ENSG00000282076,KCNQ1,3784,CHR_HSCHR11_1_CTG7,-0.47,0.0011,0.037
SLC22A16|85413,ENSG00000004809,SLC22A16,85413,6,-0.6,0.0011,0.037
DNAJC5B|85479,ENSG00000147570,DNAJC5B,85479,8,-0.64,0.0011,0.037
ICAM2|3384,ENSG00000108622,ICAM2,3384,17,-0.39,0.0011,0.037
GPATCH4|54865,ENSG00000160818,GPATCH4,54865,1,0.2,0.0011,0.037
RNASE6|6039,ENSG00000169413,RNASE6,6039,14,-0.44,0.0011,0.037
C13orf34|79866,ENSG00000136122,BORA,79866,13,0.24,0.0011,0.037
ANTXR2|118429,ENSG00000163297,ANTXR2,118429,4,-0.37,0.0011,0.037
GCSH|2653,ENSG00000140905,GCSH,2653,16,0.48,0.0011,0.037
TMEM176A|55365,ENSG00000002933,TMEM176A,55365,7,-0.46,0.0011,0.037
TSKU|25987,ENSG00000182704,TSKU,25987,11,0.33,0.0011,0.037
LOC642587|642587,NA,NA,NA,NA,0.77,0.0011,0.037
GPR114|221188,ENSG00000159618,ADGRG5,221188,16,-0.56,0.0011,0.037
XKRX|402415,ENSG00000182489,XKRX,402415,X,-0.53,0.0011,0.037
CCDC43|124808,ENSG00000180329,CCDC43,124808,17,0.16,0.0011,0.037
GIMAP1|170575,ENSG00000213203,GIMAP1,170575,7,-0.43,0.0011,0.037
NR1H3|10062,ENSG00000025434,NR1H3,10062,11,-0.32,0.0011,0.037
WDR59|79726,ENSG00000103091,WDR59,79726,16,0.18,0.0011,0.037
FIP1L1|81608,ENSG00000145216,FIP1L1,81608,4,0.21,0.0011,0.037
SPAG6|9576,ENSG00000077327,SPAG6,9576,10,-0.95,0.0011,0.037
CD37|951,ENSG00000104894,CD37,951,19,-0.45,0.0011,0.037
KL|9365,ENSG00000133116,KL,9365,13,-0.49,0.0011,0.037
CD209|30835,ENSG00000090659,CD209,30835,19,-0.53,0.0011,0.038
C1orf135|79000,ENSG00000127423,AUNIP,79000,1,0.28,0.0011,0.038
SLAMF7|57823,ENSG00000026751,SLAMF7,57823,1,-0.58,0.0011,0.038
TNFRSF1B|7133,ENSG00000028137,TNFRSF1B,7133,1,-0.39,0.0011,0.038
CYTH2|9266,ENSG00000105443,CYTH2,9266,19,-0.19,0.0011,0.038
CD7|924,ENSG00000173762,CD7,924,17,-0.47,0.0012,0.038
POLG2|11232,ENSG00000256525,POLG2,11232,17,0.2,0.0012,0.038
RETN|56729,ENSG00000104918,RETN,56729,19,-0.65,0.0012,0.038
C9orf7|11094,ENSG00000160325,CACFD1,11094,9,-0.24,0.0012,0.038
HMHA1|23526,ENSG00000180448,HMHA1,23526,19,-0.31,0.0012,0.038
ARHGEF2|9181,ENSG00000116584,ARHGEF2,9181,1,-0.22,0.0012,0.039
CCL17|6361,ENSG00000102970,CCL17,6361,16,-0.6,0.0012,0.039
KIAA1804|84451,ENSG00000143674,,84451,1,0.32,0.0012,0.039
C17orf60|284021,ENSG00000271605,MILR1,284021,17,-0.47,0.0012,0.039
SPAG9|9043,ENSG00000008294,SPAG9,9043,17,0.16,0.0012,0.039
C16orf54|283897,ENSG00000185905,C16orf54,283897,16,-0.51,0.0012,0.039
RPS6KA2|6196,ENSG00000071242,RPS6KA2,6196,6,-0.36,0.0012,0.039
CD300C|10871,ENSG00000167850,CD300C,10871,17,-0.47,0.0012,0.039
EMCN|51705,ENSG00000164035,EMCN,51705,4,-0.48,0.0012,0.039
CCL23|6368,ENSG00000274736,CCL23,6368,17,-0.62,0.0012,0.039
TNFRSF4|7293,ENSG00000186827,TNFRSF4,7293,1,-0.45,0.0012,0.039
NIPAL3|57185,ENSG00000001461,NIPAL3,57185,1,-0.2,0.0012,0.039
CHRM3|1131,ENSG00000133019,CHRM3,1131,1,0.64,0.0012,0.04
RAG1|5896,ENSG00000166349,RAG1,5896,11,0.46,0.0012,0.04
QSOX1|5768,ENSG00000116260,QSOX1,5768,1,-0.23,0.0013,0.04
TRAT1|50852,ENSG00000163519,TRAT1,50852,3,-0.62,0.0013,0.04
DNAJB3|414061,NA,NA,NA,NA,0.69,0.0013,0.04
CLEC4D|338339,ENSG00000166527,CLEC4D,338339,12,-0.55,0.0013,0.04
C14orf33|100129075,ENSG00000186615,KTN1-AS1,100129075,14,0.3,0.0013,0.04
C1orf131|128061,ENSG00000143633,C1orf131,128061,1,0.2,0.0013,0.04
CYTH4|27128,ENSG00000100055,CYTH4,27128,22,-0.4,0.0013,0.04
FLI1|2313,ENSG00000151702,FLI1,2313,11,-0.38,0.0013,0.04
SDC3|9672,ENSG00000162512,SDC3,9672,1,-0.29,0.0013,0.04
YIPF1|54432,ENSG00000058799,YIPF1,54432,1,-0.18,0.0013,0.04
GLIPR2|152007,ENSG00000122694,GLIPR2,152007,9,-0.33,0.0013,0.04
FGR|2268,ENSG00000000938,FGR,2268,1,-0.4,0.0013,0.04
PIK3R3|8503,ENSG00000278139,,8503,1,-0.35,0.0013,0.04
BATF|10538,ENSG00000156127,BATF,10538,14,-0.44,0.0013,0.04
BSCL2|26580,ENSG00000168000,BSCL2,26580,11,-0.24,0.0013,0.04
C5orf49|134121,ENSG00000215217,C5orf49,134121,5,-0.75,0.0013,0.04
MYO19|80179,ENSG00000278372,MYO19,80179,CHR_HSCHR17_7_CTG4,0.22,0.0013,0.041
SLC8A1|6546,ENSG00000183023,SLC8A1,6546,2,-0.4,0.0013,0.041
NHLRC4|283948,ENSG00000257108,NHLRC4,283948,16,-0.43,0.0013,0.041
MYRIP|25924,ENSG00000170011,MYRIP,25924,3,-0.56,0.0013,0.041
BTK|695,ENSG00000010671,BTK,695,X,-0.48,0.0013,0.041
HLA-DPB2|3116,ENSG00000225429,HLA-DPB2,3116,CHR_HSCHR6_MHC_DBB_CTG1,-0.58,0.0013,0.041
RSPH9|221421,ENSG00000172426,RSPH9,221421,6,-0.62,0.0013,0.041
C2orf55|343990,ENSG00000196872,KIAA1211L,343990,2,-0.53,0.0013,0.041
POU3F2|5454,ENSG00000184486,POU3F2,5454,6,-0.85,0.0013,0.041
UBXN10|127733,ENSG00000162543,UBXN10,127733,1,-0.68,0.0013,0.041
DLG3|1741,ENSG00000082458,DLG3,1741,X,-0.2,0.0013,0.041
CAMK1|8536,ENSG00000134072,CAMK1,8536,3,-0.26,0.0013,0.041
HK3|3101,ENSG00000160883,HK3,3101,5,-0.49,0.0013,0.041
NOB1|28987,ENSG00000141101,NOB1,28987,16,0.18,0.0014,0.041
LGMN|5641,ENSG00000100600,LGMN,5641,14,-0.24,0.0014,0.041
DUS4L|11062,ENSG00000105865,DUS4L,11062,7,0.21,0.0014,0.041
LILRB4|11006,ENSG00000186818,LILRB4,11006,19,-0.54,0.0014,0.041
INPP5D|3635,ENSG00000168918,INPP5D,3635,2,-0.43,0.0014,0.041
DUSP26|78986,ENSG00000133878,DUSP26,78986,8,-0.57,0.0014,0.041
FCN1|2219,ENSG00000085265,FCN1,2219,9,-0.59,0.0014,0.041
ARHGAP9|64333,ENSG00000123329,ARHGAP9,64333,12,-0.42,0.0014,0.041
IQCD|115811,ENSG00000166578,IQCD,115811,12,-0.4,0.0014,0.041
SNTB1|6641,ENSG00000172164,SNTB1,6641,8,-0.41,0.0014,0.041
HLA-DRB5|3127,ENSG00000198502,HLA-DRB5,3127,6,-0.59,0.0014,0.041
TNFSF13B|10673,ENSG00000102524,TNFSF13B,10673,13,-0.52,0.0014,0.041
QPCT|25797,ENSG00000115828,QPCT,25797,2,-0.56,0.0014,0.042
UBP1|7342,ENSG00000153560,UBP1,7342,3,0.15,0.0014,0.042
ADCY10|55811,ENSG00000143199,ADCY10,55811,1,0.91,0.0014,0.043
CLEC3B|7123,ENSG00000163815,CLEC3B,7123,3,-0.46,0.0015,0.043
SIT1|27240,ENSG00000137078,SIT1,27240,9,-0.54,0.0015,0.043
NCF1|653361,ENSG00000158517,NCF1,653361,7,-0.47,0.0015,0.043
ACAP1|9744,ENSG00000072818,ACAP1,9744,17,-0.43,0.0015,0.043
PREX1|57580,ENSG00000124126,PREX1,57580,20,-0.37,0.0015,0.043
FCHO2|115548,ENSG00000157107,FCHO2,115548,5,-0.22,0.0015,0.043
TBC1D4|9882,ENSG00000136111,TBC1D4,9882,13,0.26,0.0015,0.043
ESF1|51575,ENSG00000089048,ESF1,51575,20,0.22,0.0015,0.043
FXR1|8087,ENSG00000114416,FXR1,8087,3,0.26,0.0015,0.043
FKBP4|2288,ENSG00000004478,FKBP4,2288,12,0.26,0.0015,0.043
IL7R|3575,ENSG00000168685,IL7R,3575,5,-0.61,0.0015,0.043
DPF3|8110,ENSG00000205683,DPF3,8110,14,-0.4,0.0015,0.043
KIF11|3832,ENSG00000138160,KIF11,3832,10,0.24,0.0015,0.043
TMEM27|57393,ENSG00000147003,TMEM27,57393,X,-0.44,0.0015,0.043
GRM5|2915,ENSG00000168959,GRM5,2915,11,-0.73,0.0015,0.043
SEPT1|1731,ENSG00000180096,SEPT1,1731,16,-0.43,0.0015,0.043
PIM2|11040,ENSG00000102096,PIM2,11040,X,-0.4,0.0015,0.043
LTC4S|4056,ENSG00000213316,LTC4S,4056,5,-0.45,0.0015,0.043
CCR1|1230,ENSG00000163823,CCR1,1230,3,-0.46,0.0015,0.044
N4BP1|9683,ENSG00000102921,N4BP1,9683,16,0.18,0.0015,0.044
GBGT1|26301,ENSG00000148288,GBGT1,26301,9,-0.34,0.0015,0.044
GPR116|221395,ENSG00000069122,ADGRF5,221395,6,-0.42,0.0016,0.044
KIF14|9928,ENSG00000118193,KIF14,9928,1,0.31,0.0016,0.044
PHTF1|10745,ENSG00000116793,PHTF1,10745,1,-0.23,0.0016,0.044
ZC4H2|55906,ENSG00000126970,ZC4H2,55906,X,-0.44,0.0016,0.044
FCGR1A|2209,ENSG00000150337,FCGR1A,2209,1,-0.51,0.0016,0.044
PGPEP1|54858,ENSG00000130517,PGPEP1,54858,19,-0.27,0.0016,0.044
EXOSC7|23016,ENSG00000075914,EXOSC7,23016,3,0.17,0.0016,0.044
CDKN2C|1031,ENSG00000123080,CDKN2C,1031,1,-0.29,0.0016,0.045
C15orf23|90417,ENSG00000128944,KNSTRN,90417,15,0.22,0.0016,0.045
SYT11|23208,ENSG00000132718,SYT11,23208,1,-0.39,0.0016,0.045
HELLS|3070,ENSG00000119969,HELLS,3070,10,0.28,0.0016,0.045
SFTA3|253970,ENSG00000229415,SFTA3,253970,14,-1.1,0.0016,0.045
FCER1G|2207,ENSG00000158869,FCER1G,2207,1,-0.4,0.0016,0.045
TNFRSF10C|8794,ENSG00000173535,TNFRSF10C,8794,8,-0.49,0.0016,0.045
PTPN22|26191,ENSG00000134242,PTPN22,26191,1,-0.47,0.0016,0.045
DLK1|8788,ENSG00000185559,DLK1,8788,14,-1.1,0.0016,0.045
ACOX2|8309,ENSG00000168306,ACOX2,8309,3,-0.49,0.0016,0.045
MYO1F|4542,ENSG00000142347,MYO1F,4542,19,-0.39,0.0016,0.045
ASAH1|427,ENSG00000104763,ASAH1,427,8,-0.24,0.0017,0.045
SLAMF6|114836,ENSG00000162739,SLAMF6,114836,1,-0.54,0.0017,0.045
PECAM1|5175,ENSG00000261371,PECAM1,5175,17,-0.3,0.0017,0.045
GNG2|54331,ENSG00000186469,GNG2,54331,14,-0.38,0.0017,0.045
CCDC159|126075,ENSG00000183401,CCDC159,126075,19,-0.23,0.0017,0.045
CYSLTR1|10800,ENSG00000173198,CYSLTR1,10800,X,-0.5,0.0017,0.045
IFT57|55081,ENSG00000114446,IFT57,55081,3,-0.24,0.0017,0.046
TRAFD1|10906,ENSG00000135148,TRAFD1,10906,12,-0.17,0.0017,0.046
COIL|8161,ENSG00000121058,COIL,8161,17,0.17,0.0017,0.046
CXCL11|6373,ENSG00000169248,CXCL11,6373,4,-0.74,0.0017,0.046
RASSF2|9770,ENSG00000101265,RASSF2,9770,20,-0.43,0.0017,0.046
C20orf72|92667,ENSG00000125871,MGME1,92667,20,0.2,0.0017,0.046
CD3E|916,ENSG00000198851,CD3E,916,11,-0.48,0.0017,0.046
RARRES3|5920,ENSG00000133321,RARRES3,5920,11,-0.47,0.0017,0.046
RGS18|64407,ENSG00000150681,RGS18,64407,1,-0.48,0.0017,0.046
BNC1|646,ENSG00000169594,BNC1,646,15,0.87,0.0017,0.046
